geneID,gene_name,gene_type
ENSMMUG00000054319,ENSMMUG00000054319,protein_coding
ENSMMUG00000040027,Metazoa_SRP,misc_RNA
ENSMMUG00000007891,RB1,protein_coding
ENSMMUG00000050340,ENSMMUG00000050340,lncRNA
ENSMMUG00000051250,ENSMMUG00000051250,protein_coding
ENSMMUG00000062575,GTF2F2,protein_coding
ENSMMUG00000052642,POGLUT2,protein_coding
ENSMMUG00000058451,ENSMMUG00000058451,snoRNA
ENSMMUG00000050217,U6,snRNA
ENSMMUG00000024190,U6,snRNA
ENSMMUG00000012636,KCTD4,protein_coding
ENSMMUG00000022744,MBNL2,protein_coding
ENSMMUG00000009912,FGF9,protein_coding
ENSMMUG00000049780,ENSMMUG00000049780,protein_coding
ENSMMUG00000065210,ENSMMUG00000065210,lncRNA
ENSMMUG00000001036,F7,protein_coding
ENSMMUG00000050127,U2,snRNA
ENSMMUG00000049075,Metazoa_SRP,misc_RNA
ENSMMUG00000054186,ENSMMUG00000054186,lncRNA
ENSMMUG00000037428,ENSMMUG00000037428,snoRNA
ENSMMUG00000022979,TPT1,protein_coding
ENSMMUG00000000350,ENSMMUG00000000350,protein_coding
ENSMMUG00000003771,UBL3,protein_coding
ENSMMUG00000008520,ATP8A2,protein_coding
ENSMMUG00000051235,ENSMMUG00000051235,lncRNA
ENSMMUG00000062382,ENSMMUG00000062382,lncRNA
ENSMMUG00000062318,RAP2A,protein_coding
ENSMMUG00000001038,F10,protein_coding
ENSMMUG00000064356,Metazoa_SRP,misc_RNA
ENSMMUG00000004485,LHFPL6,protein_coding
ENSMMUG00000061420,ENSMMUG00000061420,protein_coding
ENSMMUG00000056962,ENSMMUG00000056962,lncRNA
ENSMMUG00000058408,Metazoa_SRP,misc_RNA
ENSMMUG00000049362,ENSMMUG00000049362,snoRNA
ENSMMUG00000062882,ENSMMUG00000062882,lncRNA
ENSMMUG00000054254,ENSMMUG00000054254,lncRNA
ENSMMUG00000055700,mml-mir-7170,miRNA
ENSMMUG00000055365,ENSMMUG00000055365,lncRNA
ENSMMUG00000047075,U6,snRNA
ENSMMUG00000059858,ENSMMUG00000059858,snoRNA
ENSMMUG00000061779,ENSMMUG00000061779,lncRNA
ENSMMUG00000056656,ENSMMUG00000056656,lncRNA
ENSMMUG00000057596,ENSMMUG00000057596,protein_coding
ENSMMUG00000013531,IPO5,protein_coding
ENSMMUG00000028480,Y_RNA,Y_RNA
ENSMMUG00000026686,ENSMMUG00000026686,snoRNA
ENSMMUG00000050015,Metazoa_SRP,misc_RNA
ENSMMUG00000001291,SGCG,protein_coding
ENSMMUG00000037790,SLC25A30,protein_coding
ENSMMUG00000004922,KATNAL1,protein_coding
ENSMMUG00000050999,ENSMMUG00000050999,lncRNA
ENSMMUG00000017688,RCBTB2,protein_coding
ENSMMUG00000009890,FARP1,protein_coding
ENSMMUG00000001039,PROZ,protein_coding
ENSMMUG00000018409,COG3,protein_coding
ENSMMUG00000034635,U6,snRNA
ENSMMUG00000022282,COL4A2,protein_coding
ENSMMUG00000040520,Metazoa_SRP,misc_RNA
ENSMMUG00000062341,SHISA2,protein_coding
ENSMMUG00000001292,SACS,protein_coding
ENSMMUG00000044896,ERICH6B,protein_coding
ENSMMUG00000013900,RNF6,protein_coding
ENSMMUG00000001041,PCID2,protein_coding
ENSMMUG00000011986,CBY2,protein_coding
ENSMMUG00000014841,CDK8,protein_coding
ENSMMUG00000055269,Metazoa_SRP,misc_RNA
ENSMMUG00000036308,U6,snRNA
ENSMMUG00000037921,Metazoa_SRP,misc_RNA
ENSMMUG00000041756,SIAH3,protein_coding
ENSMMUG00000049834,Metazoa_SRP,misc_RNA
ENSMMUG00000000353,ENSMMUG00000000353,protein_coding
ENSMMUG00000050857,ENSMMUG00000050857,lncRNA
ENSMMUG00000008940,UBE2L5,protein_coding
ENSMMUG00000053838,ENSMMUG00000053838,protein_coding
ENSMMUG00000007664,SLC10A2,protein_coding
ENSMMUG00000058466,ENSMMUG00000058466,protein_coding
ENSMMUG00000017025,ZC3H13,protein_coding
ENSMMUG00000063377,CYSLTR2,protein_coding
ENSMMUG00000046615,HMGB1,protein_coding
ENSMMUG00000063973,ENSMMUG00000063973,protein_coding
ENSMMUG00000004486,COG6,protein_coding
ENSMMUG00000049397,ENSMMUG00000049397,protein_coding
ENSMMUG00000062735,ENSMMUG00000062735,protein_coding
ENSMMUG00000055774,Metazoa_SRP,misc_RNA
ENSMMUG00000060590,ENSMMUG00000060590,protein_coding
ENSMMUG00000059939,ENSMMUG00000059939,protein_coding
ENSMMUG00000064408,ENSMMUG00000064408,lncRNA
ENSMMUG00000004237,TNFRSF19,protein_coding
ENSMMUG00000063876,Metazoa_SRP,misc_RNA
ENSMMUG00000054008,ENSMMUG00000054008,lncRNA
ENSMMUG00000027955,ENSMMUG00000027955,snoRNA
ENSMMUG00000060359,ENSMMUG00000060359,lncRNA
ENSMMUG00000023756,FNDC3A,protein_coding
ENSMMUG00000060475,ENSMMUG00000060475,lncRNA
ENSMMUG00000049503,ENSMMUG00000049503,lncRNA
ENSMMUG00000064790,ENSMMUG00000064790,protein_coding
ENSMMUG00000040792,ENSMMUG00000040792,lncRNA
ENSMMUG00000057814,ENSMMUG00000057814,lncRNA
ENSMMUG00000054368,RNF113B,protein_coding
ENSMMUG00000037206,U6,snRNA
ENSMMUG00000055628,ENSMMUG00000055628,lncRNA
ENSMMUG00000019297,CUL4A,protein_coding
ENSMMUG00000009173,STK24,protein_coding
ENSMMUG00000056595,ENSMMUG00000056595,lncRNA
ENSMMUG00000057852,ENSMMUG00000057852,protein_coding
ENSMMUG00000051821,ENSMMUG00000051821,lncRNA
ENSMMUG00000005055,WASF3,protein_coding
ENSMMUG00000057725,ENSMMUG00000057725,lncRNA
ENSMMUG00000052770,ENSMMUG00000052770,protein_coding
ENSMMUG00000053245,ENSMMUG00000053245,processed_pseudogene
ENSMMUG00000064467,ENSMMUG00000064467,lncRNA
ENSMMUG00000049533,ENSMMUG00000049533,lncRNA
ENSMMUG00000007597,USPL1,protein_coding
ENSMMUG00000025305,ENSMMUG00000025305,snoRNA
ENSMMUG00000006942,MIPEP,protein_coding
ENSMMUG00000059052,ENSMMUG00000059052,lncRNA
ENSMMUG00000061912,ENSMMUG00000061912,lncRNA
ENSMMUG00000052174,ENSMMUG00000052174,lncRNA
ENSMMUG00000049528,ENSMMUG00000049528,protein_coding
ENSMMUG00000043004,Metazoa_SRP,misc_RNA
ENSMMUG00000058677,ENSMMUG00000058677,pseudogene
ENSMMUG00000049441,U6,snRNA
ENSMMUG00000009892,EFNB2,protein_coding
ENSMMUG00000001402,SLC15A1,protein_coding
ENSMMUG00000009790,LAMP1,protein_coding
ENSMMUG00000013234,DACH1,protein_coding
ENSMMUG00000051102,ARGLU1,protein_coding
ENSMMUG00000017033,LCP1,protein_coding
ENSMMUG00000060819,GPR12,protein_coding
ENSMMUG00000058994,ENSMMUG00000058994,lncRNA
ENSMMUG00000050593,ENSMMUG00000050593,lncRNA
ENSMMUG00000057481,ENSMMUG00000057481,protein_coding
ENSMMUG00000005572,ALOX5AP,protein_coding
ENSMMUG00000058397,ENSMMUG00000058397,lncRNA
ENSMMUG00000050226,ENSMMUG00000050226,protein_coding
ENSMMUG00000065195,Metazoa_SRP,misc_RNA
ENSMMUG00000021425,USP12,protein_coding
ENSMMUG00000050847,ENSMMUG00000050847,lncRNA
ENSMMUG00000054314,ENSMMUG00000054314,lncRNA
ENSMMUG00000061886,ENSMMUG00000061886,protein_coding
ENSMMUG00000030627,FAM155A,protein_coding
ENSMMUG00000049741,ENSMMUG00000049741,lncRNA
ENSMMUG00000053993,ENSMMUG00000053993,protein_coding
ENSMMUG00000026595,SNORD31,snoRNA
ENSMMUG00000045035,ENSMMUG00000045035,lncRNA
ENSMMUG00000026970,mml-mir-17,miRNA
ENSMMUG00000026887,ENSMMUG00000026887,miRNA
ENSMMUG00000054994,ENSMMUG00000054994,protein_coding
ENSMMUG00000009791,GRTP1,protein_coding
ENSMMUG00000059803,ENSMMUG00000059803,protein_coding
ENSMMUG00000026846,mml-mir-19a,miRNA
ENSMMUG00000064791,ENSMMUG00000064791,lncRNA
ENSMMUG00000013346,MEDAG,protein_coding
ENSMMUG00000019831,NBEA,protein_coding
ENSMMUG00000027060,ENSMMUG00000027060,miRNA
ENSMMUG00000057851,Metazoa_SRP,misc_RNA
ENSMMUG00000008874,LIG4,protein_coding
ENSMMUG00000048368,ENSMMUG00000048368,miRNA
ENSMMUG00000058755,ENSMMUG00000058755,protein_coding
ENSMMUG00000018657,DOCK9,protein_coding
ENSMMUG00000042902,mml-mir-92a-1,miRNA
ENSMMUG00000019461,TEX26,protein_coding
ENSMMUG00000016740,DCUN1D2,protein_coding
ENSMMUG00000008039,ABHD13,protein_coding
ENSMMUG00000033223,ENSMMUG00000033223,snoRNA
ENSMMUG00000026639,ENSMMUG00000026639,snoRNA
ENSMMUG00000049650,RASL11A,protein_coding
ENSMMUG00000008040,TNFSF13B,protein_coding
ENSMMUG00000062314,Y_RNA,Y_RNA
ENSMMUG00000054665,ENSMMUG00000054665,protein_coding
ENSMMUG00000051317,ENSMMUG00000051317,lncRNA
ENSMMUG00000053448,ENSMMUG00000053448,protein_coding
ENSMMUG00000035691,SNORD116,snoRNA
ENSMMUG00000043730,U6,snRNA
ENSMMUG00000026501,Y_RNA,Y_RNA
ENSMMUG00000061970,Y_RNA,Y_RNA
ENSMMUG00000009029,GTF3A,protein_coding
ENSMMUG00000055317,ENSMMUG00000055317,protein_coding
ENSMMUG00000052676,ENSMMUG00000052676,protein_coding
ENSMMUG00000022610,ENSMMUG00000022610,protein_coding
ENSMMUG00000013707,HSPH1,protein_coding
ENSMMUG00000050501,ENSMMUG00000050501,protein_coding
ENSMMUG00000058676,U6,snRNA
ENSMMUG00000027658,Y_RNA,Y_RNA
ENSMMUG00000063566,ENSMMUG00000063566,protein_coding
ENSMMUG00000054803,ENSMMUG00000054803,lncRNA
ENSMMUG00000009030,MTIF3,protein_coding
ENSMMUG00000064127,ENSMMUG00000064127,pseudogene
ENSMMUG00000052690,ENSMMUG00000052690,protein_coding
ENSMMUG00000030780,FOXO1,protein_coding
ENSMMUG00000056827,MLNR,protein_coding
ENSMMUG00000055924,ENSMMUG00000055924,lncRNA
ENSMMUG00000055156,ENSMMUG00000055156,protein_coding
ENSMMUG00000052756,ENSMMUG00000052756,snoRNA
ENSMMUG00000035561,ENSMMUG00000035561,snoRNA
ENSMMUG00000025901,ENSMMUG00000025901,snoRNA
ENSMMUG00000021231,MYO16,protein_coding
ENSMMUG00000059867,ENSMMUG00000059867,protein_coding
ENSMMUG00000062551,ENSMMUG00000062551,lncRNA
ENSMMUG00000053910,ENSMMUG00000053910,lncRNA
ENSMMUG00000053811,ENSMMUG00000053811,pseudogene
ENSMMUG00000058608,ENSMMUG00000058608,lncRNA
ENSMMUG00000001899,MRPS31,protein_coding
ENSMMUG00000054545,MAB21L1,protein_coding
ENSMMUG00000013470,CDADC1,protein_coding
ENSMMUG00000058786,LNX2,protein_coding
ENSMMUG00000038504,Metazoa_SRP,misc_RNA
ENSMMUG00000009860,LRRC63,protein_coding
ENSMMUG00000064494,Metazoa_SRP,misc_RNA
ENSMMUG00000024011,U1,snRNA
ENSMMUG00000016791,DCLK1,protein_coding
ENSMMUG00000040562,TMCO3,protein_coding
ENSMMUG00000062389,ENSMMUG00000062389,snoRNA
ENSMMUG00000060668,ENSMMUG00000060668,protein_coding
ENSMMUG00000013472,CAB39L,protein_coding
ENSMMUG00000009862,RUBCNL,protein_coding
ENSMMUG00000053285,Metazoa_SRP,misc_RNA
ENSMMUG00000020386,POLR1D,protein_coding
ENSMMUG00000024429,U6,snRNA
ENSMMUG00000057776,Metazoa_SRP,misc_RNA
ENSMMUG00000045155,ENSMMUG00000045155,protein_coding
ENSMMUG00000013473,SETDB2,protein_coding
ENSMMUG00000039150,ENSMMUG00000039150,miRNA
ENSMMUG00000061678,Metazoa_SRP,misc_RNA
ENSMMUG00000052425,Metazoa_SRP,misc_RNA
ENSMMUG00000004507,GSX1,protein_coding
ENSMMUG00000063249,ENSMMUG00000063249,protein_coding
ENSMMUG00000007880,ELF1,protein_coding
ENSMMUG00000059863,U6,snRNA
ENSMMUG00000064615,PDX1,protein_coding
ENSMMUG00000052049,ENSMMUG00000052049,lncRNA
ENSMMUG00000034854,U2,snRNA
ENSMMUG00000052070,CDX2,protein_coding
ENSMMUG00000016293,LRCH1,protein_coding
ENSMMUG00000016138,URAD,protein_coding
ENSMMUG00000006945,ENSMMUG00000006945,protein_coding
ENSMMUG00000007881,WBP4,protein_coding
ENSMMUG00000016139,FLT3,protein_coding
ENSMMUG00000050653,Metazoa_SRP,misc_RNA
ENSMMUG00000022608,ATP12A,protein_coding
ENSMMUG00000007423,TFDP1,protein_coding
ENSMMUG00000004209,ESD,protein_coding
ENSMMUG00000038337,Metazoa_SRP,misc_RNA
ENSMMUG00000022522,PAN3,protein_coding
ENSMMUG00000053497,ENSMMUG00000053497,lncRNA
ENSMMUG00000013780,DIAPH3,protein_coding
ENSMMUG00000057755,ENSMMUG00000057755,snoRNA
ENSMMUG00000004799,KBTBD7,protein_coding
ENSMMUG00000013713,B3GLCT,protein_coding
ENSMMUG00000017978,MTRF1,protein_coding
ENSMMUG00000013476,PHF11,protein_coding
ENSMMUG00000004210,HTR2A,protein_coding
ENSMMUG00000054224,ENSMMUG00000054224,snoRNA
ENSMMUG00000063358,RAB20,protein_coding
ENSMMUG00000061026,ATP4B,protein_coding
ENSMMUG00000060508,MZT1,protein_coding
ENSMMUG00000011590,NAA16,protein_coding
ENSMMUG00000061209,ENSMMUG00000061209,protein_coding
ENSMMUG00000040514,Metazoa_SRP,misc_RNA
ENSMMUG00000065094,ENSMMUG00000065094,protein_coding
ENSMMUG00000024959,Y_RNA,Y_RNA
ENSMMUG00000059778,ENSMMUG00000059778,protein_coding
ENSMMUG00000012663,NAXD,protein_coding
ENSMMUG00000007427,GRK1,protein_coding
ENSMMUG00000048168,Metazoa_SRP,misc_RNA
ENSMMUG00000007539,SUCLA2,protein_coding
ENSMMUG00000007169,TDRD3,protein_coding
ENSMMUG00000051409,Metazoa_SRP,misc_RNA
ENSMMUG00000049878,ENSMMUG00000049878,lncRNA
ENSMMUG00000051400,ENSMMUG00000051400,lncRNA
ENSMMUG00000050639,TMEM255B,protein_coding
ENSMMUG00000055861,Metazoa_SRP,misc_RNA
ENSMMUG00000060579,ENSMMUG00000060579,lncRNA
ENSMMUG00000001172,ENSMMUG00000001172,protein_coding
ENSMMUG00000027513,Y_RNA,Y_RNA
ENSMMUG00000059600,ENSMMUG00000059600,processed_pseudogene
ENSMMUG00000063646,ENSMMUG00000063646,lncRNA
ENSMMUG00000014610,RNF17,protein_coding
ENSMMUG00000056858,Metazoa_SRP,misc_RNA
ENSMMUG00000055644,Metazoa_SRP,misc_RNA
ENSMMUG00000021029,RCBTB1,protein_coding
ENSMMUG00000021538,FLT1,protein_coding
ENSMMUG00000011376,GPC5,protein_coding
ENSMMUG00000007428,GAS6,protein_coding
ENSMMUG00000049340,U6,snRNA
ENSMMUG00000053214,Metazoa_SRP,misc_RNA
ENSMMUG00000012666,CARS2,protein_coding
ENSMMUG00000001176,SPART,protein_coding
ENSMMUG00000011766,ARL11,protein_coding
ENSMMUG00000014611,CENPJ,protein_coding
ENSMMUG00000020571,EBPL,protein_coding
ENSMMUG00000054269,ENSMMUG00000054269,protein_coding
ENSMMUG00000036954,ENSMMUG00000036954,snRNA
ENSMMUG00000003898,RXFP2,protein_coding
ENSMMUG00000062690,Metazoa_SRP,misc_RNA
ENSMMUG00000059084,ENSMMUG00000059084,protein_coding
ENSMMUG00000062988,ENSMMUG00000062988,lncRNA
ENSMMUG00000050206,Metazoa_SRP,misc_RNA
ENSMMUG00000020572,KPNA3,protein_coding
ENSMMUG00000062954,ENSMMUG00000062954,lncRNA
ENSMMUG00000054800,C13orf46,protein_coding
ENSMMUG00000000784,BORA,protein_coding
ENSMMUG00000000787,DIS3,protein_coding
ENSMMUG00000007434,RASA3,protein_coding
ENSMMUG00000001178,CCNA1,protein_coding
ENSMMUG00000022818,ING1,protein_coding
ENSMMUG00000064401,ENSMMUG00000064401,lncRNA
ENSMMUG00000018929,ANKRD10,protein_coding
ENSMMUG00000064828,ENSMMUG00000064828,lncRNA
ENSMMUG00000000529,GPC6,protein_coding
ENSMMUG00000057607,SERTM1,protein_coding
ENSMMUG00000021817,DCT,protein_coding
ENSMMUG00000063587,ENSMMUG00000063587,lncRNA
ENSMMUG00000009913,RFXAP,protein_coding
ENSMMUG00000058531,ENSMMUG00000058531,protein_coding
ENSMMUG00000057406,ENSMMUG00000057406,lncRNA
ENSMMUG00000054711,ENSMMUG00000054711,lncRNA
ENSMMUG00000063723,ENSMMUG00000063723,lncRNA
ENSMMUG00000009914,SMAD9,protein_coding
ENSMMUG00000013063,TGDS,protein_coding
ENSMMUG00000063649,ENSMMUG00000063649,protein_coding
ENSMMUG00000030801,ENSMMUG00000030801,pseudogene
ENSMMUG00000051845,Y_RNA,Y_RNA
ENSMMUG00000020835,PABPC3,protein_coding
ENSMMUG00000002533,PIBF1,protein_coding
ENSMMUG00000065051,Metazoa_SRP,misc_RNA
ENSMMUG00000053890,U2,snRNA
ENSMMUG00000058998,POMP,protein_coding
ENSMMUG00000027429,Y_RNA,Y_RNA
ENSMMUG00000051518,ENSMMUG00000051518,lncRNA
ENSMMUG00000057493,ENSMMUG00000057493,protein_coding
ENSMMUG00000020837,AMER2,protein_coding
ENSMMUG00000056311,ENSMMUG00000056311,lncRNA
ENSMMUG00000013059,GPR180,protein_coding
ENSMMUG00000050240,Metazoa_SRP,misc_RNA
ENSMMUG00000053410,ENSMMUG00000053410,lncRNA
ENSMMUG00000056947,ENSMMUG00000056947,lncRNA
ENSMMUG00000059303,ENSMMUG00000059303,lncRNA
ENSMMUG00000003585,ALG5,protein_coding
ENSMMUG00000011593,RGCC,protein_coding
ENSMMUG00000013721,SLC46A3,protein_coding
ENSMMUG00000053482,ENSMMUG00000053482,protein_coding
ENSMMUG00000018419,MTMR6,protein_coding
ENSMMUG00000013138,ARHGEF7,protein_coding
ENSMMUG00000055127,U3,snoRNA
ENSMMUG00000046362,SOX21,protein_coding
ENSMMUG00000026407,U6,snRNA
ENSMMUG00000060406,Metazoa_SRP,misc_RNA
ENSMMUG00000054657,ENSMMUG00000054657,lncRNA
ENSMMUG00000057921,Metazoa_SRP,misc_RNA
ENSMMUG00000054912,ENSMMUG00000054912,protein_coding
ENSMMUG00000036262,U6,snRNA
ENSMMUG00000008658,MTUS2,protein_coding
ENSMMUG00000054228,Metazoa_SRP,misc_RNA
ENSMMUG00000009579,SPRYD7,protein_coding
ENSMMUG00000007192,FRY,protein_coding
ENSMMUG00000030700,ENSMMUG00000030700,protein_coding
ENSMMUG00000028204,U6,snRNA
ENSMMUG00000021807,ABCC4,protein_coding
ENSMMUG00000040627,ENSMMUG00000040627,lncRNA
ENSMMUG00000007439,CDC16,protein_coding
ENSMMUG00000057281,ENSMMUG00000057281,lncRNA
ENSMMUG00000048209,ENSMMUG00000048209,lncRNA
ENSMMUG00000056256,ENSMMUG00000056256,lncRNA
ENSMMUG00000005620,PCDH9,protein_coding
ENSMMUG00000003588,EXOSC8,protein_coding
ENSMMUG00000011594,VWA8,protein_coding
ENSMMUG00000010898,TRIM13,protein_coding
ENSMMUG00000056958,mml-mir-7194,miRNA
ENSMMUG00000010899,KCNRG,protein_coding
ENSMMUG00000057044,U7,snRNA
ENSMMUG00000026978,mml-mir-16-1,miRNA
ENSMMUG00000052103,ENSMMUG00000052103,protein_coding
ENSMMUG00000008661,SLC7A1,protein_coding
ENSMMUG00000027073,ENSMMUG00000027073,miRNA
ENSMMUG00000059037,ENSMMUG00000059037,lncRNA
ENSMMUG00000057079,ENSMMUG00000057079,lncRNA
ENSMMUG00000003590,SUPT20H,protein_coding
ENSMMUG00000055718,ENSMMUG00000055718,protein_coding
ENSMMUG00000025682,U6,snRNA
ENSMMUG00000056434,ENSMMUG00000056434,lncRNA
ENSMMUG00000062953,ENSMMUG00000062953,lncRNA
ENSMMUG00000018420,NUP58,protein_coding
ENSMMUG00000037305,U7,snRNA
ENSMMUG00000054659,ENSMMUG00000054659,lncRNA
ENSMMUG00000050438,Metazoa_SRP,misc_RNA
ENSMMUG00000058884,ENSMMUG00000058884,protein_coding
ENSMMUG00000027881,U4,snRNA
ENSMMUG00000052173,ENSMMUG00000052173,processed_pseudogene
ENSMMUG00000043888,Metazoa_SRP,misc_RNA
ENSMMUG00000064642,ENSMMUG00000064642,protein_coding
ENSMMUG00000061783,ENSMMUG00000061783,lncRNA
ENSMMUG00000026252,Y_RNA,Y_RNA
ENSMMUG00000021744,DLEU7,protein_coding
ENSMMUG00000019967,KLHL1,protein_coding
ENSMMUG00000059178,ENSMMUG00000059178,protein_coding
ENSMMUG00000054675,ENSMMUG00000054675,protein_coding
ENSMMUG00000065060,ENSMMUG00000065060,lncRNA
ENSMMUG00000021746,RNASEH2B,protein_coding
ENSMMUG00000007449,UPF3A,protein_coding
ENSMMUG00000019097,KLF12,protein_coding
ENSMMUG00000052353,ENSMMUG00000052353,lncRNA
ENSMMUG00000028060,Y_RNA,Y_RNA
ENSMMUG00000061056,ENSMMUG00000061056,lncRNA
ENSMMUG00000023599,CHAMP1,protein_coding
ENSMMUG00000059408,ENSMMUG00000059408,pseudogene
ENSMMUG00000064524,TEX29,protein_coding
ENSMMUG00000060477,U6,snRNA
ENSMMUG00000064811,ENSMMUG00000064811,protein_coding
ENSMMUG00000061524,ENSMMUG00000061524,protein_coding
ENSMMUG00000028238,Y_RNA,Y_RNA
ENSMMUG00000038997,ZAR1L,protein_coding
ENSMMUG00000058366,U3,snoRNA
ENSMMUG00000021197,TBC1D4,protein_coding
ENSMMUG00000050470,ENSMMUG00000050470,lncRNA
ENSMMUG00000059350,ENSMMUG00000059350,lncRNA
ENSMMUG00000054118,C13orf42,protein_coding
ENSMMUG00000056287,ENSMMUG00000056287,lncRNA
ENSMMUG00000007197,BRCA2,protein_coding
ENSMMUG00000057127,ENSMMUG00000057127,lncRNA
ENSMMUG00000056306,ENSMMUG00000056306,lncRNA
ENSMMUG00000001480,FAM124A,protein_coding
ENSMMUG00000063536,Metazoa_SRP,misc_RNA
ENSMMUG00000063835,ENSMMUG00000063835,lncRNA
ENSMMUG00000054240,ENSMMUG00000054240,snoRNA
ENSMMUG00000005012,CSNK1A1L,protein_coding
ENSMMUG00000062099,ENSMMUG00000062099,lncRNA
ENSMMUG00000055953,ENSMMUG00000055953,lncRNA
ENSMMUG00000065121,Y_RNA,Y_RNA
ENSMMUG00000056946,ENSMMUG00000056946,protein_coding
ENSMMUG00000054221,ENSMMUG00000054221,protein_coding
ENSMMUG00000009721,CLDN10,protein_coding
ENSMMUG00000059002,ENSMMUG00000059002,protein_coding
ENSMMUG00000056253,ENSMMUG00000056253,protein_coding
ENSMMUG00000050969,ENSMMUG00000050969,protein_coding
ENSMMUG00000012307,POSTN,protein_coding
ENSMMUG00000063903,Metazoa_SRP,misc_RNA
ENSMMUG00000007198,N4BP2L1,protein_coding
ENSMMUG00000032890,ENSMMUG00000032890,snoRNA
ENSMMUG00000013190,SERPINE3,protein_coding
ENSMMUG00000051085,ENSMMUG00000051085,lncRNA
ENSMMUG00000039047,ENSMMUG00000039047,protein_coding
ENSMMUG00000056576,ENSMMUG00000056576,protein_coding
ENSMMUG00000021199,COMMD6,protein_coding
ENSMMUG00000056759,ENSMMUG00000056759,lncRNA
ENSMMUG00000055246,ENSMMUG00000055246,lncRNA
ENSMMUG00000060910,ENSMMUG00000060910,lncRNA
ENSMMUG00000051119,Metazoa_SRP,misc_RNA
ENSMMUG00000013191,INTS6,protein_coding
ENSMMUG00000005839,DZIP1,protein_coding
ENSMMUG00000013615,SPACA7,protein_coding
ENSMMUG00000003560,UCHL3,protein_coding
ENSMMUG00000052681,ENSMMUG00000052681,lncRNA
ENSMMUG00000013617,TUBGCP3,protein_coding
ENSMMUG00000033007,ENSMMUG00000033007,snoRNA
ENSMMUG00000007200,N4BP2L2,protein_coding
ENSMMUG00000059409,ENSMMUG00000059409,lncRNA
ENSMMUG00000001311,ENSMMUG00000001311,protein_coding
ENSMMUG00000001312,LMO7,protein_coding
ENSMMUG00000049600,ENSMMUG00000049600,pseudogene
ENSMMUG00000055811,ENSMMUG00000055811,lncRNA
ENSMMUG00000056205,MRPL57,protein_coding
ENSMMUG00000009421,WDFY2,protein_coding
ENSMMUG00000016560,SKA3,protein_coding
ENSMMUG00000007201,PDS5B,protein_coding
ENSMMUG00000045840,Metazoa_SRP,misc_RNA
ENSMMUG00000038826,mml-mir-4703,miRNA
ENSMMUG00000024638,Y_RNA,Y_RNA
ENSMMUG00000048138,Metazoa_SRP,misc_RNA
ENSMMUG00000009420,DHRS12,protein_coding
ENSMMUG00000062619,TMEM272,protein_coding
ENSMMUG00000004543,CCDC70,protein_coding
ENSMMUG00000042628,ENSMMUG00000042628,protein_coding
ENSMMUG00000055667,Metazoa_SRP,misc_RNA
ENSMMUG00000053847,U6,snRNA
ENSMMUG00000059225,Metazoa_SRP,misc_RNA
ENSMMUG00000016520,ATP7B,protein_coding
ENSMMUG00000010416,SAP18,protein_coding
ENSMMUG00000012332,UBAC2,protein_coding
ENSMMUG00000030786,TRPC4,protein_coding
ENSMMUG00000016517,UTP14C,protein_coding
ENSMMUG00000036552,SNORD27,snoRNA
ENSMMUG00000060781,GPR18,protein_coding
ENSMMUG00000062570,ENSMMUG00000062570,protein_coding
ENSMMUG00000012338,GPR183,protein_coding
ENSMMUG00000058145,UFM1,protein_coding
ENSMMUG00000019556,TM9SF2,protein_coding
ENSMMUG00000039821,ENSMMUG00000039821,lncRNA
ENSMMUG00000002702,FREM2,protein_coding
ENSMMUG00000019006,LATS2,protein_coding
ENSMMUG00000027837,U4,snRNA
ENSMMUG00000050071,Metazoa_SRP,misc_RNA
ENSMMUG00000040500,DNAJC3,protein_coding
ENSMMUG00000026546,Y_RNA,Y_RNA
ENSMMUG00000057133,ENSMMUG00000057133,snoRNA
ENSMMUG00000003558,CLYBL,protein_coding
ENSMMUG00000036271,U6,snRNA
ENSMMUG00000064318,Metazoa_SRP,misc_RNA
ENSMMUG00000024072,ENSMMUG00000024072,snoRNA
ENSMMUG00000013371,XPO4,protein_coding
ENSMMUG00000054654,ENSMMUG00000054654,snoRNA
ENSMMUG00000061339,Metazoa_SRP,misc_RNA
ENSMMUG00000005842,UGGT2,protein_coding
ENSMMUG00000002113,NHLRC3,protein_coding
ENSMMUG00000014821,ZIC5,protein_coding
ENSMMUG00000063961,ENSMMUG00000063961,lncRNA
ENSMMUG00000014822,ZIC2,protein_coding
ENSMMUG00000004493,PCCA,protein_coding
ENSMMUG00000057201,ENSMMUG00000057201,protein_coding
ENSMMUG00000046375,ENSMMUG00000046375,lncRNA
ENSMMUG00000061846,ENSMMUG00000061846,lncRNA
ENSMMUG00000059231,ENSMMUG00000059231,lncRNA
ENSMMUG00000051187,Metazoa_SRP,misc_RNA
ENSMMUG00000056466,ENSMMUG00000056466,protein_coding
ENSMMUG00000060210,KCTD12,protein_coding
ENSMMUG00000002107,STOML3,protein_coding
ENSMMUG00000060734,ACOD1,protein_coding
ENSMMUG00000053055,ENSMMUG00000053055,lncRNA
ENSMMUG00000053142,ENSMMUG00000053142,protein_coding
ENSMMUG00000043964,Metazoa_SRP,misc_RNA
ENSMMUG00000002109,PROSER1,protein_coding
ENSMMUG00000060583,U6,snRNA
ENSMMUG00000055578,ENSMMUG00000055578,protein_coding
ENSMMUG00000055161,ENSMMUG00000055161,lncRNA
ENSMMUG00000055076,Metazoa_SRP,misc_RNA
