name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Herbinix luporum,1679721,S,18,22,40,2.74E-05
Faecalibacterium prausnitzii,853,S,1207,1399,2606,0.001786294
Ruminococcus champanellensis,1161942,S,312,273,585,0.000400991
Ruminococcus bicirculans,1160721,S,62,71,133,9.12E-05
Ruminococcus albus,1264,S,32,7,39,2.67E-05
[Clostridium] cellulosi,29343,S,141,74,215,0.000147373
Ruminococcaceae bacterium CPB6,1572656,S,31,21,52,3.56E-05
Flavonifractor plautii,292800,S,75,27,102,6.99E-05
Ethanoligenens harbinense,253239,S,23,11,34,2.33E-05
Mogibacterium diversum,114527,S,61,130,191,0.000130922
[Eubacterium] minutum,76124,S,105,16,121,8.29E-05
[Eubacterium] sulci,143393,S,96,32,128,8.77E-05
Carboxydocella thermautotrophica,178899,S,43,4,47,3.22E-05
Thermaerobacter marianensis,73919,S,18,1,19,1.30E-05
Desulfallas gibsoniae,102134,S,126,42,168,0.000115156
Desulfosporosinus acidiphilus,885581,S,17,53,70,4.80E-05
Dehalobacterium formicoaceticum,51515,S,37,49,86,5.89E-05
Desulfotomaculum reducens,59610,S,13,3,16,1.10E-05
Desulfofarcimen acetoxidans,58138,S,21,6,27,1.85E-05
Syntrophobotulus glycolicus,51197,S,10,2,12,8.23E-06
Clostridioides difficile,1496,S,200,4609,4809,0.003296351
Paeniclostridium sordellii,1505,S,72,15,87,5.96E-05
Acetoanaerobium sticklandii,1511,S,43,3,46,3.15E-05
Filifactor alocis,143361,S,38,17,55,3.77E-05
Peptoclostridium acidaminophilum,1731,S,17,2,19,1.30E-05
Peptostreptococcaceae bacterium oral taxon 929,2081703,S,16,5,21,1.44E-05
[Eubacterium] cellulosolvens,29322,S,77,9,86,5.89E-05
[Eubacterium] hallii,39488,S,69,54,123,8.43E-05
[Eubacterium] eligens,39485,S,52,24,76,5.21E-05
Eubacterium limosum,1736,S,15,10,25,1.71E-05
Acetobacterium sp. KB-1,2184575,S,31,45,76,5.21E-05
Acetobacterium woodii,33952,S,23,36,59,4.04E-05
Intestinimonas butyriciproducens,1297617,S,132,78,210,0.000143945
Clostridiales bacterium CCNA10,2109688,S,44,74,118,8.09E-05
Monoglobus pectinilyticus,1981510,S,31,14,45,3.08E-05
Oscillibacter valericigenes,351091,S,86,35,121,8.29E-05
Oscillibacter sp. PEA192,2109687,S,33,69,102,6.99E-05
Hungateiclostridium thermocellum,1515,S,32,-32,0,0
Hungateiclostridium clariflavum,288965,S,15,21,36,2.47E-05
Hungateiclostridium saccincola,1677857,S,13,19,32,2.19E-05
Pseudoclostridium thermosuccinogenes,84032,S,38,23,61,4.18E-05
Fastidiosipila sanguinis,236753,S,26,7,33,2.26E-05
Mageeibacillus indolicus,884684,S,18,13,31,2.12E-05
Heliobacterium modesticaldum,35701,S,134,175,309,0.000211805
Syntrophomonas wolfei,863,S,70,5,75,5.14E-05
Syntrophothermus lipocalidus,86170,S,15,1,16,1.10E-05
Symbiobacterium thermophilum,2734,S,73,7,80,5.48E-05
Christensenella massiliensis,1805714,S,18,12,30,2.06E-05
Carboxydothermus hydrogenoformans,129958,S,70,10,80,5.48E-05
Caldanaerobacter subterraneus,911092,S,50,53,103,7.06E-05
Ammonifex degensii,42838,S,26,0,26,1.78E-05
Moorella thermoacetica,1525,S,23,1,24,1.65E-05
Thermacetogenium phaeum,85874,S,25,52,77,5.28E-05
Tepidanaerobacter acetatoxydans,499229,S,11,0,11,7.54E-06
Caldicellulosiruptor saccharolyticus,44001,S,22,40,62,4.25E-05
Caldicellulosiruptor obsidiansis,717609,S,10,46,56,3.84E-05
Thermosediminibacter oceani,291990,S,35,7,42,2.88E-05
Mahella australiensis,252966,S,61,44,105,7.20E-05
Halobacteroides halobius,42422,S,60,57,117,8.02E-05
Acetohalobium arabaticum,28187,S,22,24,46,3.15E-05
Halothermothrix orenii,31909,S,41,4,45,3.08E-05
Natranaerobius thermophilus,375929,S,117,6,123,8.43E-05
Megamonas hypermegale,158847,S,1710,387,2097,0.001437398
Selenomonas sputigena,69823,S,355,71,426,0.000292004
Selenomonas ruminantium,971,S,152,54,206,0.000141204
Selenomonas sp. oral taxon 126,712528,S,118,62,180,0.000123382
Selenomonas sp. oral taxon 920,1884263,S,53,33,86,5.89E-05
Selenomonas sp. oral taxon 136,713030,S,28,297,325,0.000222773
Selenomonas sp. oral taxon 478,712538,S,15,176,191,0.000130922
Pelosinus fermentans,365349,S,122,151,273,0.000187129
Pelosinus sp. UFO1,484770,S,122,237,359,0.000246078
Veillonella parvula,29466,S,703,677,1380,0.000945927
Veillonella rodentium,248315,S,85,117,202,0.000138462
Dialister sp. Marseille-P5638,2161821,S,58,23,81,5.55E-05
Dialister pneumosintes,39950,S,48,18,66,4.52E-05
Megasphaera elsdenii,907,S,49,65,114,7.81E-05
Negativicoccus massiliensis,1702287,S,35,17,52,3.56E-05
Acidaminococcus fermentans,905,S,43,73,116,7.95E-05
Acidaminococcus intestini,187327,S,34,40,74,5.07E-05
Anaerococcus prevotii,33034,S,225,203,428,0.000293375
Anaerococcus mediterraneensis,1870984,S,161,173,334,0.000228942
Finegoldia magna,1260,S,440,37,477,0.000326962
Murdochiella vaginalis,1852373,S,47,25,72,4.94E-05
Parvimonas micra,33033,S,45,35,80,5.48E-05
Peptoniphilus sp. ING2-D1G,1912856,S,34,2,36,2.47E-05
[Clostridium] ultunense,45497,S,31,0,31,2.12E-05
Ezakiella massiliensis,1852374,S,43,13,56,3.84E-05
Turicibacter sp. H121,1712675,S,147,70,217,0.000148744
Faecalitalea cylindroides,39483,S,130,173,303,0.000207693
Erysipelothrix larvae,1514105,S,59,22,81,5.55E-05
Erysipelothrix rhusiopathiae,1648,S,47,50,97,6.65E-05
Faecalibaculum rodentium,1702221,S,53,74,127,8.71E-05
endosymbiont 'TC1' of Trimyema compressum,243899,S,72,3,75,5.14E-05
Limnochorda pilosa,1555112,S,29,1,30,2.06E-05
Synechococcus sp. PCC 6312,195253,S,958,917,1875,0.001285227
Synechococcus sp. JA-2-3B'a(2-13),321332,S,947,2177,3124,0.00214136
Synechococcus sp. PCC 7502,1173263,S,315,280,595,0.000407845
Synechococcus sp. RCC307,316278,S,298,708,1006,0.000689567
Synechococcus sp. JA-3-3Ab,321327,S,176,375,551,0.000377685
Synechococcus sp. PCC 7336,195250,S,171,121,292,0.000200153
Synechococcus lividus,33070,S,131,341,472,0.000323535
Synechococcus sp. SynAce01,1916956,S,115,340,455,0.000311882
Synechococcus sp. KORDI-49,585423,S,102,391,493,0.000337929
Synechococcus sp. CC9902,316279,S,35,134,169,0.000115842
Synechococcus sp. KORDI-100,1280380,S,10,23,33,2.26E-05
Cyanobium gracile,59930,S,827,3102,3929,0.002693151
Cyanobium sp. NIES-981,1851505,S,346,1822,2168,0.001486065
Dactylococcopsis salina,292566,S,16,128,144,9.87E-05
Chamaesiphon minutus,1173032,S,3060,4079,7139,0.00489346
Leptolyngbya sp. NIES-3755,1752064,S,229,347,576,0.000394822
Leptolyngbya sp. O-77,1080068,S,224,236,460,0.000315309
Leptolyngbya sp. PCC 7376,111781,S,191,439,630,0.000431836
Leptolyngbya boryana,1184,S,69,-69,0,0
Prochlorococcus marinus,1219,S,327,785,1112,0.000762225
Acaryochloris marina,155978,S,391,302,693,0.00047502
Halomicronema hongdechloris,1209493,S,135,129,264,0.00018096
Pseudanabaena sp. PCC 7367,82654,S,114,91,205,0.000140518
Oscillatoria nigro-viridis,482564,S,3615,8658,12273,0.008412583
Oscillatoria acuminata,118323,S,213,395,608,0.000416756
Moorea producens,1155739,S,132,8,140,9.60E-05
Trichodesmium erythraeum,1206,S,653,478,1131,0.000775249
Planktothrix agardhii,1160,S,161,354,515,0.000353009
Microcoleus sp. PCC 7113,1173027,S,142,304,446,0.000305713
Arthrospira platensis,118562,S,10,-10,0,0
Cyanothece sp. PCC 7822,497965,S,136,350,486,0.000333131
Cyanothece sp. PCC 7425,395961,S,121,138,259,0.000177533
Cyanothece sp. PCC 7424,65393,S,98,304,402,0.000275553
Cyanothece sp. ATCC 51142,43989,S,17,32,49,3.36E-05
Crinalium epipsammum,241425,S,553,1904,2457,0.001684162
Oscillatoriales cyanobacterium JSC-12,864702,S,214,441,655,0.000448973
Geitlerinema sp. PCC 7407,1173025,S,57,121,178,0.000122011
Chondrocystis sp. NIES-4102,2005460,S,1444,4219,5663,0.003881729
Geminocystis sp. NIES-3708,1615909,S,765,1071,1836,0.001258494
Geminocystis sp. NIES-3709,1617448,S,216,276,492,0.000337244
Gloeocapsa sp. PCC 7428,1173026,S,78,184,262,0.000179589
Candidatus Atelocyanobacterium thalassa,713887,S,71,268,339,0.000232369
Halothece sp. PCC 7418,65093,S,59,426,485,0.000332445
Cyanobacterium aponinum,379064,S,27,62,89,6.10E-05
Scytonema sp. HK-05,1137095,S,1107,2480,3587,0.002458725
Scytonema sp. NIES-4073,2005464,S,13,31,44,3.02E-05
Nostoc carneum,374162,S,70,792,862,0.000590862
Nostoc sp. PCC 7524,28072,S,16,128,144,9.87E-05
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,1261031,S,16,491,507,0.000347525
Nostoc sp. NIES-4103,2005458,S,16,100,116,7.95E-05
Nostoc sp. CENA543,1869241,S,13,87,100,6.85E-05
Nostoc piscinale,224012,S,10,148,158,0.000108302
Trichormus azollae,1164,S,12,62,74,5.07E-05
Calothrix sp. NIES-3974,2005462,S,104,90,194,0.000132978
Calothrix parietina,32054,S,100,233,333,0.000228256
Calothrix sp. NIES-4101,2005461,S,40,106,146,0.000100076
Calothrix sp. 336/3,1337936,S,21,51,72,4.94E-05
Calothrix brevissima,938406,S,14,88,102,6.99E-05
Rivularia sp. PCC 7116,373994,S,93,103,196,0.000134349
Dolichospermum compactum,136073,S,555,3067,3622,0.002482716
Raphidiopsis curvata,312883,S,29,47,76,5.21E-05
Sphaerospermopsis kisseleviana,289435,S,12,29,41,2.81E-05
Nodularia spumigena,70799,S,10,-10,0,0
Fischerella sp. NIES-3754,1752063,S,80,205,285,0.000195355
Fischerella sp. NIES-4106,2005456,S,25,40,65,4.46E-05
Stanieria sp. NIES-3757,1807358,S,163,812,975,0.000668318
Stanieria cyanosphaera,102116,S,43,288,331,0.000226885
Pleurocapsa minor,54308,S,87,203,290,0.000198782
Chroococcidiopsis thermalis,54299,S,488,1310,1798,0.001232447
Gloeomargarita lithophora,1188228,S,366,232,598,0.000409902
cyanobacterium endosymbiont of Epithemia turgida,718217,S,20,196,216,0.000148058
Gloeobacter violaceus,33072,S,34,60,94,6.44E-05
Gloeobacter kilaueensis,1416614,S,30,55,85,5.83E-05
Mycoplasma bovirhinis,29553,S,886,1044,1930,0.001322927
Mycoplasma pulmonis,2107,S,324,62,386,0.000264585
Mycoplasma dispar,86660,S,76,72,148,0.000101447
Mycoplasma sp. (ex Biomphalaria glabrata),1749074,S,39,3,42,2.88E-05
Mycoplasma cloacale,92401,S,32,32,64,4.39E-05
Mycoplasma crocodyli,50052,S,25,11,36,2.47E-05
Mycoplasma penetrans,28227,S,22,5,27,1.85E-05
Mycoplasma capricolum,2095,S,14,17,31,2.12E-05
Mycoplasma gallisepticum,2096,S,15,20,35,2.40E-05
Mycoplasma californicum,2113,S,12,15,27,1.85E-05
Mycoplasma mobile,2118,S,10,1,11,7.54E-06
Candidatus Phytoplasma mali,37692,S,779,137,916,0.000627876
Maize bushy stunt phytoplasma,202462,S,22,25,47,3.22E-05
Acholeplasma palmae,38986,S,43,27,70,4.80E-05
Acholeplasma oculi,35623,S,15,24,39,2.67E-05
Acholeplasma brassicae,61635,S,10,20,30,2.06E-05
Spiroplasma citri,2133,S,15,80,95,6.51E-05
Spiroplasma taiwanense,2145,S,12,16,28,1.92E-05
Candidatus Izimaplasma sp. HR1,1541959,S,27,1,28,1.92E-05
Brevefilum fermentans,1986204,S,797,35,832,0.000570298
Anaerolinea thermophila,167964,S,131,17,148,0.000101447
Anaerolineaceae bacterium oral taxon 439,1889813,S,53,5,58,3.98E-05
Dehalogenimonas formicexedens,1839801,S,81,329,410,0.000281036
Dehalogenimonas lykanthroporepellens,552810,S,73,468,541,0.000370831
Roseiflexus sp. RS-1,357808,S,34,82,116,7.95E-05
Roseiflexus castenholzii,120962,S,11,41,52,3.56E-05
Caldilinea aerophila,133453,S,136,21,157,0.000107616
Candidatus Promineofilum breve,1806508,S,119,7,126,8.64E-05
Sphaerobacter thermophilus,2057,S,58,7,65,4.46E-05
Thermomicrobium roseum,500,S,33,3,36,2.47E-05
Deinococcus proteolyticus,55148,S,203,103,306,0.000209749
Deinococcus ficus,317577,S,157,110,267,0.000183016
Deinococcus peraridilitoris,432329,S,79,12,91,6.24E-05
Deinococcus puniceus,1182568,S,68,18,86,5.89E-05
Deinococcus gobiensis,502394,S,58,49,107,7.33E-05
Deinococcus maricopensis,309887,S,52,18,70,4.80E-05
Deinococcus sp. NW-56,2080419,S,30,29,59,4.04E-05
Deinococcus soli Cha et al. 2016,1309411,S,26,284,310,0.000212491
Deinococcus geothermalis,68909,S,25,16,41,2.81E-05
Deinococcus wulumuqiensis,980427,S,22,62,84,5.76E-05
Deinococcus irradiatisoli,2202254,S,17,7,24,1.65E-05
Truepera radiovictrix,332249,S,155,18,173,0.000118584
Thermus scotoductus,37636,S,185,18,203,0.000139147
Thermus thermophilus,274,S,35,17,52,3.56E-05
Thermus parvatiensis,456163,S,30,37,67,4.59E-05
Meiothermus ruber,277,S,35,2,37,2.54E-05
Meiothermus silvanus,52022,S,28,1,29,1.99E-05
Marinithermus hydrothermalis,186192,S,41,4,45,3.08E-05
Fimbriimonas ginsengisoli,1005039,S,452,9,461,0.000315995
Chthonomonas calidirosea,454171,S,87,0,87,5.96E-05
Thermobaculum terrenum,166501,S,24,2,26,1.78E-05
Coprothermobacter proteolyticus,35786,S,22,3,25,1.71E-05
Spirosoma pollinicola,2057025,S,15658,2380,18038,0.012364229
Spirosoma rigui,564064,S,40,7,47,3.22E-05
Spirosoma montaniterrae,1178516,S,16,3,19,1.30E-05
Pseudarcicella sp. HME7025,2183547,S,2856,2002,4858,0.003329938
Cytophaga hutchinsonii,985,S,324,130,454,0.000311196
Dyadobacter fermentans,94254,S,307,94,401,0.000274867
Runella slithyformis,106,S,13,162,175,0.000119955
Leadbetterella byssophila,316068,S,107,172,279,0.000191242
Arcticibacterium luteifluviistationis,1784714,S,104,131,235,0.000161082
Fibrella sp. ES10-3-2-2,1834519,S,17,7,24,1.65E-05
Hymenobacter sedentarius,1411621,S,59,64,123,8.43E-05
Hymenobacter swuensis,1446467,S,49,113,162,0.000111044
Hymenobacter sp. PAMC 26554,1484116,S,35,28,63,4.32E-05
Hymenobacter sp. sh-6,2319843,S,23,17,40,2.74E-05
Hymenobacter sp. PAMC 26628,1484118,S,13,63,76,5.21E-05
Pontibacter korlensis,400092,S,101,116,217,0.000148744
Pontibacter akesuensis,388950,S,54,61,115,7.88E-05
Pontibacter actiniarum,323450,S,28,42,70,4.80E-05
Rufibacter sp. DG31D,1379910,S,41,118,159,0.000108987
Rufibacter tibetensis,512763,S,18,57,75,5.14E-05
Algoriphagus sp. M8-2,1727163,S,90,99,189,0.000129551
Algoriphagus machipongonensis,388413,S,82,69,151,0.000103504
Belliella baltica,232259,S,88,274,362,0.000248135
Echinicola vietnamensis,390884,S,22,112,134,9.19E-05
Aquiflexum balticum,280473,S,54,80,134,9.19E-05
Cardinium endosymbiont of Sogatella furcifera,650378,S,153,42,195,0.000133664
Cardinium endosymbiont of Encarsia pergandiella,249402,S,50,17,67,4.59E-05
Candidatus Cardinium hertigii,247481,S,21,3,24,1.65E-05
Candidatus Amoebophilus asiaticus,281120,S,128,16,144,9.87E-05
Flammeovirga sp. MY04,1191459,S,179,75,254,0.000174105
Flammeovirgaceae bacterium 311,1257021,S,134,58,192,0.000131607
Marivirga tractuosa,1006,S,64,82,146,0.000100076
Chryseolinea sp. KIS68-18,2321403,S,282,47,329,0.000225515
Cytophagales bacterium TFI 002,1945892,S,87,96,183,0.000125438
Persicobacter sp. JZB09,1085624,S,82,29,111,7.61E-05
Bernardetia litoralis,999,S,61,43,104,7.13E-05
Flavobacterium columnare,996,S,471,1237,1708,0.001170756
Flavobacterium branchiophilum,55197,S,337,357,694,0.000475705
Flavobacterium indicum,312277,S,266,441,707,0.000484616
Flavobacterium faecale,1355330,S,182,262,444,0.000304342
Flavobacterium crassostreae,1763534,S,176,436,612,0.000419498
Flavobacterium sp. HYN0056,2183896,S,175,781,956,0.000655295
Flavobacterium sp. CJ74,2294119,S,152,128,280,0.000191927
Flavobacterium sp. HYN0049,2172098,S,108,147,255,0.000174791
Flavobacterium sp. AJ004,1981981,S,92,146,238,0.000163138
Flavobacterium gilvum,1492737,S,85,142,227,0.000155598
Flavobacterium sp. HYN0086,2249356,S,84,350,434,0.000297487
Flavobacterium sp. HYN0059,2175091,S,69,53,122,8.36E-05
Flavobacterium commune,1306519,S,68,134,202,0.000138462
Flavobacterium psychrophilum,96345,S,65,95,160,0.000109673
Flavobacterium sp. MEBiC07310,2201181,S,61,94,155,0.000106245
Flavobacterium johnsoniae,986,S,60,548,608,0.000416756
Flavobacterium arcticum,1784713,S,23,25,48,3.29E-05
Flavobacterium sp. HYN0048,2162713,S,22,34,56,3.84E-05
Flavobacterium anhuiense,459526,S,19,1904,1923,0.001318129
Kordia sp. SMS9,2282170,S,2280,1588,3868,0.002651338
Chryseobacterium glaciei,1685010,S,109,290,399,0.000273496
Chryseobacterium sp. IHB B 17019,1721091,S,102,312,414,0.000283778
Chryseobacterium taklimakanense,536441,S,67,624,691,0.000473649
Chryseobacterium indologenes,253,S,65,377,442,0.000302971
Chryseobacterium camelliae,1265445,S,39,262,301,0.000206322
Chryseobacterium sp. StRB126,878220,S,29,117,146,0.000100076
Chryseobacterium piperi,558152,S,20,62,82,5.62E-05
Chryseobacterium gallinarum,1324352,S,19,184,203,0.000139147
Chryseobacterium sp. T16E-39,2015076,S,15,41,56,3.84E-05
Capnocytophaga gingivalis,1017,S,115,503,618,0.000423611
Capnocytophaga haemolytica,45243,S,14,32,46,3.15E-05
Flavobacteriaceae bacterium 3519-10,531844,S,334,299,633,0.000433893
Flavobacteriaceae bacterium MAR_2010_188,1250295,S,31,19,50,3.43E-05
Flavobacteriaceae bacterium UJ101,1150389,S,15,11,26,1.78E-05
Riemerella anatipestifer,34085,S,305,738,1043,0.000714929
Winogradskyella sp. PG-2,754409,S,125,205,330,0.0002262
Winogradskyella sp. J14-2,1936080,S,42,72,114,7.81E-05
Winogradskyella sp. RHA_55,1249933,S,11,46,57,3.91E-05
Ornithobacterium rhinotracheale,28251,S,160,-160,0,0
Weeksella virosa,1014,S,155,227,382,0.000261844
Lutibacter sp. LPB0138,1850246,S,77,393,470,0.000322164
Lutibacter profundi,1622118,S,49,65,114,7.81E-05
Myroides odoratus,256,S,25,98,123,8.43E-05
Cellulophaga lytica,979,S,67,175,242,0.00016588
Cellulophaga baltica,76594,S,13,35,48,3.29E-05
Arenibacter algicola,616991,S,104,135,239,0.000163824
Dokdonia donghaensis,326320,S,14,103,117,8.02E-05
Siansivirga zeaxanthinifaciens,762954,S,92,299,391,0.000268013
Tenacibaculum jejuense,584609,S,20,31,51,3.50E-05
Tenacibaculum todarodis,1850252,S,20,96,116,7.95E-05
Nonlabens spongiae,331648,S,25,91,116,7.95E-05
Nonlabens dokdonensis,328515,S,13,23,36,2.47E-05
Aequorivita sublithincola,101385,S,59,46,105,7.20E-05
Salegentibacter sp. T436,1729720,S,28,284,312,0.000213862
Olleya sp. Bg11-27,2058135,S,43,116,159,0.000108987
Flagellimonas sp. HME9304,1383885,S,40,24,64,4.39E-05
Gilvibacter sp. SZ-19,754429,S,38,62,100,6.85E-05
Robiginitalea biformata,252307,S,37,13,50,3.43E-05
Formosa sp. Hel1_31_208,1798225,S,17,29,46,3.15E-05
Formosa agariphila,320324,S,15,33,48,3.29E-05
Gillisia sp. Hel1_33_143,1336796,S,32,130,162,0.000111044
Flavivirga eckloniae,1803846,S,29,34,63,4.32E-05
Gramella sp. SH35,2126553,S,10,20,30,2.06E-05
Wenyingzhuangia fucanilytica,1790137,S,24,58,82,5.62E-05
Algibacter alginicilyticus,1736674,S,16,61,77,5.28E-05
Zunongwangia profunda,398743,S,16,157,173,0.000118584
Psychroflexus torquis,57029,S,14,8,22,1.51E-05
Fluviicola taffensis,191579,S,1528,741,2269,0.001555296
Candidatus Sulcia muelleri,336810,S,240,524,764,0.000523687
Candidatus Walczuchella monophlebidarum,1415657,S,79,48,127,8.71E-05
Blattabacterium sp. (Mastotermes darwiniensis),39768,S,20,94,114,7.81E-05
Blattabacterium cuenoti,1653831,S,17,53,70,4.80E-05
Owenweeksia hongkongensis,253245,S,82,34,116,7.95E-05
Ichthyobacterium seriolicida,242600,S,58,16,74,5.07E-05
Prevotella intermedia,28131,S,296,589,885,0.000606627
Prevotella denticola,28129,S,176,281,457,0.000313253
Prevotella melaninogenica,28132,S,155,565,720,0.000493527
Prevotella ruminicola,839,S,57,5,62,4.25E-05
Prevotella sp. oral taxon 299,652716,S,46,51,97,6.65E-05
Prevotella enoeca,76123,S,38,62,100,6.85E-05
Prevotella fusca,589436,S,36,74,110,7.54E-05
Prevotella dentalis,52227,S,34,30,64,4.39E-05
Prevotella jejuni,1177574,S,28,68,96,6.58E-05
Prevotella scopos,589437,S,14,58,72,4.94E-05
Bacteroides vulgatus,821,S,335,806,1141,0.000782104
Bacteroides dorei,357276,S,122,341,463,0.000317365
Bacteroides cellulosilyticus,246787,S,113,119,232,0.000159025
Bacteroides salanitronis,376805,S,109,226,335,0.000229627
Bacteroides helcogenes,290053,S,97,18,115,7.88E-05
Bacteroides fragilis,817,S,51,33,84,5.76E-05
Bacteroides ovatus,28116,S,32,16,48,3.29E-05
Bacteroides coprosuis,151276,S,23,10,33,2.26E-05
Bacteroides thetaiotaomicron,818,S,17,15,32,2.19E-05
Bacteroides zoogleoformans,28119,S,17,26,43,2.95E-05
Porphyromonas gingivalis,837,S,1212,1180,2392,0.001639607
Porphyromonas asaccharolytica,28123,S,125,42,167,0.000114471
Porphyromonas crevioricanis,393921,S,10,19,29,1.99E-05
Petrimonas mucosa,1642646,S,42,20,62,4.25E-05
Fermentimonas caenicola,1562970,S,25,10,35,2.40E-05
Tannerella forsythia,28112,S,143,152,295,0.000202209
Tannerella sp. oral taxon HOT-286,712710,S,97,62,159,0.000108987
Parabacteroides distasonis,823,S,12,112,124,8.50E-05
Parabacteroides sp. CT06,2025876,S,11,181,192,0.000131607
Paludibacter propionicigenes,185300,S,314,60,374,0.00025636
Candidatus Azobacteroides pseudotrichonymphae,511435,S,90,34,124,8.50E-05
Bacteroidales bacterium CF,1400053,S,63,45,108,7.40E-05
Alistipes finegoldii,214856,S,19,60,79,5.42E-05
Alistipes shahii,328814,S,13,45,58,3.98E-05
Mucinivorans hirudinis,1433126,S,25,11,36,2.47E-05
Barnesiella viscericola,397865,S,130,478,608,0.000416756
Odoribacter splanchnicus,28118,S,77,856,933,0.000639529
Muribaculum intestinale,1796646,S,75,28,103,7.06E-05
Proteiniphilum saccharofermentans,1642647,S,23,6,29,1.99E-05
Alkalitalea saponilacus,889453,S,197,100,297,0.00020358
Draconibacterium orientale,1168034,S,177,80,257,0.000176162
Marinifilaceae bacterium SPP2,1717717,S,74,31,105,7.20E-05
Salinivirga cyanobacteriivorans,1307839,S,29,4,33,2.26E-05
Arachidicoccus sp. KIS59-12,2341117,S,497,801,1298,0.00088972
Arachidicoccus sp. BS20,1850526,S,128,709,837,0.000573725
Chitinophaga sp. MD30,2033437,S,314,385,699,0.000479133
Chitinophaga caeni,2029983,S,96,178,274,0.000187815
Chitinophaga pinensis,79329,S,70,136,206,0.000141204
Niabella soli,446683,S,313,539,852,0.000584007
Niabella ginsenosidivorans,1176587,S,125,151,276,0.000189185
Pseudoflavitalea sp. 5GH32-13,2315862,S,459,627,1086,0.000744404
Flavisolibacter tropicus,1492898,S,455,946,1401,0.000960322
Filimonas lacunae,477680,S,321,843,1164,0.000797869
Niastella koreensis,354356,S,156,302,458,0.000313938
Sphingobacterium mizutaii,1010,S,488,1005,1493,0.001023384
Sphingobacterium sp. ML3W,1538644,S,40,145,185,0.000126809
Sphingobacterium sp. 21,743722,S,33,52,85,5.83E-05
Mucilaginibacter gotjawali,1550579,S,80,107,187,0.00012818
Mucilaginibacter sp. PAMC 26640,1300914,S,54,99,153,0.000104875
Mucilaginibacter mallensis,652787,S,45,104,149,0.000102133
Mucilaginibacter sp. BJC16-A31,1234841,S,43,96,139,9.53E-05
Mucilaginibacter paludis,423351,S,40,47,87,5.96E-05
Solitalea canadensis,995,S,301,264,565,0.000387282
Pedobacter cryoconitis,188932,S,100,210,310,0.000212491
Pedobacter heparinus,984,S,45,81,126,8.64E-05
Pedobacter steynii,430522,S,15,36,51,3.50E-05
Pedobacter ginsengisoli,363852,S,10,25,35,2.40E-05
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,1986952,S,64,108,172,0.000117898
Pseudopedobacter saltans,151895,S,26,194,220,0.0001508
Haliscomenobacter hydrossis,2350,S,583,214,797,0.000546307
Saprospira grandis,1008,S,191,396,587,0.000402362
Salinibacter ruber,146919,S,110,25,135,9.25E-05
Rhodothermaceae bacterium,2026787,S,24,76,100,6.85E-05
Rhodothermus marinus,29549,S,48,2,50,3.43E-05
Bacteroidetes bacterium Omega,1457365,S,51,10,61,4.18E-05
Chlorobium chlorochromatii,337090,S,74,208,282,0.000193298
Chloroherpeton thalassium,100716,S,150,25,175,0.000119955
Prosthecochloris aestuarii,1102,S,11,33,44,3.02E-05
Chlorobaculum limnaeum,274537,S,14,22,36,2.47E-05
Melioribacter roseus,1134405,S,333,28,361,0.000247449
Ignavibacterium album,591197,S,110,9,119,8.16E-05
Gemmatimonas aurantiaca,173480,S,136,230,366,0.000250876
Gemmatimonas phototrophica,1379270,S,79,179,258,0.000176847
Gemmatirosa kalamazoonesis,861299,S,115,20,135,9.25E-05
Fibrobacter succinogenes,833,S,256,4,260,0.000178218
Candidatus Cloacimonas acidaminovorans,456827,S,42,3,45,3.08E-05
Planctopirus limnophila,120,S,1214,851,2065,0.001415464
Thermogutta terrifontis,1331910,S,911,214,1125,0.000771136
Rubinisphaera brasiliensis,119,S,825,598,1423,0.000975402
Rhodopirellula baltica,265606,S,701,89,790,0.000541509
Planctomyces sp. SH-PL14,1632864,S,474,215,689,0.000472278
Planctomyces sp. SH-PL62,1636152,S,172,699,871,0.000597031
Fuerstia marisgermanicae,1891926,S,582,118,700,0.000479818
Pirellula staleyi,125,S,517,228,745,0.000510664
Gemmata obscuriglobus,114,S,856,2072,2928,0.002007011
Gemmata sp. SH-PL17,1630693,S,561,1055,1616,0.001107695
Singulisphaera acidiphila,466153,S,151,198,349,0.000239224
Isosphaera pallida,128,S,127,75,202,0.000138462
Paludisphaera borealis,1387353,S,93,237,330,0.0002262
Candidatus Kuenenia stuttgartiensis,174633,S,208,0,208,0.000142575
Phycisphaera mikurensis,547188,S,194,83,277,0.000189871
Verrucomicrobium spinosum,2736,S,2718,867,3585,0.002457354
Verrucomicrobium sp. GAS474,1882831,S,415,186,601,0.000411958
Akkermansia muciniphila,239935,S,275,606,881,0.000603885
Akkermansia glycaniphila,1679444,S,68,126,194,0.000132978
Opitutus terrae,107709,S,343,311,654,0.000448287
Opitutus sp. GAS368,1882749,S,165,350,515,0.000353009
Ereboglobus luteus,1796921,S,102,94,196,0.000134349
Opitutaceae bacterium TAV5,794903,S,96,72,168,0.000115156
Lacunisphaera limnophila,1838286,S,61,145,206,0.000141204
Coraliomargarita akajimensis,395922,S,97,36,133,9.12E-05
