name,rank,species
Cyanobium,genus,Cyanobium gracile
Cyanobium,genus,Cyanobium sp. NIES-981
Cytophaga,genus,Cytophaga hutchinsonii
Dactylococcopsis,genus,Dactylococcopsis salina
Dechloromonas,genus,Dechloromonas aromatica
Dechloromonas,genus,Dechloromonas sp. HYN0024
Frigidibacter,genus,Defluviimonas alba
Dehalogenimonas,genus,Dehalogenimonas formicexedens
Deinococcus,genus,Deinococcus sp. NW-56
Delftia,genus,Delftia sp. Cs1-4
Delftia,genus,Delftia tsuruhatensis
Dermabacter,genus,Dermabacter vaginalis
Dermacoccus,genus,Dermacoccus nishinomiyaensis
Desulfitobacterium,genus,Desulfitobacterium metallireducens
Desulfomicrobium,genus,Desulfomicrobium baculatum
Desulfosporosinus,genus,Desulfosporosinus acidiphilus
Desulfosporosinus,genus,Desulfosporosinus youngiae
Oleidesulfovibrio,genus,Desulfovibrio alaskensis
Desulfovibrio,genus,Desulfovibrio vulgaris
Devosia,genus,Devosia sp. A16
Devosia,genus,Devosia sp. I507
Diaphorobacter,genus,Diaphorobacter polyhydroxybutyrativorans
Dietzia,genus,Dietzia lutea
Dietzia,genus,Dietzia psychralcaliphila
Dietzia,genus,Dietzia sp. JS16-p6b
Dietzia,genus,Dietzia sp. oral taxon 368
Dietzia,genus,Dietzia timorensis
Dolichospermum,genus,Dolichospermum compactum
Dyadobacter,genus,Dyadobacter fermentans
Edwardsiella,genus,Edwardsiella ictaluri
Elizabethkingia,genus,Elizabethkingia bruuniana
Enterobacter,genus,Enterobacter cloacae
Enterococcus,genus,Enterococcus faecalis
Aurantiacibacter,genus,Erythrobacter gangjinensis
Escherichia,genus,Escherichia coli
Anaerobutyricum,genus,Eubacterium hallii
Exiguobacterium,genus,Exiguobacterium sp. AT1b
Faecalibacterium,genus,Faecalibacterium prausnitzii
Ferriphaselus,genus,Ferriphaselus amnicola
Fibrella,genus,Fibrella aestuarina
Filimonas,genus,Filimonas lacunae
Fimbriimonas,genus,Fimbriimonas ginsengisoli
Finegoldia,genus,Finegoldia magna
Fischerella,genus,Fischerella sp. NIES-3754
Flavisolibacter,genus,Flavisolibacter tropicus
Flavobacterium,genus,Flavobacterium anhuiense
Flavobacterium,genus,Flavobacterium branchiophilum
Flavobacterium,genus,Flavobacterium columnare
Flavobacterium,genus,Flavobacterium commune
Flavobacterium,genus,Flavobacterium crassostreae
Flavobacterium,genus,Flavobacterium faecale
Flavobacterium,genus,Flavobacterium gilvum
Flavobacterium,genus,Flavobacterium indicum
Flavobacterium,genus,Flavobacterium johnsoniae
Flavobacterium,genus,Flavobacterium psychrophilum
Flavobacterium,genus,Flavobacterium sp. AJ004
Flavobacterium,genus,Flavobacterium sp. HYN0049
Flavobacterium,genus,Flavobacterium sp. HYN0056
Flavobacterium,genus,Flavobacterium sp. HYN0086
Fluviicola,genus,Fluviicola taffensis
Microlunatus,genus,Friedmanniella sagamiharensis
Fuerstiella,genus,Fuerstia marisgermanicae
Fusobacterium,genus,Fusobacterium nucleatum
Gardnerella,genus,Gardnerella vaginalis
Gemella,genus,Gemella morbillorum
Geminocystis,genus,Geminocystis sp. NIES-3708
Gemmata,genus,Gemmata obscuriglobus
Gemmata,genus,Gemmata sp. SH-PL17
Gemmobacter,genus,Gemmobacter sp. HYN0069
Geoalkalibacter,genus,Geoalkalibacter subterraneus
Geobacter,genus,Geobacter anodireducens
Geodermatophilus,genus,Geodermatophilus obscurus
Gloeomargarita,genus,Gloeomargarita lithophora
Gluconobacter,genus,Gluconobacter albidus
Haliangium,genus,Haliangium ochraceum
Haliscomenobacter,genus,Haliscomenobacter hydrossis
Halomonas,genus,Halomonas hydrothermalis
Halomonas,genus,Halomonas sp. hl-4
Halomonas,genus,Halomonas sp. JS92-SW72
Halothece,genus,Halothece sp. PCC 7418
Helicobacter,genus,Helicobacter pylori
Herbaspirillum,genus,Herbaspirillum seropedicae
Herminiimonas,genus,Herminiimonas arsenicoxydans
Humibacter,genus,Humibacter sp. BT305
Hydrogenophaga,genus,Hydrogenophaga crassostreae
Hydrogenophaga,genus,Hydrogenophaga sp. PBC
Hydrogenophaga,genus,Hydrogenophaga sp. RAC07
Ephemeroptericola,genus,Hydromonas sp. F02
Hyphomicrobium,genus,Hyphomicrobium nitrativorans
Janibacter,genus,Janibacter indicus
Janthinobacterium,genus,Janthinobacterium agaricidamnosum
Janthinobacterium,genus,Janthinobacterium sp. LM6
Janthinobacterium,genus,Janthinobacterium sp. Marseille
Janthinobacterium,genus,Janthinobacterium svalbardensis
Ketogulonicigenium,genus,Ketogulonicigenium vulgare
Kiritimatiella,genus,Kiritimatiella glycovorans
Klebsiella,genus,Klebsiella pneumoniae
Kocuria,genus,Kocuria flava
Kocuria,genus,Kocuria palustris
Kocuria,genus,Kocuria turfanensis
Kordia,genus,Kordia sp. SMS9
Lactobacillus,genus,Lactobacillus
Loigolactobacillus,genus,Lactobacillus backii
Lactobacillus,genus,Lactobacillus helveticus
Lactococcus,genus,Lactococcus lactis
Lactococcus,genus,Lactococcus raffinolactis
Lacunisphaera,genus,Lacunisphaera limnophila
Lawsonella,genus,Lawsonella clevelandensis
Leadbetterella,genus,Leadbetterella byssophila
Legionella,genus,Legionella pneumophila
Legionella,genus,Legionella sainthelensi
Leptolyngbya,genus,Leptolyngbya sp. NIES-3755
Leptolyngbya,genus,Leptolyngbya sp. PCC 7376
Leptothrix,genus,Leptothrix cholodnii
Leptotrichia,genus,Leptotrichia buccalis
Leptotrichia,genus,Leptotrichia sp. oral taxon 498
Limnohabitans,genus,Limnohabitans sp. 103DPR2
Limnohabitans,genus,Limnohabitans sp. 63ED37-2
Listeria,genus,Listeria monocytogenes
Lobaria,genus,Lobaria pulmonaria
Luteitalea,genus,Luteitalea pratensis
Urechidicola,genus,Lutibacter sp. LPB0138
Lysinibacillus,genus,Lysinibacillus sphaericus
Marivirga,genus,Marivirga tractuosa
Pseudoduganella,genus,Massilia armeniaca
Massilia,genus,Massilia putida
Massilia,genus,Massilia sp. NR 4-1
Massilia,genus,Massilia sp. WG5
Massilia,genus,Massilia sp. YMA4
Massilia,genus,Massilia timonae
Massilia,genus,Massilia violaceinigra
Megamonas,genus,Megamonas hypermegale
Pulveribacter,genus,Melaminivora sp. SC2-7
Melaminivora,genus,Melaminivora sp. SC2-9
Melioribacter,genus,Melioribacter roseus
Methylibium,genus,Methylibium petroleiphilum
Methylobacterium,genus,Methylobacterium phyllosphaerae
Methylobacterium,genus,Methylobacterium sp. 17SD2-17
Methylobacterium,genus,Methylobacterium sp. AMS5
Methylobacterium,genus,Methylobacterium sp. C1
Methylobacterium,genus,Methylobacterium sp. DM1
Methylobacterium,genus,Methylobacterium sp. XJLM
Methylomicrobium,genus,Methylomicrobium album
Methylomonas,genus,Methylomonas denitrificans
Methylophilus,genus,Methylophilus sp. TWE2
Methylorubrum,genus,Methylorubrum extorquens
Methylotenera,genus,Methylotenera mobilis
Methylotenera,genus,Methylotenera versatilis
Microbacterium,genus,Microbacterium paraoxydans
Microbacterium,genus,Microbacterium pygmaeum
Microbacterium,genus,Microbacterium sp. PAMC 28756
Microbacterium,genus,Microbacterium sp. PM5
Microbacterium,genus,Microbacterium sp. str. 'China'
Microcella,genus,Microcella alkaliphila
Micrococcus,genus,Micrococcus luteus
Allocoleopsis,genus,Microcoleus sp. PCC 7113
Microvirga,genus,Microvirga sp. 17 mud 1-3
Mitsuaria,genus,Mitsuaria sp. 7
Modestobacter,genus,Modestobacter marinus
Moraxella,genus,Moraxella bovoculi
Moraxella,genus,Moraxella osloensis
Aquirhabdus,genus,Moraxellaceae bacterium HYN0046
Morganella,genus,Morganella morganii
Mucilaginibacter,genus,Mucilaginibacter sp. PAMC 26640
Gammaretrovirus,genus,Murine leukemia virus
Gammaretrovirus,genus,Mus musculus mobilized endogenous polytropic provirus
Mycobacterium,genus,Mycobacterium tuberculosis
Mycolicibacterium,genus,Mycolicibacterium neoaurum
Mycoplasma,genus,Mycoplasma
Mycoplasmopsis,genus,Mycoplasma bovis
Myxococcus,genus,Myxococcus fulvus
Neisseria,genus,Neisseria gonorrhoeae
Neisseria,genus,Neisseria meningitidis
Aquella,genus,Neisseriaceae bacterium DSM 100970
Niabella,genus,Niabella ginsenosidivorans
Niabella,genus,Niabella soli
Niastella,genus,Niastella koreensis
Nitrosomonas,genus,Nitrosomonas communis
Nitrosomonas,genus,Nitrosomonas sp. Is79A3
Nitrospira,genus,Nitrospira defluvii
Nitrospira,genus,Nitrospira japonica
Nitrospira,genus,Nitrospira moscoviensis
Nocardioides,genus,Nocardioides dokdonensis
Nocardioides,genus,Nocardioides sp. 78
Nocardioides,genus,Nocardioides sp. CF8
Nocardioides,genus,Nocardioides sp. JS614
Nonomuraea,genus,Nonomuraea sp. ATCC 55076
Nostoc,genus,Nostoc flagelliforme
Nostoc,genus,Nostoc sp. 'Peltigera membranacea cyanobiont' N6
Nostoc,genus,Nostoc sphaeroides
Novosphingobium,genus,Novosphingobium aromaticivorans
Novosphingobium,genus,Novosphingobium sp. THN1
Thiopseudomonas,genus,Oblitimonas alkaliphila
Brucella,genus,Ochrobactrum anthropi
Odoribacter,genus,Odoribacter splanchnicus
Oligella,genus,Oligella urethralis
Opitutus,genus,Opitutus sp. GAS368
Opitutus,genus,Opitutus terrae
Ornithobacterium,genus,Ornithobacterium rhinotracheale
Oscillatoria,genus,Oscillatoria acuminata
Oscillatoria,genus,Oscillatoria nigro-viridis
Ottowia,genus,Ottowia oryzae
Ottowia,genus,Ottowia sp. oral taxon 894
Paenibacillus,genus,Paenibacillus polymyxa
Paeniclostridium,genus,Paeniclostridium sordellii
Pajaroellobacter,genus,Pajaroellobacter abortibovis
Paludisphaera,genus,Paludisphaera borealis
Parabacteroides,genus,Parabacteroides
Parabacteroides,genus,Parabacteroides sp. CT06
Parachlamydia,genus,Parachlamydia acanthamoebae
Paracoccus,genus,Paracoccus aminovorans
Paracoccus,genus,Paracoccus sp. CBA4604
Paracoccus,genus,Paracoccus yeei
Parageobacillus,genus,Parageobacillus thermoglucosidasius
Parvibaculum,genus,Parvibaculum lavamentivorans
Pasteurella,genus,Pasteurella multocida
Paucibacter,genus,Paucibacter sp. KCTC 42545
Pedobacter,genus,Pedobacter cryoconitis
Pelobacter,genus,Pelobacter propionicus
Pelosinus,genus,Pelosinus fermentans
Peptoniphilus,genus,Peptoniphilus sp. ING2-D1G
Phenylobacterium,genus,Phenylobacterium sp. HYN0004
Phenylobacterium,genus,Phenylobacterium zucineum
Phycisphaera,genus,Phycisphaera mikurensis
Pirellula,genus,Pirellula staleyi
Planctomyces,genus,Planctomyces sp. SH-PL14
Planctomyces,genus,Planctomyces sp. SH-PL62
Planctopirus,genus,Planctopirus limnophila
Polaromonas,genus,Polaromonas naphthalenivorans
Polaromonas,genus,Polaromonas sp. JS666
Schlegelella,genus,Polyangium brachysporum
Polynucleobacter,genus,Polynucleobacter necessarius
Porphyromonas,genus,Porphyromonas gingivalis
Prevotella,genus,Prevotella denticola
Prevotella,genus,Prevotella intermedia
Prevotella,genus,Prevotella melaninogenica
Prochlorococcus,genus,Prochlorococcus marinus
Aquirufa,genus,Pseudarcicella sp. HME7025
Arcobacter,genus,Pseudoarcobacter suis
Paraflavitalea,genus,Pseudoflavitalea sp. 5GH32-13
Pseudomonas,genus,Pseudomonas
Pseudomonas,genus,Pseudomonas aeruginosa
Pseudomonas,genus,Pseudomonas alcaligenes
Pseudomonas,genus,Pseudomonas fragi
Pseudomonas,genus,Pseudomonas mendocina
Pseudomonas,genus,Pseudomonas protegens
Pseudomonas,genus,Pseudomonas putida
Pseudomonas,genus,Pseudomonas sp. phDV1
Pseudomonas,genus,Pseudomonas sp. SWI6
Pseudomonas,genus,Pseudomonas sp. WCS374
Pseudomonas,genus,Pseudomonas tolaasii
Pseudopedobacter,genus,Pseudopedobacter saltans
Pseudoxanthomonas,genus,Pseudoxanthomonas suwonensis
Psychrobacter,genus,Psychrobacter
Psychrobacter,genus,Psychrobacter alimentarius
Psychrobacter,genus,Psychrobacter cryohalolentis
Psychrobacter,genus,Psychrobacter sp. AntiMn-1
Psychrobacter,genus,Psychrobacter sp. DAB_AL43B
Psychrobacter,genus,Psychrobacter sp. P11F6
Psychrobacter,genus,Psychrobacter sp. P2G3
Psychrobacter,genus,Psychrobacter sp. PRwf-1
Psychrobacter,genus,Psychrobacter sp. YP14
Ralstonia,genus,Ralstonia pickettii
Ralstonia,genus,Ralstonia solanacearum
Ramlibacter,genus,Ramlibacter tataouinensis
Renibacterium,genus,Renibacterium salmoninarum
Rhizobacter,genus,Rhizobacter gummiphilus
Pseudorhizobium,genus,Rhizobium sp. NT-26
Rhizorhabdus,genus,Rhizorhabdus dicambivorans
Rhodobacter,genus,Rhodobacter sp. LPB0142
Cereibacter,genus,Rhodobacter sphaeroides
Rhodococcus,genus,Rhodococcus aetherivorans
Rhodococcus,genus,Rhodococcus qingshengii
Rhodococcus,genus,Rhodococcus ruber
Rhodococcus,genus,Rhodococcus sp. 008
Rhodococcus,genus,Rhodococcus sp. BH4
Rhodococcus,genus,Rhodococcus sp. p52
Rhodococcus,genus,Rhodococcus sp. YL-1
Rhodoferax,genus,Rhodoferax antarcticus
Rhodoferax,genus,Rhodoferax ferrireducens
Rhodoferax,genus,Rhodoferax koreense
Rhodoferax,genus,Rhodoferax saidenbachensis
Rhodoluna,genus,Rhodoluna lacicola
Rhodomicrobium,genus,Rhodomicrobium vannielii
Rhodopirellula,genus,Rhodopirellula baltica
Rhodoplanes,genus,Rhodoplanes sp. Z2-YC6860
Rhodopseudomonas,genus,Rhodopseudomonas palustris
Riemerella,genus,Riemerella anatipestifer
Roseateles,genus,Roseateles depolymerans
Roseomonas,genus,Roseomonas sp. FDAARGOS_362
Rothia,genus,Rothia mucilaginosa
Rubinisphaera,genus,Rubinisphaera brasiliensis
Rubrivivax,genus,Rubrivivax gelatinosus
Ruminococcus,genus,Ruminococcus champanellensis
Salmonella,genus,Salmonella enterica
Sandaracinus,genus,Sandaracinus amylolyticus
Saprospira,genus,Saprospira grandis
Scytonema,genus,Scytonema sp. HK-05
Selenomonas,genus,Selenomonas sp. oral taxon 136
Shewanella,genus,Shewanella baltica
Shinella,genus,Shinella sp. HZN7
Siansivirga,genus,Siansivirga zeaxanthinifaciens
Sideroxydans,genus,Sideroxydans lithotrophicus
Simplicispira,genus,Simplicispira suum
Singulisphaera,genus,Singulisphaera acidiphila
Sneathia,genus,Sneathia amnii
Solimonas,genus,Solimonas sp. K1W22B-7
Sorangium,genus,Sorangium cellulosum
Sphingobacterium,genus,Sphingobacterium mizutaii
Sphingobacterium,genus,Sphingobacterium sp. ML3W
Sphingobium,genus,Sphingobium cloacae
Sphingobium,genus,Sphingobium sp. MI1205
Sphingobium,genus,Sphingobium sp. RAC03
Sphingobium,genus,Sphingobium sp. TKS
Sphingobium,genus,Sphingobium sp. YBL2
Sphingobium,genus,Sphingobium yanoikuyae
Sphingomonas,genus,Sphingomonas
Sphingomonas,genus,Sphingomonas hengshuiensis
Sphingomonas,genus,Sphingomonas koreensis
Sphingomonas,genus,Sphingomonas melonis
Sphingomonas,genus,Sphingomonas panacis
Sphingomonas,genus,Sphingomonas sanxanigenens
Sphingomonas,genus,Sphingomonas sp. FARSPH
Tardibacter,genus,Sphingomonas sp. JJ-A5
Sphingomonas,genus,Sphingomonas sp. KC8
Sphingomonas,genus,Sphingomonas sp. LK11
Sphingomonas,genus,Sphingomonas sp. LM7
Sphingomonas,genus,Sphingomonas sp. MM-1
Sphingomonas,genus,Sphingomonas sp. NIC1
Sphingomonas,genus,Sphingomonas taxi
Sphingopyxis,genus,Sphingopyxis fribergensis
Sphingopyxis,genus,Sphingopyxis granuli
Sphingorhabdus,genus,Sphingopyxis sp. LPB0140
Spirosoma,genus,Spirosoma pollinicola
Stanieria,genus,Stanieria sp. NIES-3757
Staphylococcus,genus,Staphylococcus aureus
Staphylococcus,genus,Staphylococcus epidermidis
Stenotrophomonas,genus,Stenotrophomonas acidaminiphila
Stenotrophomonas,genus,Stenotrophomonas maltophilia
Stenotrophomonas,genus,Stenotrophomonas sp. Pemsol
Steroidobacter,genus,Steroidobacter denitrificans
Stigmatella,genus,Stigmatella aurantiaca
Streptococcus,genus,Streptococcus constellatus
Streptococcus,genus,Streptococcus infantarius
Streptococcus,genus,Streptococcus pneumoniae
Streptococcus,genus,Streptococcus pyogenes
Streptomyces,genus,Streptomyces lividans
Sulfitobacter,genus,Sulfitobacter sp. AM1-D1
Sulfuricurvum,genus,Sulfuricurvum
Sulfuricurvum,genus,Sulfuricurvum kujiense
Sulfuritalea,genus,Sulfuritalea hydrogenivorans
Synechococcus,genus,Synechococcus
Synechococcus,genus,Synechococcus sp. KORDI-49
Synechococcus,genus,Synechococcus sp. PCC 6312
Synechococcus,genus,Synechococcus sp. PCC 7502
Synechococcus,genus,Synechococcus sp. RCC307
Synechococcus,genus,Synechococcus sp. UTEX 2973
Syntrophobacter,genus,Syntrophobacter fumaroxidans
Tannerella,genus,Tannerella forsythia
Tannerella,genus,Tannerella sp. oral taxon HOT-286
Taylorella,genus,Taylorella equigenitalis
Thauera,genus,Thauera humireducens
Thauera,genus,Thauera sp. K11
Thermogutta,genus,Thermogutta terrifontis
Thiobacillus,genus,Thiobacillus denitrificans
Tolumonas,genus,Tolumonas auensis
Treponema,genus,Treponema pallidum
Treponema,genus,Treponema sp. OMZ 838
Trichodesmium,genus,Trichodesmium erythraeum
Trueperella,genus,Trueperella pyogenes
Tumebacillus,genus,Tumebacillus algifaecis
Turicibacter,genus,Turicibacter sp. H121
Turneriella,genus,Turneriella parva
Variovorax,genus,Variovorax boronicumulans
Variovorax,genus,Variovorax paradoxus
Variovorax,genus,Variovorax sp. HW608
Variovorax,genus,Variovorax sp. PAMC 28711
Variovorax,genus,Variovorax sp. PMC12
Veillonella,genus,Veillonella parvula
Verminephrobacter,genus,Verminephrobacter eiseniae
Verrucomicrobium,genus,Verrucomicrobium sp. GAS474
Verrucomicrobium,genus,Verrucomicrobium spinosum
Vibrio,genus,Vibrio cholerae
Vibrio,genus,Vibrio vulnificus
Vitreoscilla,genus,Vitreoscilla filiformis
Weeksella,genus,Weeksella virosa
Winogradskyella,genus,Winogradskyella sp. PG-2
Xanthobacter,genus,Xanthobacter autotrophicus
Xanthomonas,genus,Xanthomonas citri
Yersinia,genus,Yersinia pestis
Yoonia,genus,Yoonia vestfoldensis
Pararnavirae,kingdom,Baboon endogenous virus
Fungi,kingdom,Lobaria pulmonaria
Pararnavirae,kingdom,Murine leukemia virus
Pararnavirae,kingdom,Mus musculus mobilized endogenous polytropic provirus
cellular organisms,no rank,Acaryochloris marina
cellular organisms,no rank,Acetobacter pomorum
cellular organisms,no rank,Acidimicrobium ferrooxidans
cellular organisms,no rank,Acidovorax avenae
cellular organisms,no rank,Acidovorax carolinensis
cellular organisms,no rank,Acidovorax ebreus
cellular organisms,no rank,Acidovorax sp. JS42
unclassified Acidovorax,no rank,Acidovorax sp. JS42
cellular organisms,no rank,Acidovorax sp. KKS102
unclassified Acidovorax,no rank,Acidovorax sp. KKS102
cellular organisms,no rank,Acidovorax sp. T1
unclassified Acidovorax,no rank,Acidovorax sp. T1
cellular organisms,no rank,Acinetobacter
cellular organisms,no rank,Acinetobacter baumannii
cellular organisms,no rank,Acinetobacter haemolyticus
cellular organisms,no rank,Acinetobacter indicus
cellular organisms,no rank,Acinetobacter johnsonii
cellular organisms,no rank,Acinetobacter junii
cellular organisms,no rank,Acinetobacter lwoffii
cellular organisms,no rank,Acinetobacter schindleri
cellular organisms,no rank,Acinetobacter sp. ACNIH1
unclassified Acinetobacter,no rank,Acinetobacter sp. ACNIH1
cellular organisms,no rank,Acinetobacter sp. NCu2D-2
unclassified Acinetobacter,no rank,Acinetobacter sp. NCu2D-2
cellular organisms,no rank,Acinetobacter sp. SWBY1
unclassified Acinetobacter,no rank,Acinetobacter sp. SWBY1
cellular organisms,no rank,Acinetobacter sp. TTH0-4
