case,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,group,sex,log,n
29.unmapped,Achromobacter xylosoxidans,85698,S,174,869,1043,0.00024,malt,fem,-3.619788758,1
29.unmapped,Achromobacter sp. B7,2282475,S,29,28,57,1.00E-05,malt,fem,-5,1
29.unmapped,Achromobacter insolitus,217204,S,24,27,51,1.00E-05,malt,fem,-5,1
29.unmapped,Achromobacter denitrificans,32002,S,20,83,103,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Oligella urethralis,90245,S,476,61,537,0.00012,malt,fem,-3.920818754,1
29.unmapped,Taylorella equigenitalis,29575,S,157,5137,5294,0.00123,malt,fem,-2.910094889,1
29.unmapped,Taylorella asinigenitalis,84590,S,32,12,44,1.00E-05,malt,fem,-5,1
29.unmapped,Pusillimonas sp. T7-7,1007105,S,283,133,416,1.00E-04,malt,fem,-4,1
29.unmapped,Basilea psittacipulmonis,1472345,S,280,53,333,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Castellaniella defragrans,75697,S,220,254,474,0.00011,malt,fem,-3.958607315,1
29.unmapped,Sutterella sp. 6FBBBH3,2259134,S,782,165,947,0.00022,malt,fem,-3.657577319,1
29.unmapped,Nitrosomonas sp. Is79A3,261292,S,2081,718,2799,0.00065,malt,fem,-3.187086643,1
29.unmapped,Nitrosomonas communis,44574,S,1741,324,2065,0.00048,malt,fem,-3.318758763,1
29.unmapped,Nitrosomonas ureae,44577,S,245,972,1217,0.00028,malt,fem,-3.552841969,1
29.unmapped,Nitrosomonas eutropha,916,S,209,111,320,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Nitrosomonas europaea,915,S,36,27,63,1.00E-05,malt,fem,-5,1
29.unmapped,Nitrosospira multiformis,1231,S,176,349,525,0.00012,malt,fem,-3.920818754,1
29.unmapped,Nitrosospira lacus,1288494,S,98,256,354,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Nitrosospira briensis,35799,S,39,107,146,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Sideroxydans lithotrophicus,63745,S,1282,1314,2596,6.00E-04,malt,fem,-3.22184875,1
29.unmapped,Sulfuricella denitrificans,649841,S,1013,593,1606,0.00037,malt,fem,-3.431798276,1
29.unmapped,Sulfuriferula sp. AH1,1985873,S,675,588,1263,0.00029,malt,fem,-3.537602002,1
29.unmapped,Gallionella capsiferriformans,370405,S,637,623,1260,0.00029,malt,fem,-3.537602002,1
29.unmapped,Ferriphaselus amnicola,1188319,S,550,658,1208,0.00028,malt,fem,-3.552841969,1
29.unmapped,Methylotenera versatilis,1055487,S,723,1621,2344,0.00054,malt,fem,-3.26760624,1
29.unmapped,Methylotenera mobilis,359408,S,188,412,600,0.00014,malt,fem,-3.853871964,1
29.unmapped,Candidatus Methylopumilus planktonicus,1581557,S,563,631,1194,0.00028,malt,fem,-3.552841969,1
29.unmapped,Candidatus Methylopumilus turicensis,1581680,S,85,265,350,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Methylophilus sp. TWE2,1662285,S,573,629,1202,0.00028,malt,fem,-3.552841969,1
29.unmapped,Methylobacillus flagellatus,405,S,69,129,198,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Sulfuritalea hydrogenivorans,748811,S,1321,1767,3088,0.00072,malt,fem,-3.142667504,1
29.unmapped,Methyloversatilis sp. RAC08,1842540,S,604,642,1246,0.00029,malt,fem,-3.537602002,1
29.unmapped,Thiobacillus denitrificans,36861,S,942,914,1856,0.00043,malt,fem,-3.366531544,1
29.unmapped,Dechloromonas sp. HYN0024,2231055,S,2055,5243,7298,0.00169,malt,fem,-2.772113295,1
29.unmapped,Dechloromonas aromatica,259537,S,1281,2743,4024,0.00093,malt,fem,-3.031517051,1
29.unmapped,Thauera humireducens,1134435,S,467,1479,1946,0.00045,malt,fem,-3.346787486,1
29.unmapped,Thauera sp. K11,2005884,S,150,482,632,0.00015,malt,fem,-3.823908741,1
29.unmapped,Thauera sp. MZ1T,85643,S,102,492,594,0.00014,malt,fem,-3.853871964,1
29.unmapped,Thauera chlorobenzoica,96773,S,10,128,138,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Azoarcus communis,41977,S,457,815,1272,3.00E-04,malt,fem,-3.522878745,1
29.unmapped,Azoarcus sp. KH32C,748247,S,143,287,430,1.00E-04,malt,fem,-4,1
29.unmapped,Azoarcus sp. SY39,2067960,S,127,175,302,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Azoarcus sp. CIB,198107,S,110,345,455,0.00011,malt,fem,-3.958607315,1
29.unmapped,Azospira oryzae,146939,S,870,744,1614,0.00037,malt,fem,-3.431798276,1
29.unmapped,Aromatoleum aromaticum,551760,S,327,349,676,0.00016,malt,fem,-3.795880017,1
29.unmapped,Rhodocyclaceae bacterium,1898103,S,15,3324,3339,0.00077,malt,fem,-3.113509275,1
29.unmapped,Neisseria meningitidis,487,S,1250,7754,9004,0.00209,malt,fem,-2.679853714,1
29.unmapped,Neisseria gonorrhoeae,485,S,301,596,897,0.00021,malt,fem,-3.677780705,1
29.unmapped,Neisseria lactamica,486,S,179,96,275,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Neisseria sp. 10023,1853278,S,44,9,53,1.00E-05,malt,fem,-5,1
29.unmapped,Neisseria polysaccharea,489,S,29,23,52,1.00E-05,malt,fem,-5,1
29.unmapped,Neisseria sp. KEM232,655307,S,19,3,22,1.00E-05,malt,fem,-5,1
29.unmapped,Neisseriaceae bacterium DSM 100970,2052837,S,1715,200,1915,0.00044,malt,fem,-3.356547324,1
29.unmapped,Vitreoscilla filiformis,63,S,1104,756,1860,0.00043,malt,fem,-3.366531544,1
29.unmapped,Vitreoscilla sp. C1,96942,S,473,112,585,0.00014,malt,fem,-3.853871964,1
29.unmapped,Crenobacter sp. K1W11S-77,2290923,S,264,350,614,0.00014,malt,fem,-3.853871964,1
29.unmapped,Snodgrassella alvi,1196083,S,92,44,136,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Eikenella corrodens,539,S,68,37,105,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Aquaspirillum sp. LM1,1938604,S,1665,1406,3071,0.00071,malt,fem,-3.148741651,1
29.unmapped,Microvirgula aerodenitrificans,57480,S,488,519,1007,0.00023,malt,fem,-3.638272164,1
29.unmapped,Laribacter hongkongensis,168471,S,205,373,578,0.00013,malt,fem,-3.886056648,1
29.unmapped,Jeongeupia sp. USM3,1906741,S,184,187,371,9.00E-05,malt,fem,-4.045757491,1
29.unmapped,Chromobacterium sp. ATCC 53434,2059672,S,28,160,188,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Aquitalea magnusonii,332411,S,98,133,231,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Vogesella sp. LIG4,1192162,S,11,21,32,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Accumulibacter phosphatis,327160,S,3434,760,4194,0.00097,malt,fem,-3.013228266,1
29.unmapped,Betaproteobacteria bacterium GR16-43,1904640,S,979,282,1261,0.00029,malt,fem,-3.537602002,1
29.unmapped,Candidatus Kinetoplastibacterium sorsogonicusi,1576550,S,157,151,308,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Candidatus Kinetoplastibacterium galatii,994695,S,47,153,200,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Candidatus Kinetoplastibacterium oncopeltii,994696,S,12,32,44,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Profftella armatura,669502,S,409,84,493,0.00011,malt,fem,-3.958607315,1
29.unmapped,Candidatus Nasuia deltocephalinicola,1160784,S,51,7,58,1.00E-05,malt,fem,-5,1
29.unmapped,Acinetobacter sp. TTH0-4,1646498,S,2862,4849,7711,0.00179,malt,fem,-2.747146969,1
29.unmapped,Acinetobacter baumannii,470,S,396,65746,66142,0.01535,malt,fem,-1.81389162,1
29.unmapped,Acinetobacter pittii,48296,S,85,467,552,0.00013,malt,fem,-3.886056648,1
29.unmapped,Acinetobacter junii,40215,S,829,3250,4079,0.00095,malt,fem,-3.022276395,1
29.unmapped,Acinetobacter sp. TGL-Y2,1407071,S,759,528,1287,3.00E-04,malt,fem,-3.522878745,1
29.unmapped,Acinetobacter sp. NCu2D-2,1608473,S,728,1464,2192,0.00051,malt,fem,-3.292429824,1
29.unmapped,Acinetobacter sp. WCHAc010034,1879049,S,657,1268,1925,0.00045,malt,fem,-3.346787486,1
29.unmapped,Acinetobacter sp. SWBY1,2079596,S,624,1602,2226,0.00052,malt,fem,-3.283996656,1
29.unmapped,Acinetobacter schindleri,108981,S,581,2969,3550,0.00082,malt,fem,-3.086186148,1
29.unmapped,Acinetobacter radioresistens,40216,S,442,536,978,0.00023,malt,fem,-3.638272164,1
29.unmapped,Acinetobacter sp. LoGeW2-3,1808001,S,431,872,1303,3.00E-04,malt,fem,-3.522878745,1
29.unmapped,Acinetobacter lwoffii,28090,S,408,1497,1905,0.00044,malt,fem,-3.356547324,1
29.unmapped,Acinetobacter wuhouensis,1879050,S,365,759,1124,0.00026,malt,fem,-3.585026652,1
29.unmapped,Acinetobacter johnsonii,40214,S,358,18713,19071,0.00443,malt,fem,-2.353596274,1
29.unmapped,Acinetobacter haemolyticus,29430,S,324,919,1243,0.00029,malt,fem,-3.537602002,1
29.unmapped,Acinetobacter equi,1324350,S,227,184,411,1.00E-04,malt,fem,-4,1
29.unmapped,Acinetobacter sp. ACNIH2,1758189,S,206,534,740,0.00017,malt,fem,-3.769551079,1
29.unmapped,Acinetobacter sp. ACNIH1,1636603,S,201,1204,1405,0.00033,malt,fem,-3.48148606,1
29.unmapped,Acinetobacter venetianus,52133,S,177,526,703,0.00016,malt,fem,-3.795880017,1
29.unmapped,Acinetobacter bereziniae,106648,S,174,117,291,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Acinetobacter larvae,1789224,S,172,109,281,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Acinetobacter indicus,756892,S,153,499,652,0.00015,malt,fem,-3.823908741,1
29.unmapped,Acinetobacter sp. WCHA45,2004644,S,115,589,704,0.00016,malt,fem,-3.795880017,1
29.unmapped,Acinetobacter sp. ADP1,62977,S,105,126,231,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Acinetobacter soli,487316,S,80,115,195,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Acinetobacter oleivorans,1148157,S,44,304,348,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Acinetobacter sp. WCHA55,2004646,S,28,212,240,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Acinetobacter sp. WCHAc010005,2004650,S,10,121,131,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Psychrobacter sp. AntiMn-1,1720344,S,1013,6318,7331,0.0017,malt,fem,-2.769551079,1
29.unmapped,Psychrobacter sp. DAB_AL43B,1028416,S,449,1867,2316,0.00054,malt,fem,-3.26760624,1
29.unmapped,Psychrobacter sp. P11F6,1699621,S,384,2768,3152,0.00073,malt,fem,-3.13667714,1
29.unmapped,Psychrobacter urativorans,45610,S,287,900,1187,0.00028,malt,fem,-3.552841969,1
29.unmapped,Psychrobacter alimentarius,261164,S,127,794,921,0.00021,malt,fem,-3.677780705,1
29.unmapped,Psychrobacter cryohalolentis,330922,S,58,6508,6566,0.00152,malt,fem,-2.818156412,1
29.unmapped,Psychrobacter arcticus,334543,S,13,118,131,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Moraxellaceae bacterium HYN0046,2283318,S,5765,2398,8163,0.00189,malt,fem,-2.723538196,1
29.unmapped,Moraxella osloensis,34062,S,1652,6267,7919,0.00184,malt,fem,-2.735182177,1
29.unmapped,Moraxella catarrhalis,480,S,189,160,349,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Moraxella bovis,476,S,93,151,244,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Moraxella ovis,29433,S,15,286,301,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Pseudomonas putida,303,S,740,5497,6237,0.00145,malt,fem,-2.838631998,1
29.unmapped,Pseudomonas plecoglossicida,70775,S,127,395,522,0.00012,malt,fem,-3.920818754,1
29.unmapped,Pseudomonas monteilii,76759,S,25,14,39,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas fulva,47880,S,19,5,24,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas aeruginosa,287,S,516,45970,46486,0.01079,malt,fem,-1.966978555,1
29.unmapped,Pseudomonas alcaligenes,43263,S,140,48,188,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Pseudomonas mendocina,300,S,96,52,148,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Pseudomonas furukawaii,1149133,S,83,33,116,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Pseudomonas citronellolis,53408,S,23,11,34,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas stutzeri,316,S,822,476,1298,3.00E-04,malt,fem,-3.522878745,1
29.unmapped,Pseudomonas fluorescens,294,S,371,371,742,0.00017,malt,fem,-3.769551079,1
29.unmapped,Pseudomonas mucidolens,46679,S,93,30,123,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Pseudomonas tolaasii,29442,S,69,30,99,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas protegens,380021,S,62,33,95,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas azotoformans,47878,S,36,31,67,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas mandelii,75612,S,31,23,54,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas libanensis,75588,S,25,30,55,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas synxantha,47883,S,11,11,22,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sabulinigri,472181,S,576,64,640,0.00015,malt,fem,-3.823908741,1
29.unmapped,Pseudomonas chlororaphis,587753,S,441,737,1178,0.00027,malt,fem,-3.568636236,1
29.unmapped,Pseudomonas fragi,296,S,109,402,511,0.00012,malt,fem,-3.920818754,1
29.unmapped,Pseudomonas litoralis,797277,S,510,84,594,0.00014,malt,fem,-3.853871964,1
29.unmapped,Pseudomonas sp. TCU-HL1,1856685,S,230,60,290,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Pseudomonas syringae,317,S,132,317,449,1.00E-04,malt,fem,-4,1
29.unmapped,Pseudomonas viridiflava,33069,S,26,6,32,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sp. CC6-YY-74,1930532,S,172,37,209,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Pseudomonas koreensis,198620,S,113,111,224,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Pseudomonas frederiksbergensis,104087,S,110,94,204,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Pseudomonas sp. R2A2,2213057,S,86,66,152,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Pseudomonas psychrophila,122355,S,72,24,96,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas brassicacearum,930166,S,52,328,380,9.00E-05,malt,fem,-4.045757491,1
29.unmapped,Pseudomonas knackmussii,65741,S,46,47,93,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas psychrotolerans,237610,S,46,11,57,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas cerasi,1583341,S,44,288,332,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Pseudomonas sp. JY-Q,1338689,S,43,346,389,9.00E-05,malt,fem,-4.045757491,1
29.unmapped,Pseudomonas sp. SWI6,2083051,S,39,884,923,0.00021,malt,fem,-3.677780705,1
29.unmapped,Pseudomonas sp. M30-35,1981174,S,32,4,36,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sp. WCS374,1495331,S,31,1544,1575,0.00037,malt,fem,-3.431798276,1
29.unmapped,Pseudomonas sp. URMO17WK12:I11,1283291,S,30,56,86,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas sp. UW4,1207075,S,27,15,42,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas silesiensis,1853130,S,26,12,38,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sp. CCOS 191,1649877,S,23,34,57,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sp. MT-1,150396,S,22,57,79,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pseudomonas sp. phDV1,253237,S,21,131,152,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Pseudomonas antarctica,219572,S,20,13,33,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas guangdongensis,1245526,S,18,10,28,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sp. K2W31S-8,2320867,S,17,5,22,1.00E-05,malt,fem,-5,1
29.unmapped,Pseudomonas sp. TMW 2.1634,1886807,S,15,137,152,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Pseudomonas sp. LPH1,1898684,S,11,13,24,1.00E-05,malt,fem,-5,1
29.unmapped,Oblitimonas alkaliphila,1697053,S,1942,760,2702,0.00063,malt,fem,-3.200659451,1
29.unmapped,Azotobacter chroococcum,353,S,15,70,85,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Halomonas sp. JS92-SW72,2306583,S,32084,11543,43627,0.01012,malt,fem,-1.994819487,1
29.unmapped,Halomonas sp. A3H3,1346287,S,110,27,137,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Halomonas subglaciescola,29571,S,107,22,129,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Halomonas elongata,2746,S,19,4,23,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Portiera aleyrodidarum,91844,S,324,53,377,9.00E-05,malt,fem,-4.045757491,1
29.unmapped,Candidatus Carsonella ruddii,114186,S,235,33,268,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Candidatus Evansia muelleri,1495769,S,124,12,136,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Zymobacter palmae,33074,S,98,54,152,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Kushneria marisflavi,157779,S,85,98,183,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Halotalea alkalilenta,376489,S,79,29,108,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Chromohalobacter salexigens,158080,S,73,22,95,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Bacterioplanes sanyensis,1249553,S,658,88,746,0.00017,malt,fem,-3.769551079,1
29.unmapped,Marinomonas mediterranea,119864,S,171,155,326,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Marinomonas sp. MWYL1,400668,S,63,67,130,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Marinomonas posidonica,936476,S,18,24,42,1.00E-05,malt,fem,-5,1
29.unmapped,Thalassolituus oleivorans,187493,S,193,47,240,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Marinobacterium aestuarii,1821621,S,99,16,115,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Oleispira antarctica,188908,S,47,4,51,1.00E-05,malt,fem,-5,1
29.unmapped,Alcanivorax sp. N3-2A,2014542,S,165,238,403,9.00E-05,malt,fem,-4.045757491,1
29.unmapped,Alcanivorax pacificus,1306787,S,102,40,142,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Alcanivorax xenomutans,1094342,S,25,134,159,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Ketobacter alkanivorans,1917421,S,145,104,249,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Gynuella sunshinyii,1445505,S,282,12,294,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Reinekea forsetii,1336806,S,177,12,189,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Saccharospirillum mangrovi,2161747,S,65,10,75,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Hahella chejuensis,158327,S,298,22,320,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Endozoicomonas montiporae,1027273,S,220,24,244,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Kangiella sediminilitoris,1144748,S,19,157,176,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Escherichia coli,562,S,1917,50676,52593,0.01221,malt,fem,-1.913284336,1
29.unmapped,Escherichia albertii,208962,S,406,93,499,0.00012,malt,fem,-3.920818754,1
29.unmapped,Candidatus Hoaglandella endobia,1778263,S,244,20,264,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Candidatus Blochmannia vafer,251535,S,57,3,60,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Blochmannia floridanus,203907,S,30,2,32,1.00E-05,malt,fem,-5,1
29.unmapped,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1505596,S,29,1,30,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Blochmannia pennsylvanicus,101534,S,16,87,103,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Candidatus Purcelliella pentastirinorum,472834,S,139,15,154,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,secondary endosymbiont of Ctenarytaina eucalypti,1199245,S,91,3,94,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,secondary endosymbiont of Heteropsylla cubana,134287,S,36,1,37,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Gullanella endobia,1070130,S,65,4,69,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,secondary endosymbiont of Trabutina mannipara,1835721,S,49,20,69,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Candidatus Mikella endobia,1778264,S,39,13,52,1.00E-05,malt,fem,-5,1
29.unmapped,Plautia stali symbiont,891974,S,178,40,218,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Enterobacteriaceae bacterium strain FGI 57,693444,S,48,27,75,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Klebsiella pneumoniae,573,S,729,9708,10437,0.00242,malt,fem,-2.616184634,1
29.unmapped,Klebsiella oxytoca,571,S,45,46,91,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Klebsiella variicola,244366,S,39,66,105,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Klebsiella aerogenes,548,S,18,4,22,1.00E-05,malt,fem,-5,1
29.unmapped,Salmonella enterica,28901,S,829,47527,48356,0.01122,malt,fem,-1.950007143,1
29.unmapped,Enterobacter cloacae,550,S,292,545,837,0.00019,malt,fem,-3.721246399,1
29.unmapped,Enterobacter roggenkampii,1812935,S,31,54,85,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Enterobacter hormaechei,158836,S,26,166,192,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Enterobacter cloacae complex sp. FDA-CDC-AR_0164,2077136,S,20,18,38,1.00E-05,malt,fem,-5,1
29.unmapped,Enterobacter sp. SA187,1914861,S,24,3,27,1.00E-05,malt,fem,-5,1
29.unmapped,Kosakonia cowanii,208223,S,118,23,141,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Candidatus Riesia pediculicola,401619,S,68,21,89,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Raoultella ornithinolytica,54291,S,14,79,93,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Citrobacter freundii,546,S,28,38,66,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Buchnera aphidicola,9,S,4004,-2454,1550,0.00036,malt,fem,-3.443697499,1
29.unmapped,Pantoea sp. At-9b,592316,S,553,133,686,0.00016,malt,fem,-3.795880017,1
29.unmapped,Pantoea sp. PSNIH1,1484158,S,295,339,634,0.00015,malt,fem,-3.823908741,1
29.unmapped,Candidatus Pantoea carbekii,1235990,S,139,14,153,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Pantoea ananatis,553,S,95,43,138,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Pantoea gaviniae,665914,S,13,12,25,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Erwinia sp. ErCipseudotaxifoliae,1922217,S,277,7,284,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Erwinia pyrifoliae,79967,S,71,32,103,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Wigglesworthia glossinidia,51229,S,341,18,359,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Tatumella ptyseos,82987,S,166,33,199,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Yersinia pestis,632,S,212,143494,143706,0.03335,malt,fem,-1.476904162,1
29.unmapped,Yersinia pseudotuberculosis,633,S,42,173,215,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Yersinia enterocolitica,630,S,222,24,246,6.00E-05,malt,fem,-4.22184875,1
29.unmapped,Yersinia frederiksenii,29484,S,29,117,146,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Serratia sp. FGI94,671990,S,143,43,186,4.00E-05,malt,fem,-4.397940009,1
29.unmapped,Serratia plymuthica,82996,S,56,299,355,8.00E-05,malt,fem,-4.096910013,1
29.unmapped,Serratia rubidaea,61652,S,50,23,73,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Serratia marcescens,615,S,37,99,136,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Proteus mirabilis,584,S,280,289,569,0.00013,malt,fem,-3.886056648,1
29.unmapped,Providencia alcalifaciens,126385,S,69,40,109,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Providencia stuartii,588,S,19,20,39,1.00E-05,malt,fem,-5,1
29.unmapped,Providencia rettgeri,587,S,11,22,33,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Arsenophonus lipoptenae,634113,S,124,7,131,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Xenorhabdus doucetiae,351671,S,70,9,79,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Xenorhabdus poinarii,40577,S,20,3,23,1.00E-05,malt,fem,-5,1
29.unmapped,Photorhabdus asymbiotica,291112,S,94,18,112,3.00E-05,malt,fem,-4.522878745,1
29.unmapped,Morganella morganii,582,S,41,12,53,1.00E-05,malt,fem,-5,1
29.unmapped,Candidatus Sodalis pierantonius,1486991,S,167,44,211,5.00E-05,malt,fem,-4.301029996,1
29.unmapped,Sodalis praecaptivus,1239307,S,76,25,101,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Sodalis endosymbiont of Henestaris halophilus,1929246,S,41,1,42,1.00E-05,malt,fem,-5,1
29.unmapped,Dickeya zeae,204042,S,20,14,34,1.00E-05,malt,fem,-5,1
29.unmapped,Pectobacterium carotovorum,554,S,10,36,46,1.00E-05,malt,fem,-5,1
29.unmapped,Lonsdalea britannica,1082704,S,12,12,24,1.00E-05,malt,fem,-5,1
29.unmapped,Edwardsiella ictaluri,67780,S,126,352,478,0.00011,malt,fem,-3.958607315,1
29.unmapped,Plesiomonas shigelloides,703,S,56,15,71,2.00E-05,malt,fem,-4.698970004,1
29.unmapped,Pragia fontium,82985,S,26,4,30,1.00E-05,malt,fem,-5,1
29.unmapped,Legionella sainthelensi,28087,S,1120,1052,2172,5.00E-04,malt,fem,-3.301029996,1
29.unmapped,Legionella fallonii,96230,S,1082,99,1181,0.00027,malt,fem,-3.568636236,1
29.unmapped,Legionella oakridgensis,29423,S,655,74,729,0.00017,malt,fem,-3.769551079,1
29.unmapped,Legionella endosymbiont of Polyplax serrata,2005262,S,644,46,690,0.00016,malt,fem,-3.795880017,1
29.unmapped,Legionella clemsonensis,1867846,S,571,125,696,0.00016,malt,fem,-3.795880017,1
29.unmapped,Legionella spiritensis,452,S,253,52,305,7.00E-05,malt,fem,-4.15490196,1
29.unmapped,Legionella pneumophila,446,S,186,10882,11068,0.00257,malt,fem,-2.590066877,1
