name,rank,id,species
Terrabacteria group,clade,1783272,Kocuria palustris
Actinobacteria,phylum,201174,Kocuria palustris
Actinomycetia,class,1760,Kocuria palustris
Micrococcales,order,85006,Kocuria palustris
Micrococcaceae,family,1268,Kocuria palustris
Kocuria,genus,57493,Kocuria palustris
Kocuria palustris,species,71999,Kocuria palustris
cellular organisms,no rank,131567,Micrococcus luteus
Bacteria,superkingdom,2,Micrococcus luteus
Terrabacteria group,clade,1783272,Micrococcus luteus
Actinobacteria,phylum,201174,Micrococcus luteus
Actinomycetia,class,1760,Micrococcus luteus
Micrococcales,order,85006,Micrococcus luteus
Micrococcaceae,family,1268,Micrococcus luteus
Micrococcus,genus,1269,Micrococcus luteus
Micrococcus luteus,species,1270,Micrococcus luteus
cellular organisms,no rank,131567,Rothia mucilaginosa
Bacteria,superkingdom,2,Rothia mucilaginosa
Terrabacteria group,clade,1783272,Rothia mucilaginosa
Actinobacteria,phylum,201174,Rothia mucilaginosa
Actinomycetia,class,1760,Rothia mucilaginosa
Micrococcales,order,85006,Rothia mucilaginosa
Micrococcaceae,family,1268,Rothia mucilaginosa
Rothia,genus,32207,Rothia mucilaginosa
Rothia mucilaginosa,species,43675,Rothia mucilaginosa
cellular organisms,no rank,131567,Rhodococcus ruber
Bacteria,superkingdom,2,Rhodococcus ruber
Terrabacteria group,clade,1783272,Rhodococcus ruber
Actinobacteria,phylum,201174,Rhodococcus ruber
Actinomycetia,class,1760,Rhodococcus ruber
Corynebacteriales,order,85007,Rhodococcus ruber
Nocardiaceae,family,85025,Rhodococcus ruber
Rhodococcus,genus,1827,Rhodococcus ruber
Rhodococcus ruber,species,1830,Rhodococcus ruber
cellular organisms,no rank,131567,Dietzia psychralcaliphila
Bacteria,superkingdom,2,Dietzia psychralcaliphila
Terrabacteria group,clade,1783272,Dietzia psychralcaliphila
Actinobacteria,phylum,201174,Dietzia psychralcaliphila
Actinomycetia,class,1760,Dietzia psychralcaliphila
Corynebacteriales,order,85007,Dietzia psychralcaliphila
Dietziaceae,family,85029,Dietzia psychralcaliphila
Dietzia,genus,37914,Dietzia psychralcaliphila
Dietzia psychralcaliphila,species,139021,Dietzia psychralcaliphila
cellular organisms,no rank,131567,Cutibacterium acnes
Bacteria,superkingdom,2,Cutibacterium acnes
Terrabacteria group,clade,1783272,Cutibacterium acnes
Actinobacteria,phylum,201174,Cutibacterium acnes
Actinomycetia,class,1760,Cutibacterium acnes
Propionibacteriales,order,85009,Cutibacterium acnes
Propionibacteriaceae,family,31957,Cutibacterium acnes
Cutibacterium,genus,1912216,Cutibacterium acnes
Cutibacterium acnes,species,1747,Cutibacterium acnes
cellular organisms,no rank,131567,Nocardioides sp. 78
Bacteria,superkingdom,2,Nocardioides sp. 78
Terrabacteria group,clade,1783272,Nocardioides sp. 78
Actinobacteria,phylum,201174,Nocardioides sp. 78
Actinomycetia,class,1760,Nocardioides sp. 78
Propionibacteriales,order,85009,Nocardioides sp. 78
Nocardioidaceae,family,85015,Nocardioides sp. 78
Nocardioides,genus,1839,Nocardioides sp. 78
Nocardioides houyundeii,species,2045452,Nocardioides sp. 78
cellular organisms,no rank,131567,Actinopolymorpha singaporensis
Bacteria,superkingdom,2,Actinopolymorpha singaporensis
Terrabacteria group,clade,1783272,Actinopolymorpha singaporensis
Actinobacteria,phylum,201174,Actinopolymorpha singaporensis
Actinomycetia,class,1760,Actinopolymorpha singaporensis
Propionibacteriales,order,85009,Actinopolymorpha singaporensis
Actinopolymorphaceae,family,2805400,Actinopolymorpha singaporensis
Actinopolymorpha,genus,117156,Actinopolymorpha singaporensis
Actinopolymorpha singaporensis,species,117157,Actinopolymorpha singaporensis
cellular organisms,no rank,131567,Bifidobacterium animalis
Bacteria,superkingdom,2,Bifidobacterium animalis
Terrabacteria group,clade,1783272,Bifidobacterium animalis
Actinobacteria,phylum,201174,Bifidobacterium animalis
Actinomycetia,class,1760,Bifidobacterium animalis
Bifidobacteriales,order,85004,Bifidobacterium animalis
Bifidobacteriaceae,family,31953,Bifidobacterium animalis
Bifidobacterium,genus,1678,Bifidobacterium animalis
Bifidobacterium animalis,species,28025,Bifidobacterium animalis
cellular organisms,no rank,131567,Actinobacteria bacterium IMCC26256
Bacteria,superkingdom,2,Actinobacteria bacterium IMCC26256
Terrabacteria group,clade,1783272,Actinobacteria bacterium IMCC26256
Actinobacteria,phylum,201174,Actinobacteria bacterium IMCC26256
Actinomycetia,class,1760,Actinobacteria bacterium IMCC26256
unclassified Actinomycetia,no rank,52018,Actinobacteria bacterium IMCC26256
Actinobacteria bacterium IMCC26256,species,1650658,Actinobacteria bacterium IMCC26256
cellular organisms,no rank,131567,Conexibacter woesei
Bacteria,superkingdom,2,Conexibacter woesei
Terrabacteria group,clade,1783272,Conexibacter woesei
Actinobacteria,phylum,201174,Conexibacter woesei
Thermoleophilia,class,1497346,Conexibacter woesei
Solirubrobacterales,order,588673,Conexibacter woesei
Conexibacteraceae,family,320583,Conexibacter woesei
Conexibacter,genus,191494,Conexibacter woesei
Conexibacter woesei,species,191495,Conexibacter woesei
cellular organisms,no rank,131567,Acidimicrobium ferrooxidans
Bacteria,superkingdom,2,Acidimicrobium ferrooxidans
Terrabacteria group,clade,1783272,Acidimicrobium ferrooxidans
Actinobacteria,phylum,201174,Acidimicrobium ferrooxidans
Acidimicrobiia,class,84992,Acidimicrobium ferrooxidans
Acidimicrobiales,order,84993,Acidimicrobium ferrooxidans
Acidimicrobiaceae,family,84994,Acidimicrobium ferrooxidans
Acidimicrobium,genus,53634,Acidimicrobium ferrooxidans
Acidimicrobium ferrooxidans,species,53635,Acidimicrobium ferrooxidans
cellular organisms,no rank,131567,Bacillus atrophaeus
Bacteria,superkingdom,2,Bacillus atrophaeus
Terrabacteria group,clade,1783272,Bacillus atrophaeus
Firmicutes,phylum,1239,Bacillus atrophaeus
Bacilli,class,91061,Bacillus atrophaeus
Bacillales,order,1385,Bacillus atrophaeus
Bacillaceae,family,186817,Bacillus atrophaeus
Bacillus,genus,1386,Bacillus atrophaeus
Bacillus subtilis group,species group,653685,Bacillus atrophaeus
Bacillus atrophaeus,species,1452,Bacillus atrophaeus
cellular organisms,no rank,131567,Bacillus subtilis
Bacteria,superkingdom,2,Bacillus subtilis
Terrabacteria group,clade,1783272,Bacillus subtilis
Firmicutes,phylum,1239,Bacillus subtilis
Bacilli,class,91061,Bacillus subtilis
Bacillales,order,1385,Bacillus subtilis
Bacillaceae,family,186817,Bacillus subtilis
Bacillus,genus,1386,Bacillus subtilis
Bacillus subtilis group,species group,653685,Bacillus subtilis
Bacillus subtilis,species,1423,Bacillus subtilis
cellular organisms,no rank,131567,Bacillus velezensis
Bacteria,superkingdom,2,Bacillus velezensis
Terrabacteria group,clade,1783272,Bacillus velezensis
Firmicutes,phylum,1239,Bacillus velezensis
Bacilli,class,91061,Bacillus velezensis
Bacillales,order,1385,Bacillus velezensis
Bacillaceae,family,186817,Bacillus velezensis
Bacillus,genus,1386,Bacillus velezensis
Bacillus subtilis group,species group,653685,Bacillus velezensis
Bacillus amyloliquefaciens group,species subgroup,1938374,Bacillus velezensis
Bacillus velezensis,species,492670,Bacillus velezensis
cellular organisms,no rank,131567,Bacillus cereus
Bacteria,superkingdom,2,Bacillus cereus
Terrabacteria group,clade,1783272,Bacillus cereus
Firmicutes,phylum,1239,Bacillus cereus
Bacilli,class,91061,Bacillus cereus
Bacillales,order,1385,Bacillus cereus
Bacillaceae,family,186817,Bacillus cereus
Bacillus,genus,1386,Bacillus cereus
Bacillus cereus group,species group,86661,Bacillus cereus
Bacillus cereus,species,1396,Bacillus cereus
cellular organisms,no rank,131567,Bacillus thuringiensis
Bacteria,superkingdom,2,Bacillus thuringiensis
Terrabacteria group,clade,1783272,Bacillus thuringiensis
Firmicutes,phylum,1239,Bacillus thuringiensis
Bacilli,class,91061,Bacillus thuringiensis
Bacillales,order,1385,Bacillus thuringiensis
Bacillaceae,family,186817,Bacillus thuringiensis
Bacillus,genus,1386,Bacillus thuringiensis
Bacillus cereus group,species group,86661,Bacillus thuringiensis
Bacillus thuringiensis,species,1428,Bacillus thuringiensis
cellular organisms,no rank,131567,Bacillus anthracis
Bacteria,superkingdom,2,Bacillus anthracis
Terrabacteria group,clade,1783272,Bacillus anthracis
Firmicutes,phylum,1239,Bacillus anthracis
Bacilli,class,91061,Bacillus anthracis
Bacillales,order,1385,Bacillus anthracis
Bacillaceae,family,186817,Bacillus anthracis
Bacillus,genus,1386,Bacillus anthracis
Bacillus cereus group,species group,86661,Bacillus anthracis
Bacillus anthracis,species,1392,Bacillus anthracis
cellular organisms,no rank,131567,Bacillus sp. FJAT-14266
Bacteria,superkingdom,2,Bacillus sp. FJAT-14266
Terrabacteria group,clade,1783272,Bacillus sp. FJAT-14266
Firmicutes,phylum,1239,Bacillus sp. FJAT-14266
Bacilli,class,91061,Bacillus sp. FJAT-14266
Bacillales,order,1385,Bacillus sp. FJAT-14266
Bacillaceae,family,186817,Bacillus sp. FJAT-14266
Bacillus,genus,1386,Bacillus sp. FJAT-14266
unclassified Bacillus (in: Bacteria),no rank,185979,Bacillus sp. FJAT-14266
Bacillus sp. FJAT-14266,species,1837130,Bacillus sp. FJAT-14266
cellular organisms,no rank,131567,Staphylococcus aureus
Bacteria,superkingdom,2,Staphylococcus aureus
Terrabacteria group,clade,1783272,Staphylococcus aureus
Firmicutes,phylum,1239,Staphylococcus aureus
Bacilli,class,91061,Staphylococcus aureus
Bacillales,order,1385,Staphylococcus aureus
Staphylococcaceae,family,90964,Staphylococcus aureus
Staphylococcus,genus,1279,Staphylococcus aureus
Staphylococcus aureus,species,1280,Staphylococcus aureus
cellular organisms,no rank,131567,Streptococcus pneumoniae
Bacteria,superkingdom,2,Streptococcus pneumoniae
Terrabacteria group,clade,1783272,Streptococcus pneumoniae
Firmicutes,phylum,1239,Streptococcus pneumoniae
Bacilli,class,91061,Streptococcus pneumoniae
Lactobacillales,order,186826,Streptococcus pneumoniae
Streptococcaceae,family,1300,Streptococcus pneumoniae
Streptococcus,genus,1301,Streptococcus pneumoniae
Streptococcus pneumoniae,species,1313,Streptococcus pneumoniae
cellular organisms,no rank,131567,Streptococcus pyogenes
Bacteria,superkingdom,2,Streptococcus pyogenes
Terrabacteria group,clade,1783272,Streptococcus pyogenes
Firmicutes,phylum,1239,Streptococcus pyogenes
Bacilli,class,91061,Streptococcus pyogenes
Lactobacillales,order,186826,Streptococcus pyogenes
Streptococcaceae,family,1300,Streptococcus pyogenes
Streptococcus,genus,1301,Streptococcus pyogenes
Streptococcus pyogenes,species,1314,Streptococcus pyogenes
cellular organisms,no rank,131567,Lactococcus lactis
Bacteria,superkingdom,2,Lactococcus lactis
Terrabacteria group,clade,1783272,Lactococcus lactis
Firmicutes,phylum,1239,Lactococcus lactis
Bacilli,class,91061,Lactococcus lactis
Lactobacillales,order,186826,Lactococcus lactis
Streptococcaceae,family,1300,Lactococcus lactis
Lactococcus,genus,1357,Lactococcus lactis
Lactococcus lactis,species,1358,Lactococcus lactis
cellular organisms,no rank,131567,Clostridium botulinum
Bacteria,superkingdom,2,Clostridium botulinum
Terrabacteria group,clade,1783272,Clostridium botulinum
Firmicutes,phylum,1239,Clostridium botulinum
Clostridia,class,186801,Clostridium botulinum
Eubacteriales,order,186802,Clostridium botulinum
Clostridiaceae,family,31979,Clostridium botulinum
Clostridium,genus,1485,Clostridium botulinum
Clostridium botulinum,species,1491,Clostridium botulinum
cellular organisms,no rank,131567,Eubacterium
Bacteria,superkingdom,2,Eubacterium
Terrabacteria group,clade,1783272,Eubacterium
Firmicutes,phylum,1239,Eubacterium
Clostridia,class,186801,Eubacterium
Eubacteriales,order,186802,Eubacterium
Eubacteriaceae,family,186806,Eubacterium
Eubacterium,genus,1730,Eubacterium
cellular organisms,no rank,131567,Anaerostipes hadrus
Bacteria,superkingdom,2,Anaerostipes hadrus
Terrabacteria group,clade,1783272,Anaerostipes hadrus
Firmicutes,phylum,1239,Anaerostipes hadrus
Clostridia,class,186801,Anaerostipes hadrus
Eubacteriales,order,186802,Anaerostipes hadrus
Lachnospiraceae,family,186803,Anaerostipes hadrus
Anaerostipes,genus,207244,Anaerostipes hadrus
Anaerostipes hadrus,species,649756,Anaerostipes hadrus
cellular organisms,no rank,131567,Faecalibacterium prausnitzii
Bacteria,superkingdom,2,Faecalibacterium prausnitzii
Terrabacteria group,clade,1783272,Faecalibacterium prausnitzii
Firmicutes,phylum,1239,Faecalibacterium prausnitzii
Clostridia,class,186801,Faecalibacterium prausnitzii
Eubacteriales,order,186802,Faecalibacterium prausnitzii
Oscillospiraceae,family,216572,Faecalibacterium prausnitzii
Faecalibacterium,genus,216851,Faecalibacterium prausnitzii
Faecalibacterium prausnitzii,species,853,Faecalibacterium prausnitzii
cellular organisms,no rank,131567,Ruminococcus champanellensis
Bacteria,superkingdom,2,Ruminococcus champanellensis
Terrabacteria group,clade,1783272,Ruminococcus champanellensis
Firmicutes,phylum,1239,Ruminococcus champanellensis
Clostridia,class,186801,Ruminococcus champanellensis
Eubacteriales,order,186802,Ruminococcus champanellensis
Oscillospiraceae,family,216572,Ruminococcus champanellensis
Ruminococcus,genus,1263,Ruminococcus champanellensis
Ruminococcus champanellensis,species,1161942,Ruminococcus champanellensis
cellular organisms,no rank,131567,Flavonifractor plautii
Bacteria,superkingdom,2,Flavonifractor plautii
Terrabacteria group,clade,1783272,Flavonifractor plautii
Firmicutes,phylum,1239,Flavonifractor plautii
Clostridia,class,186801,Flavonifractor plautii
Eubacteriales,order,186802,Flavonifractor plautii
Oscillospiraceae,family,216572,Flavonifractor plautii
Flavonifractor,genus,946234,Flavonifractor plautii
Flavonifractor plautii,species,292800,Flavonifractor plautii
cellular organisms,no rank,131567,Eubacterium
Bacteria,superkingdom,2,Eubacterium
Terrabacteria group,clade,1783272,Eubacterium
Firmicutes,phylum,1239,Eubacterium
Clostridia,class,186801,Eubacterium
Eubacteriales,order,186802,Eubacterium
Eubacteriaceae,family,186806,Eubacterium
Eubacterium,genus,1730,Eubacterium
cellular organisms,no rank,131567,Clostridioides difficile
Bacteria,superkingdom,2,Clostridioides difficile
Terrabacteria group,clade,1783272,Clostridioides difficile
Firmicutes,phylum,1239,Clostridioides difficile
Clostridia,class,186801,Clostridioides difficile
Eubacteriales,order,186802,Clostridioides difficile
Peptostreptococcaceae,family,186804,Clostridioides difficile
Clostridioides,genus,1870884,Clostridioides difficile
Clostridioides difficile,species,1496,Clostridioides difficile
cellular organisms,no rank,131567,Oscillibacter sp. PEA192
Bacteria,superkingdom,2,Oscillibacter sp. PEA192
Terrabacteria group,clade,1783272,Oscillibacter sp. PEA192
Firmicutes,phylum,1239,Oscillibacter sp. PEA192
Clostridia,class,186801,Oscillibacter sp. PEA192
Eubacteriales,order,186802,Oscillibacter sp. PEA192
Oscillospiraceae,family,216572,Oscillibacter sp. PEA192
Oscillibacter,genus,459786,Oscillibacter sp. PEA192
unclassified Oscillibacter,no rank,2629304,Oscillibacter sp. PEA192
Oscillibacter sp. PEA192,species,2109687,Oscillibacter sp. PEA192
cellular organisms,no rank,131567,Megamonas hypermegale
Bacteria,superkingdom,2,Megamonas hypermegale
Terrabacteria group,clade,1783272,Megamonas hypermegale
Firmicutes,phylum,1239,Megamonas hypermegale
Negativicutes,class,909932,Megamonas hypermegale
Selenomonadales,order,909929,Megamonas hypermegale
Selenomonadaceae,family,1843491,Megamonas hypermegale
Megamonas,genus,158846,Megamonas hypermegale
Megamonas hypermegale,species,158847,Megamonas hypermegale
cellular organisms,no rank,131567,Dolichospermum compactum
Bacteria,superkingdom,2,Dolichospermum compactum
Terrabacteria group,clade,1783272,Dolichospermum compactum
Cyanobacteria/Melainabacteria group,clade,1798711,Dolichospermum compactum
Cyanobacteria,phylum,1117,Dolichospermum compactum
Nostocales,order,1161,Dolichospermum compactum
Aphanizomenonaceae,family,1892259,Dolichospermum compactum
Dolichospermum,genus,748770,Dolichospermum compactum
Dolichospermum compactum,species,136073,Dolichospermum compactum
cellular organisms,no rank,131567,Scytonema sp. HK-05
Bacteria,superkingdom,2,Scytonema sp. HK-05
Terrabacteria group,clade,1783272,Scytonema sp. HK-05
Cyanobacteria/Melainabacteria group,clade,1798711,Scytonema sp. HK-05
Cyanobacteria,phylum,1117,Scytonema sp. HK-05
Nostocales,order,1161,Scytonema sp. HK-05
Scytonemataceae,family,1182,Scytonema sp. HK-05
Scytonema,genus,1203,Scytonema sp. HK-05
unclassified Scytonema,no rank,2618749,Scytonema sp. HK-05
Scytonema sp. HK-05,species,1137095,Scytonema sp. HK-05
cellular organisms,no rank,131567,Chamaesiphon minutus
Bacteria,superkingdom,2,Chamaesiphon minutus
Terrabacteria group,clade,1783272,Chamaesiphon minutus
Cyanobacteria/Melainabacteria group,clade,1798711,Chamaesiphon minutus
Cyanobacteria,phylum,1117,Chamaesiphon minutus
Synechococcales,order,1890424,Chamaesiphon minutus
Chamaesiphonaceae,family,1890431,Chamaesiphon minutus
Chamaesiphon,genus,217161,Chamaesiphon minutus
Chamaesiphon minutus,species,1173032,Chamaesiphon minutus
cellular organisms,no rank,131567,Synechococcus
Bacteria,superkingdom,2,Synechococcus
Terrabacteria group,clade,1783272,Synechococcus
Cyanobacteria/Melainabacteria group,clade,1798711,Synechococcus
Cyanobacteria,phylum,1117,Synechococcus
Synechococcales,order,1890424,Synechococcus
Synechococcaceae,family,1890426,Synechococcus
Synechococcus,genus,1129,Synechococcus
cellular organisms,no rank,131567,Synechococcus sp. RCC307
Bacteria,superkingdom,2,Synechococcus sp. RCC307
Terrabacteria group,clade,1783272,Synechococcus sp. RCC307
Cyanobacteria/Melainabacteria group,clade,1798711,Synechococcus sp. RCC307
Cyanobacteria,phylum,1117,Synechococcus sp. RCC307
Synechococcales,order,1890424,Synechococcus sp. RCC307
Synechococcaceae,family,1890426,Synechococcus sp. RCC307
Synechococcus,genus,1129,Synechococcus sp. RCC307
unclassified Synechococcus,no rank,2626047,Synechococcus sp. RCC307
Synechococcus sp. RCC307,species,316278,Synechococcus sp. RCC307
cellular organisms,no rank,131567,Synechococcus sp. PCC 6312
Bacteria,superkingdom,2,Synechococcus sp. PCC 6312
Terrabacteria group,clade,1783272,Synechococcus sp. PCC 6312
Cyanobacteria/Melainabacteria group,clade,1798711,Synechococcus sp. PCC 6312
Cyanobacteria,phylum,1117,Synechococcus sp. PCC 6312
Synechococcales,order,1890424,Synechococcus sp. PCC 6312
Synechococcaceae,family,1890426,Synechococcus sp. PCC 6312
Synechococcus,genus,1129,Synechococcus sp. PCC 6312
unclassified Synechococcus,no rank,2626047,Synechococcus sp. PCC 6312
Synechococcus sp. PCC 6312,species,195253,Synechococcus sp. PCC 6312
cellular organisms,no rank,131567,Leptolyngbya sp. NIES-3755
Bacteria,superkingdom,2,Leptolyngbya sp. NIES-3755
Terrabacteria group,clade,1783272,Leptolyngbya sp. NIES-3755
Cyanobacteria/Melainabacteria group,clade,1798711,Leptolyngbya sp. NIES-3755
Cyanobacteria,phylum,1117,Leptolyngbya sp. NIES-3755
Pseudanabaenales,order,2881377,Leptolyngbya sp. NIES-3755
Leptolyngbyaceae,family,1890438,Leptolyngbya sp. NIES-3755
Leptolyngbya,genus,47251,Leptolyngbya sp. NIES-3755
unclassified Leptolyngbya,no rank,2650499,Leptolyngbya sp. NIES-3755
Leptolyngbya sp. NIES-3755,species,1752064,Leptolyngbya sp. NIES-3755
cellular organisms,no rank,131567,Leptolyngbya sp. PCC 7376
Bacteria,superkingdom,2,Leptolyngbya sp. PCC 7376
Terrabacteria group,clade,1783272,Leptolyngbya sp. PCC 7376
Cyanobacteria/Melainabacteria group,clade,1798711,Leptolyngbya sp. PCC 7376
Cyanobacteria,phylum,1117,Leptolyngbya sp. PCC 7376
Pseudanabaenales,order,2881377,Leptolyngbya sp. PCC 7376
Leptolyngbyaceae,family,1890438,Leptolyngbya sp. PCC 7376
Leptolyngbya,genus,47251,Leptolyngbya sp. PCC 7376
unclassified Leptolyngbya,no rank,2650499,Leptolyngbya sp. PCC 7376
Leptolyngbya sp. PCC 7376,species,111781,Leptolyngbya sp. PCC 7376
cellular organisms,no rank,131567,Oscillatoria nigro-viridis
Bacteria,superkingdom,2,Oscillatoria nigro-viridis
Terrabacteria group,clade,1783272,Oscillatoria nigro-viridis
Cyanobacteria/Melainabacteria group,clade,1798711,Oscillatoria nigro-viridis
Cyanobacteria,phylum,1117,Oscillatoria nigro-viridis
Oscillatoriophycideae,subclass,1301283,Oscillatoria nigro-viridis
Oscillatoriales,order,1150,Oscillatoria nigro-viridis
Oscillatoriaceae,family,1892254,Oscillatoria nigro-viridis
Oscillatoria,genus,1158,Oscillatoria nigro-viridis
Oscillatoria nigro-viridis,species,482564,Oscillatoria nigro-viridis
cellular organisms,no rank,131567,Crinalium epipsammum
Bacteria,superkingdom,2,Crinalium epipsammum
Terrabacteria group,clade,1783272,Crinalium epipsammum
Cyanobacteria/Melainabacteria group,clade,1798711,Crinalium epipsammum
Cyanobacteria,phylum,1117,Crinalium epipsammum
Oscillatoriophycideae,subclass,1301283,Crinalium epipsammum
Oscillatoriales,order,1150,Crinalium epipsammum
Gomontiellaceae,family,1892255,Crinalium epipsammum
Crinalium,genus,241421,Crinalium epipsammum
Crinalium epipsammum,species,241425,Crinalium epipsammum
cellular organisms,no rank,131567,Geitlerinema sp. PCC 7407
Bacteria,superkingdom,2,Geitlerinema sp. PCC 7407
Terrabacteria group,clade,1783272,Geitlerinema sp. PCC 7407
Cyanobacteria/Melainabacteria group,clade,1798711,Geitlerinema sp. PCC 7407
Cyanobacteria,phylum,1117,Geitlerinema sp. PCC 7407
Oscillatoriophycideae,subclass,1301283,Geitlerinema sp. PCC 7407
Oscillatoriales,order,1150,Geitlerinema sp. PCC 7407
Coleofasciculaceae,family,1892251,Geitlerinema sp. PCC 7407
Geitlerinema,genus,63132,Geitlerinema sp. PCC 7407
unclassified Geitlerinema,no rank,2648775,Geitlerinema sp. PCC 7407
Geitlerinema sp. PCC 7407,species,1173025,Geitlerinema sp. PCC 7407
cellular organisms,no rank,131567,Chondrocystis sp. NIES-4102
Bacteria,superkingdom,2,Chondrocystis sp. NIES-4102
Terrabacteria group,clade,1783272,Chondrocystis sp. NIES-4102
Cyanobacteria/Melainabacteria group,clade,1798711,Chondrocystis sp. NIES-4102
Cyanobacteria,phylum,1117,Chondrocystis sp. NIES-4102
Oscillatoriophycideae,subclass,1301283,Chondrocystis sp. NIES-4102
Chroococcales,order,1118,Chondrocystis sp. NIES-4102
Chroococcaceae,family,1890464,Chondrocystis sp. NIES-4102
Chondrocystis,genus,268175,Chondrocystis sp. NIES-4102
unclassified Chondrocystis,no rank,2648896,Chondrocystis sp. NIES-4102
Chondrocystis sp. NIES-4102,species,2005460,Chondrocystis sp. NIES-4102
cellular organisms,no rank,131567,Brevefilum fermentans
Bacteria,superkingdom,2,Brevefilum fermentans
Terrabacteria group,clade,1783272,Brevefilum fermentans
Chloroflexi,phylum,200795,Brevefilum fermentans
Anaerolineae,class,292625,Brevefilum fermentans
Anaerolineales,order,292629,Brevefilum fermentans
Anaerolineaceae,family,292628,Brevefilum fermentans
Brevefilum,genus,2019482,Brevefilum fermentans
Brevefilum fermentans,species,1986204,Brevefilum fermentans
cellular organisms,no rank,131567,Anaerolinea thermophila
Bacteria,superkingdom,2,Anaerolinea thermophila
Terrabacteria group,clade,1783272,Anaerolinea thermophila
Chloroflexi,phylum,200795,Anaerolinea thermophila
Anaerolineae,class,292625,Anaerolinea thermophila
Anaerolineales,order,292629,Anaerolinea thermophila
Anaerolineaceae,family,292628,Anaerolinea thermophila
Anaerolinea,genus,233189,Anaerolinea thermophila
Anaerolinea thermophila,species,167964,Anaerolinea thermophila
cellular organisms,no rank,131567,Mycoplasma
Bacteria,superkingdom,2,Mycoplasma
Terrabacteria group,clade,1783272,Mycoplasma
Tenericutes,phylum,544448,Mycoplasma
Mollicutes,class,31969,Mycoplasma
Mycoplasmatales,order,2085,Mycoplasma
Mycoplasmataceae,family,2092,Mycoplasma
Mycoplasma,genus,2093,Mycoplasma
cellular organisms,no rank,131567,Candidatus Phytoplasma mali
Bacteria,superkingdom,2,Candidatus Phytoplasma mali
Terrabacteria group,clade,1783272,Candidatus Phytoplasma mali
Tenericutes,phylum,544448,Candidatus Phytoplasma mali
Mollicutes,class,31969,Candidatus Phytoplasma mali
Acholeplasmatales,order,186329,Candidatus Phytoplasma mali
Acholeplasmataceae,family,2146,Candidatus Phytoplasma mali
Candidatus Phytoplasma,genus,33926,Candidatus Phytoplasma mali
16SrX (Apple proliferation group),species group,85630,Candidatus Phytoplasma mali
Candidatus Phytoplasma mali,species,37692,Candidatus Phytoplasma mali
cellular organisms,no rank,131567,Truepera radiovictrix
Bacteria,superkingdom,2,Truepera radiovictrix
Terrabacteria group,clade,1783272,Truepera radiovictrix
Deinococcus-Thermus,phylum,1297,Truepera radiovictrix
Deinococci,class,188787,Truepera radiovictrix
Trueperales,order,2762275,Truepera radiovictrix
Trueperaceae,family,332247,Truepera radiovictrix
Truepera,genus,332248,Truepera radiovictrix
Truepera radiovictrix,species,332249,Truepera radiovictrix
cellular organisms,no rank,131567,Fimbriimonas ginsengisoli
Bacteria,superkingdom,2,Fimbriimonas ginsengisoli
Terrabacteria group,clade,1783272,Fimbriimonas ginsengisoli
Armatimonadetes,phylum,67819,Fimbriimonas ginsengisoli
Fimbriimonadia,class,1663419,Fimbriimonas ginsengisoli
Fimbriimonadales,order,1663425,Fimbriimonas ginsengisoli
Fimbriimonadaceae,family,1663426,Fimbriimonas ginsengisoli
Fimbriimonas,genus,1005038,Fimbriimonas ginsengisoli
Fimbriimonas ginsengisoli,species,1005039,Fimbriimonas ginsengisoli
cellular organisms,no rank,131567,Flavobacterium faecale
Bacteria,superkingdom,2,Flavobacterium faecale
FCB group,clade,1783270,Flavobacterium faecale
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium faecale
Bacteroidetes,phylum,976,Flavobacterium faecale
Flavobacteriia,class,117743,Flavobacterium faecale
Flavobacteriales,order,200644,Flavobacterium faecale
Flavobacteriaceae,family,49546,Flavobacterium faecale
Flavobacterium,genus,237,Flavobacterium faecale
Flavobacterium faecale,species,1355330,Flavobacterium faecale
cellular organisms,no rank,131567,Flavobacterium branchiophilum
Bacteria,superkingdom,2,Flavobacterium branchiophilum
FCB group,clade,1783270,Flavobacterium branchiophilum
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium branchiophilum
Bacteroidetes,phylum,976,Flavobacterium branchiophilum
Flavobacteriia,class,117743,Flavobacterium branchiophilum
Flavobacteriales,order,200644,Flavobacterium branchiophilum
Flavobacteriaceae,family,49546,Flavobacterium branchiophilum
Flavobacterium,genus,237,Flavobacterium branchiophilum
Flavobacterium branchiophilum,species,55197,Flavobacterium branchiophilum
cellular organisms,no rank,131567,Flavobacterium sp. HYN0049
Bacteria,superkingdom,2,Flavobacterium sp. HYN0049
FCB group,clade,1783270,Flavobacterium sp. HYN0049
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium sp. HYN0049
Bacteroidetes,phylum,976,Flavobacterium sp. HYN0049
Flavobacteriia,class,117743,Flavobacterium sp. HYN0049
Flavobacteriales,order,200644,Flavobacterium sp. HYN0049
Flavobacteriaceae,family,49546,Flavobacterium sp. HYN0049
Flavobacterium,genus,237,Flavobacterium sp. HYN0049
Flavobacterium pallidum,species,2172098,Flavobacterium sp. HYN0049
cellular organisms,no rank,131567,Flavobacterium psychrophilum
Bacteria,superkingdom,2,Flavobacterium psychrophilum
FCB group,clade,1783270,Flavobacterium psychrophilum
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium psychrophilum
Bacteroidetes,phylum,976,Flavobacterium psychrophilum
