Phylum,case,fraction_total_reads,group,sex
Firmicutes,17.unmapped,5.74E-05,control,male
Firmicutes,25.unmapped,4.11E-05,control,fem
Verrucomicrobia,28.unmapped,7.79E-05,malt,fem
Verrucomicrobia,27.unmapped,4.37E-05,malt,fem
Verrucomicrobia,19.unmapped,6.85E-05,control,male
Verrucomicrobia,29.unmapped,8.65E-05,malt,fem
Verrucomicrobia,18.unmapped,8.48E-05,control,male
Verrucomicrobia,17.unmapped,0.000101907,control,male
Verrucomicrobia,22.unmapped,9.08E-05,malt,male
Actinobacteria,21.unmapped,0.000100194,malt,male
Actinobacteria,24.unmapped,9.16E-05,control,fem
Actinobacteria,26.unmapped,8.73E-05,control,fem
Bacteroidota,17.unmapped,4.88E-05,control,male
Bacteroidota,28.unmapped,4.45E-05,malt,fem
Bacteroidota,18.unmapped,4.37E-05,control,male
Bacteroidota,29.unmapped,9.59E-05,malt,fem
Bacteroidota,22.unmapped,6.59E-05,malt,male
Proteobacteria,18.unmapped,8.14E-05,control,male
Proteobacteria,28.unmapped,9.85E-05,malt,fem
Proteobacteria,22.unmapped,7.19E-05,malt,male
Proteobacteria,24.unmapped,8.73E-05,control,fem
Proteobacteria,27.unmapped,0.000228648,malt,fem
Proteobacteria,25.unmapped,0.000208952,control,fem
Proteobacteria,26.unmapped,6.68E-05,control,fem
Proteobacteria,29.unmapped,0.000220085,malt,fem
Proteobacteria,19.unmapped,0.000177267,control,male
Proteobacteria,17.unmapped,0.000116465,control,male
Proteobacteria,21.unmapped,8.56E-05,malt,male
Proteobacteria,20.unmapped,7.71E-05,control,male
Proteobacteria,29.unmapped,4.28E-05,malt,fem
Cyanobacteria,24.unmapped,5.22E-05,control,fem
Cyanobacteria,26.unmapped,4.11E-05,control,fem
Cyanobacteria,25.unmapped,5.65E-05,control,fem
Cyanobacteria,24.unmapped,6.25E-05,control,fem
Cyanobacteria,25.unmapped,5.91E-05,control,fem
Cyanobacteria,26.unmapped,5.40E-05,control,fem
Proteobacteria,21.unmapped,0.000274892,malt,male
Proteobacteria,27.unmapped,0.000345113,malt,fem
Proteobacteria,29.unmapped,0.000523236,malt,fem
Proteobacteria,19.unmapped,0.000530087,control,male
Proteobacteria,22.unmapped,0.000534369,malt,male
Proteobacteria,23.unmapped,0.000209808,malt,male
Proteobacteria,18.unmapped,0.000704785,control,male
Proteobacteria,28.unmapped,0.000570336,malt,fem
Proteobacteria,20.unmapped,0.000174698,control,male
Proteobacteria,26.unmapped,0.000304008,control,fem
Proteobacteria,25.unmapped,0.000164421,control,fem
Proteobacteria,17.unmapped,0.000599453,control,male
Proteobacteria,24.unmapped,0.000190112,control,fem
Fusobacteria,21.unmapped,4.45E-05,malt,male
Fusobacteria,26.unmapped,5.99E-05,control,fem
Fusobacteria,26.unmapped,0.000114752,control,fem
Fusobacteria,21.unmapped,4.62E-05,malt,male
Proteobacteria,17.unmapped,0.000169559,control,male
Proteobacteria,21.unmapped,0.000483844,malt,male
Proteobacteria,27.unmapped,7.88E-05,malt,fem
Proteobacteria,25.unmapped,0.000537795,control,fem
Proteobacteria,28.unmapped,0.000144725,malt,fem
Proteobacteria,18.unmapped,0.000108758,control,male
Proteobacteria,23.unmapped,5.65E-05,malt,male
Proteobacteria,19.unmapped,0.000130167,control,male
Proteobacteria,22.unmapped,0.000131023,malt,male
Proteobacteria,20.unmapped,0.000517242,control,male
Proteobacteria,29.unmapped,0.000114752,malt,fem
Proteobacteria,24.unmapped,0.000564342,control,fem
Proteobacteria,26.unmapped,0.000670531,control,fem
Proteobacteria,19.unmapped,0.000107901,control,male
Proteobacteria,27.unmapped,0.000119034,malt,fem
Proteobacteria,21.unmapped,0.000579756,malt,male
Proteobacteria,24.unmapped,0.000665392,control,fem
Proteobacteria,22.unmapped,0.000149007,malt,male
Proteobacteria,17.unmapped,0.000208952,control,male
Proteobacteria,18.unmapped,0.000180692,control,male
Proteobacteria,29.unmapped,0.000144725,malt,fem
Proteobacteria,26.unmapped,0.000858074,control,fem
Proteobacteria,25.unmapped,0.000679951,control,fem
Proteobacteria,20.unmapped,0.00059774,control,male
Proteobacteria,23.unmapped,5.40E-05,malt,male
Proteobacteria,28.unmapped,0.000187543,malt,fem
Firmicutes,21.unmapped,4.20E-05,malt,male
Firmicutes,26.unmapped,4.71E-05,control,fem
Firmicutes,17.unmapped,5.48E-05,control,male
Acidobacteria,29.unmapped,0.00030829,malt,fem
Acidobacteria,26.unmapped,5.40E-05,control,fem
Acidobacteria,17.unmapped,0.000234643,control,male
Acidobacteria,20.unmapped,5.40E-05,control,male
Acidobacteria,21.unmapped,5.40E-05,malt,male
Acidobacteria,25.unmapped,8.82E-05,control,fem
Acidobacteria,27.unmapped,0.000109614,malt,fem
Acidobacteria,19.unmapped,0.0001413,control,male
Acidobacteria,28.unmapped,0.000292019,malt,fem
Acidobacteria,24.unmapped,7.11E-05,control,fem
Acidobacteria,22.unmapped,0.000263759,malt,male
Acidobacteria,23.unmapped,4.71E-05,malt,male
Acidobacteria,18.unmapped,0.000266328,control,male
Bacteroidota,27.unmapped,5.65E-05,malt,fem
Firmicutes,17.unmapped,4.97E-05,control,male
Bacteroidota,27.unmapped,4.54E-05,malt,fem
Proteobacteria,20.unmapped,0.000133592,control,male
Proteobacteria,18.unmapped,4.71E-05,control,male
Proteobacteria,29.unmapped,6.94E-05,malt,fem
Proteobacteria,19.unmapped,5.82E-05,control,male
Proteobacteria,28.unmapped,5.48E-05,malt,fem
Proteobacteria,17.unmapped,7.45E-05,control,male
Proteobacteria,22.unmapped,6.77E-05,malt,male
Proteobacteria,27.unmapped,9.08E-05,malt,fem
Proteobacteria,20.unmapped,5.14E-05,control,male
Proteobacteria,27.unmapped,4.37E-05,malt,fem
Proteobacteria,24.unmapped,6.77E-05,control,fem
Proteobacteria,28.unmapped,8.99E-05,malt,fem
Proteobacteria,22.unmapped,5.91E-05,malt,male
Proteobacteria,19.unmapped,9.59E-05,control,male
Proteobacteria,29.unmapped,8.73E-05,malt,fem
Proteobacteria,17.unmapped,9.51E-05,control,male
Proteobacteria,18.unmapped,8.91E-05,control,male
Proteobacteria,20.unmapped,4.45E-05,control,male
Proteobacteria,23.unmapped,4.54E-05,malt,male
Proteobacteria,17.unmapped,5.48E-05,control,male
Proteobacteria,18.unmapped,8.14E-05,control,male
Proteobacteria,28.unmapped,4.80E-05,malt,fem
Proteobacteria,29.unmapped,5.05E-05,malt,fem
Proteobacteria,26.unmapped,5.31E-05,control,fem
Proteobacteria,20.unmapped,5.05E-05,control,male
Proteobacteria,19.unmapped,6.77E-05,control,male
Proteobacteria,17.unmapped,4.20E-05,control,male
Proteobacteria,21.unmapped,5.57E-05,malt,male
Proteobacteria,21.unmapped,4.37E-05,malt,male
Proteobacteria,27.unmapped,6.94E-05,malt,fem
Proteobacteria,22.unmapped,4.20E-05,malt,male
Proteobacteria,26.unmapped,0.00014815,control,fem
Proteobacteria,23.unmapped,7.54E-05,malt,male
Proteobacteria,24.unmapped,0.000121603,control,fem
Proteobacteria,27.unmapped,0.000123316,malt,fem
Proteobacteria,20.unmapped,0.000124172,control,male
Proteobacteria,21.unmapped,0.000220085,malt,male
Proteobacteria,29.unmapped,0.000230361,malt,fem
Proteobacteria,19.unmapped,0.00023293,control,male
Proteobacteria,28.unmapped,0.000252626,malt,fem
Proteobacteria,22.unmapped,0.000215803,malt,male
Proteobacteria,17.unmapped,0.000397351,control,male
Proteobacteria,18.unmapped,0.000247488,control,male
Proteobacteria,25.unmapped,0.000119034,control,fem
Firmicutes,20.unmapped,4.11E-05,control,male
Firmicutes,22.unmapped,4.37E-05,malt,male
Firmicutes,26.unmapped,8.56E-05,control,fem
Firmicutes,21.unmapped,0.00011304,malt,male
Proteobacteria,18.unmapped,6.34E-05,control,male
Proteobacteria,19.unmapped,0.00011304,control,male
Proteobacteria,27.unmapped,9.93E-05,malt,fem
Proteobacteria,18.unmapped,0.000101051,control,male
Proteobacteria,28.unmapped,0.000149007,malt,fem
Proteobacteria,22.unmapped,0.000107901,malt,male
Proteobacteria,21.unmapped,4.54E-05,malt,male
Proteobacteria,29.unmapped,9.59E-05,malt,fem
Proteobacteria,24.unmapped,5.99E-05,control,fem
Proteobacteria,20.unmapped,8.14E-05,control,male
Proteobacteria,17.unmapped,0.000102763,control,male
Proteobacteria,25.unmapped,0.000137018,control,fem
Proteobacteria,23.unmapped,0.000211521,malt,male
Proteobacteria,26.unmapped,6.77E-05,control,fem
Ignavibacteriae,29.unmapped,4.80E-05,malt,fem
Ignavibacteriae,28.unmapped,4.45E-05,malt,fem
Proteobacteria,23.unmapped,7.79E-05,malt,male
Proteobacteria,26.unmapped,0.000351108,control,fem
Proteobacteria,24.unmapped,0.000323704,control,fem
Proteobacteria,29.unmapped,0.000168703,malt,fem
Proteobacteria,20.unmapped,0.000111327,control,male
Proteobacteria,27.unmapped,0.000200388,malt,fem
Proteobacteria,21.unmapped,0.000200388,malt,male
Proteobacteria,22.unmapped,0.000209808,malt,male
Proteobacteria,19.unmapped,0.00015757,control,male
Proteobacteria,28.unmapped,0.000164421,malt,fem
Proteobacteria,18.unmapped,0.000210665,control,male
Proteobacteria,17.unmapped,0.000168703,control,male
Proteobacteria,25.unmapped,0.000669674,control,fem
Proteobacteria,26.unmapped,4.45E-05,control,fem
Proteobacteria,21.unmapped,4.37E-05,malt,male
Proteobacteria,26.unmapped,4.97E-05,control,fem
Proteobacteria,25.unmapped,5.14E-05,control,fem
Proteobacteria,25.unmapped,4.11E-05,control,fem
Proteobacteria,25.unmapped,4.80E-05,control,fem
Proteobacteria,26.unmapped,7.19E-05,control,fem
Proteobacteria,26.unmapped,7.11E-05,control,fem
Proteobacteria,20.unmapped,0.00011304,control,male
Proteobacteria,24.unmapped,6.17E-05,control,fem
Proteobacteria,21.unmapped,8.05E-05,malt,male
Proteobacteria,21.unmapped,0.00013873,malt,male
Proteobacteria,25.unmapped,0.00025177,control,fem
Proteobacteria,26.unmapped,0.000277461,control,fem
Proteobacteria,24.unmapped,0.000202101,control,fem
Proteobacteria,20.unmapped,0.000107901,control,male
Proteobacteria,28.unmapped,6.59E-05,malt,fem
Proteobacteria,17.unmapped,5.31E-05,control,male
Proteobacteria,19.unmapped,4.37E-05,control,male
Proteobacteria,19.unmapped,4.11E-05,control,male
Proteobacteria,17.unmapped,4.71E-05,control,male
Proteobacteria,28.unmapped,4.54E-05,malt,fem
Proteobacteria,21.unmapped,0.000230361,malt,male
Proteobacteria,20.unmapped,0.000208096,control,male
Proteobacteria,25.unmapped,0.000196107,control,fem
Proteobacteria,24.unmapped,0.000247488,control,fem
Proteobacteria,26.unmapped,0.000297157,control,fem
Proteobacteria,20.unmapped,0.000404202,control,male
Proteobacteria,27.unmapped,4.71E-05,malt,fem
Proteobacteria,24.unmapped,9.76E-05,control,fem
Proteobacteria,21.unmapped,9.16E-05,malt,male
Proteobacteria,26.unmapped,9.68E-05,control,fem
Proteobacteria,25.unmapped,9.16E-05,control,fem
Proteobacteria,20.unmapped,7.71E-05,control,male
Proteobacteria,17.unmapped,4.97E-05,control,male
Proteobacteria,18.unmapped,6.17E-05,control,male
Proteobacteria,24.unmapped,4.54E-05,control,fem
Proteobacteria,29.unmapped,4.62E-05,malt,fem
Proteobacteria,28.unmapped,4.54E-05,malt,fem
Proteobacteria,26.unmapped,6.59E-05,control,fem
Actinobacteria,26.unmapped,5.22E-05,control,fem
Actinobacteria,21.unmapped,0.000100194,malt,male
Actinobacteria,24.unmapped,9.51E-05,control,fem
Actinobacteria,27.unmapped,4.54E-05,malt,fem
Actinobacteria,23.unmapped,4.97E-05,malt,male
Actinobacteria,20.unmapped,8.14E-05,control,male
Actinobacteria,26.unmapped,5.57E-05,control,fem
Actinobacteria,20.unmapped,5.05E-05,control,male
Actinobacteria,27.unmapped,0.000114752,malt,fem
Actinobacteria,19.unmapped,4.88E-05,control,male
Actinobacteria,25.unmapped,0.000184974,control,fem
Actinobacteria,17.unmapped,4.20E-05,control,male
Actinobacteria,21.unmapped,5.99E-05,malt,male
Actinobacteria,27.unmapped,6.17E-05,malt,fem
Actinobacteria,26.unmapped,4.45E-05,control,fem
Actinobacteria,20.unmapped,0.000316854,control,male
Actinobacteria,23.unmapped,4.80E-05,malt,male
Actinobacteria,22.unmapped,0.000189256,malt,male
Actinobacteria,19.unmapped,0.000142156,control,male
Actinobacteria,24.unmapped,0.00065426,control,fem
Actinobacteria,21.unmapped,0.000884621,malt,male
Actinobacteria,27.unmapped,0.000551496,malt,fem
Actinobacteria,18.unmapped,7.88E-05,control,male
Actinobacteria,25.unmapped,0.000147294,control,fem
Actinobacteria,26.unmapped,0.000589176,control,fem
Actinobacteria,28.unmapped,0.000162709,malt,fem
Actinobacteria,17.unmapped,0.000156714,control,male
Cyanobacteria,26.unmapped,8.14E-05,control,fem
Proteobacteria,17.unmapped,4.11E-05,control,male
Proteobacteria,28.unmapped,0.00040249,malt,fem
Proteobacteria,24.unmapped,0.000184118,control,fem
Proteobacteria,17.unmapped,0.00034597,control,male
Proteobacteria,27.unmapped,0.000253483,malt,fem
Proteobacteria,23.unmapped,0.000139587,malt,male
Proteobacteria,20.unmapped,0.000125029,control,male
Proteobacteria,21.unmapped,0.000202958,malt,male
Proteobacteria,29.unmapped,0.000412766,malt,fem
Proteobacteria,19.unmapped,0.000359672,control,male
Proteobacteria,22.unmapped,0.000382793,malt,male
Proteobacteria,18.unmapped,0.000596884,control,male
Proteobacteria,26.unmapped,0.000249201,control,fem
Proteobacteria,25.unmapped,0.000228648,control,fem
Actinobacteria,27.unmapped,8.39E-05,malt,fem
Proteobacteria,24.unmapped,5.22E-05,control,fem
Proteobacteria,28.unmapped,0.000217516,malt,fem
Proteobacteria,20.unmapped,0.000237212,control,male
Proteobacteria,17.unmapped,0.000224367,control,male
Proteobacteria,26.unmapped,0.000290306,control,fem
Proteobacteria,19.unmapped,0.000266328,control,male
Proteobacteria,29.unmapped,0.00015757,malt,fem
Proteobacteria,27.unmapped,0.000198676,malt,fem
Proteobacteria,23.unmapped,9.16E-05,malt,male
Proteobacteria,21.unmapped,0.000345113,malt,male
Proteobacteria,25.unmapped,0.000100194,control,fem
Proteobacteria,24.unmapped,0.000429037,control,fem
Proteobacteria,18.unmapped,0.000128454,control,male
Proteobacteria,22.unmapped,9.16E-05,malt,male
Proteobacteria,17.unmapped,0.000158427,control,male
Proteobacteria,28.unmapped,0.000162709,malt,fem
Proteobacteria,18.unmapped,0.000145581,control,male
Proteobacteria,19.unmapped,0.000200388,control,male
Proteobacteria,23.unmapped,4.80E-05,malt,male
Proteobacteria,27.unmapped,7.45E-05,malt,fem
Proteobacteria,26.unmapped,5.14E-05,control,fem
Proteobacteria,22.unmapped,0.000151576,malt,male
Proteobacteria,24.unmapped,4.28E-05,control,fem
Proteobacteria,29.unmapped,0.000161852,malt,fem
Proteobacteria,26.unmapped,6.34E-05,control,fem
Proteobacteria,21.unmapped,0.000107045,malt,male
Bacteroidota,28.unmapped,4.28E-05,malt,fem
Artverviricota,27.unmapped,5.74E-05,malt,fem
Artverviricota,23.unmapped,0.000210665,malt,male
Artverviricota,27.unmapped,0.000177267,malt,fem
Actinobacteria,21.unmapped,5.57E-05,malt,male
Actinobacteria,17.unmapped,9.25E-05,control,male
Actinobacteria,18.unmapped,8.39E-05,control,male
Actinobacteria,26.unmapped,0.000247488,control,fem
Actinobacteria,21.unmapped,0.000439313,malt,male
Actinobacteria,22.unmapped,0.000130167,malt,male
Actinobacteria,19.unmapped,5.31E-05,control,male
Actinobacteria,24.unmapped,0.000271466,control,fem
Actinobacteria,28.unmapped,0.000139587,malt,fem
Actinobacteria,20.unmapped,8.48E-05,control,male
Actinobacteria,27.unmapped,0.000163565,malt,fem
Actinobacteria,29.unmapped,6.42E-05,malt,fem
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Tenericutes,29.unmapped,4.80E-05,malt,fem
Tenericutes,22.unmapped,6.51E-05,malt,male
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Proteobacteria,24.unmapped,0.000161852,control,fem
Proteobacteria,26.unmapped,7.71E-05,control,fem
Proteobacteria,28.unmapped,0.000139587,malt,fem
Proteobacteria,25.unmapped,0.000119034,control,fem
Proteobacteria,26.unmapped,0.000268041,control,fem
Proteobacteria,24.unmapped,0.00102592,control,fem
Proteobacteria,17.unmapped,7.11E-05,control,male
Proteobacteria,18.unmapped,0.000182405,control,male
Proteobacteria,29.unmapped,0.000178979,malt,fem
Proteobacteria,27.unmapped,7.79E-05,malt,fem
Proteobacteria,20.unmapped,0.000173841,control,male
Proteobacteria,22.unmapped,0.000369092,malt,male
Proteobacteria,21.unmapped,0.001199762,malt,male
Proteobacteria,19.unmapped,0.00015072,control,male
Proteobacteria,26.unmapped,0.00015072,control,fem
Proteobacteria,25.unmapped,0.000143012,control,fem
Proteobacteria,19.unmapped,4.45E-05,control,male
Proteobacteria,17.unmapped,4.80E-05,control,male
Proteobacteria,24.unmapped,0.000165278,control,fem
Proteobacteria,28.unmapped,9.68E-05,malt,fem
Proteobacteria,20.unmapped,0.000162709,control,male
Proteobacteria,21.unmapped,0.000137018,malt,male
Proteobacteria,18.unmapped,8.65E-05,control,male
Bacteroidota,17.unmapped,4.71E-05,control,male
Bacteroidota,22.unmapped,5.14E-05,malt,male
Bacteroidota,28.unmapped,4.45E-05,malt,fem
Bacteroidota,18.unmapped,5.05E-05,control,male
Bacteroidota,29.unmapped,5.82E-05,malt,fem
Bacteroidota,25.unmapped,7.36E-05,control,fem
Bacteroidota,28.unmapped,0.000196963,malt,fem
Bacteroidota,26.unmapped,5.82E-05,control,fem
Bacteroidota,18.unmapped,0.000186687,control,male
Bacteroidota,29.unmapped,0.000200388,malt,fem
Bacteroidota,20.unmapped,9.51E-05,control,male
Bacteroidota,27.unmapped,0.000101907,malt,fem
Bacteroidota,19.unmapped,0.00014815,control,male
Bacteroidota,22.unmapped,0.000173841,malt,male
Bacteroidota,24.unmapped,7.19E-05,control,fem
Bacteroidota,17.unmapped,0.000184974,control,male
Bacteroidota,23.unmapped,6.08E-05,malt,male
Bacteroidota,21.unmapped,5.74E-05,malt,male
Bacteroidota,26.unmapped,4.37E-05,control,fem
Bacteroidota,20.unmapped,4.20E-05,control,male
Bacteroidota,17.unmapped,6.85E-05,control,male
Bacteroidota,18.unmapped,7.28E-05,control,male
Bacteroidota,19.unmapped,5.48E-05,control,male
Bacteroidota,28.unmapped,7.62E-05,malt,fem
Bacteroidota,29.unmapped,7.11E-05,malt,fem
Bacteroidota,22.unmapped,6.17E-05,malt,male
Proteobacteria,29.unmapped,4.11E-05,malt,fem
Proteobacteria,28.unmapped,4.62E-05,malt,fem
Proteobacteria,18.unmapped,4.45E-05,control,male
Proteobacteria,29.unmapped,5.57E-05,malt,fem
Proteobacteria,24.unmapped,7.79E-05,control,fem
Nitrospirae,19.unmapped,4.54E-05,control,male
Nitrospirae,17.unmapped,7.02E-05,control,male
Nitrospirae,28.unmapped,0.000134449,malt,fem
Nitrospirae,27.unmapped,4.62E-05,malt,fem
Nitrospirae,29.unmapped,5.82E-05,malt,fem
Nitrospirae,22.unmapped,6.08E-05,malt,male
Nitrospirae,18.unmapped,6.08E-05,control,male
Nitrospirae,17.unmapped,9.93E-05,control,male
Nitrospirae,22.unmapped,7.28E-05,malt,male
Nitrospirae,29.unmapped,9.25E-05,malt,fem
Nitrospirae,26.unmapped,5.31E-05,control,fem
Nitrospirae,28.unmapped,8.99E-05,malt,fem
Nitrospirae,27.unmapped,4.45E-05,malt,fem
Nitrospirae,18.unmapped,9.42E-05,control,male
Nitrospirae,19.unmapped,7.71E-05,control,male
Nitrospirae,22.unmapped,5.31E-05,malt,male
Nitrospirae,17.unmapped,5.65E-05,control,male
Nitrospirae,28.unmapped,5.22E-05,malt,fem
Nitrospirae,18.unmapped,5.65E-05,control,male
Nitrospirae,29.unmapped,4.28E-05,malt,fem
Actinobacteria,21.unmapped,4.54E-05,malt,male
Actinobacteria,27.unmapped,4.45E-05,malt,fem
Actinobacteria,26.unmapped,7.79E-05,control,fem
Actinobacteria,20.unmapped,6.25E-05,control,male
Actinobacteria,23.unmapped,5.22E-05,malt,male
Actinobacteria,24.unmapped,4.71E-05,control,fem
Actinobacteria,20.unmapped,5.74E-05,control,male
Actinobacteria,27.unmapped,4.20E-05,malt,fem
Actinobacteria,27.unmapped,6.42E-05,malt,fem
Actinobacteria,20.unmapped,4.62E-05,control,male
Actinobacteria,26.unmapped,4.37E-05,control,fem
Actinobacteria,26.unmapped,4.11E-05,control,fem
Cyanobacteria,28.unmapped,4.71E-05,malt,fem
NA,NA,NA,NA,NA
Cyanobacteria,28.unmapped,0.000149863,malt,fem
Cyanobacteria,26.unmapped,0.000110471,control,fem
Proteobacteria,25.unmapped,4.45E-05,control,fem
Proteobacteria,29.unmapped,4.20E-05,malt,fem
Proteobacteria,18.unmapped,4.71E-05,control,male
Proteobacteria,22.unmapped,4.80E-05,malt,male
Proteobacteria,28.unmapped,5.31E-05,malt,fem
Proteobacteria,18.unmapped,4.28E-05,control,male
Proteobacteria,18.unmapped,6.34E-05,control,male
Proteobacteria,17.unmapped,5.40E-05,control,male
Proteobacteria,28.unmapped,7.19E-05,malt,fem
Proteobacteria,29.unmapped,5.40E-05,malt,fem
Proteobacteria,22.unmapped,8.82E-05,malt,male
Proteobacteria,19.unmapped,4.71E-05,control,male
Proteobacteria,26.unmapped,7.79E-05,control,fem
Bacteroidota,29.unmapped,4.97E-05,malt,fem
Bacteroidota,28.unmapped,7.88E-05,malt,fem
Proteobacteria,27.unmapped,0.000258621,malt,fem
Verrucomicrobia,19.unmapped,8.22E-05,control,male
Verrucomicrobia,22.unmapped,9.51E-05,malt,male
Verrucomicrobia,27.unmapped,5.05E-05,malt,fem
Verrucomicrobia,29.unmapped,0.000116465,malt,fem
Verrucomicrobia,28.unmapped,0.000112183,malt,fem
Verrucomicrobia,17.unmapped,0.000107901,control,male
Verrucomicrobia,24.unmapped,4.37E-05,control,fem
Verrucomicrobia,18.unmapped,9.59E-05,control,male
Verrucomicrobia,18.unmapped,5.99E-05,control,male
Verrucomicrobia,21.unmapped,4.45E-05,malt,male
Verrucomicrobia,25.unmapped,5.31E-05,control,fem
Verrucomicrobia,22.unmapped,6.59E-05,malt,male
Verrucomicrobia,19.unmapped,6.51E-05,control,male
Verrucomicrobia,29.unmapped,7.28E-05,malt,fem
Verrucomicrobia,27.unmapped,7.36E-05,malt,fem
Verrucomicrobia,26.unmapped,5.74E-05,control,fem
Verrucomicrobia,17.unmapped,6.42E-05,control,male
Verrucomicrobia,24.unmapped,5.14E-05,control,fem
Verrucomicrobia,28.unmapped,7.36E-05,malt,fem
Bacteroidota,17.unmapped,6.59E-05,control,male
Bacteroidota,27.unmapped,0.000160139,malt,fem
Bacteroidota,19.unmapped,0.000158427,control,male
Bacteroidota,28.unmapped,0.000250914,malt,fem
Cyanobacteria,26.unmapped,4.88E-05,control,fem
Cyanobacteria,21.unmapped,4.45E-05,malt,male
Cyanobacteria,17.unmapped,0.000151576,control,male
Cyanobacteria,28.unmapped,0.000227792,malt,fem
Cyanobacteria,21.unmapped,0.000641414,malt,male
Cyanobacteria,18.unmapped,0.000203814,control,male
Cyanobacteria,22.unmapped,0.000640558,malt,male
Cyanobacteria,24.unmapped,7.96E-05,control,fem
Cyanobacteria,23.unmapped,0.000139587,malt,male
Cyanobacteria,26.unmapped,5.74E-05,control,fem
Cyanobacteria,29.unmapped,4.62E-05,malt,fem
Cyanobacteria,25.unmapped,5.99E-05,control,fem
Cyanobacteria,19.unmapped,0.000191825,control,male
Cyanobacteria,27.unmapped,0.000121603,malt,fem
Cyanobacteria,21.unmapped,4.20E-05,malt,male
Cyanobacteria,25.unmapped,5.65E-05,control,fem
Proteobacteria,27.unmapped,0.000114752,malt,fem
Proteobacteria,19.unmapped,0.000234643,control,male
Proteobacteria,23.unmapped,8.14E-05,malt,male
Proteobacteria,26.unmapped,0.000463291,control,fem
Proteobacteria,21.unmapped,0.000273179,malt,male
Proteobacteria,29.unmapped,0.000183261,malt,fem
Proteobacteria,28.unmapped,0.000197819,malt,fem
Proteobacteria,18.unmapped,0.000412766,control,male
Proteobacteria,17.unmapped,0.000211521,control,male
Proteobacteria,25.unmapped,0.000388788,control,fem
Proteobacteria,24.unmapped,0.000333981,control,fem
Proteobacteria,20.unmapped,0.000273179,control,male
Proteobacteria,22.unmapped,0.000192681,malt,male
Proteobacteria,25.unmapped,5.05E-05,control,fem
Proteobacteria,26.unmapped,6.59E-05,control,fem
Proteobacteria,22.unmapped,5.57E-05,malt,male
Proteobacteria,29.unmapped,6.17E-05,malt,fem
Proteobacteria,24.unmapped,4.71E-05,control,fem
Proteobacteria,18.unmapped,5.91E-05,control,male
Proteobacteria,17.unmapped,4.28E-05,control,male
Proteobacteria,23.unmapped,4.11E-05,malt,male
Proteobacteria,28.unmapped,5.74E-05,malt,fem
Proteobacteria,19.unmapped,9.85E-05,control,male
Firmicutes,29.unmapped,4.62E-05,malt,fem
Firmicutes,24.unmapped,4.11E-05,control,fem
Proteobacteria,20.unmapped,7.02E-05,control,male
Proteobacteria,22.unmapped,0.000162709,malt,male
Proteobacteria,28.unmapped,0.000149007,malt,fem
Proteobacteria,24.unmapped,6.51E-05,control,fem
Proteobacteria,23.unmapped,4.54E-05,malt,male
Proteobacteria,29.unmapped,0.000154145,malt,fem
Proteobacteria,17.unmapped,0.000125885,control,male
Proteobacteria,18.unmapped,0.000125885,control,male
Proteobacteria,27.unmapped,6.59E-05,malt,fem
Proteobacteria,21.unmapped,5.82E-05,malt,male
Proteobacteria,25.unmapped,6.25E-05,control,fem
Proteobacteria,26.unmapped,5.65E-05,control,fem
Proteobacteria,19.unmapped,0.000143869,control,male
Planctomycetota,28.unmapped,4.37E-05,malt,fem
Planctomycetota,19.unmapped,4.28E-05,control,male
Planctomycetota,17.unmapped,4.62E-05,control,male
Planctomycetota,18.unmapped,4.71E-05,control,male
Planctomycetota,22.unmapped,6.17E-05,malt,male
Planctomycetota,29.unmapped,4.62E-05,malt,fem
Bacteroidota,28.unmapped,6.08E-05,malt,fem
Bacteroidota,27.unmapped,4.62E-05,malt,fem
Bacteroidota,18.unmapped,6.08E-05,control,male
Bacteroidota,17.unmapped,4.28E-05,control,male
Bacteroidota,29.unmapped,4.97E-05,malt,fem
Chlamydiae,29.unmapped,8.56E-05,malt,fem
Chlamydiae,28.unmapped,5.82E-05,malt,fem
Chlamydiae,17.unmapped,6.34E-05,control,male
Chlamydiae,19.unmapped,5.82E-05,control,male
Chlamydiae,22.unmapped,5.99E-05,malt,male
Proteobacteria,27.unmapped,4.62E-05,malt,fem
Proteobacteria,25.unmapped,0.000111327,control,fem
Proteobacteria,22.unmapped,0.000113896,malt,male
Proteobacteria,24.unmapped,0.000112183,control,fem
Proteobacteria,21.unmapped,9.68E-05,malt,male
Proteobacteria,26.unmapped,5.82E-05,control,fem
Firmicutes,21.unmapped,5.14E-05,malt,male
Proteobacteria,17.unmapped,4.88E-05,control,male
Proteobacteria,22.unmapped,0.000235499,malt,male
Proteobacteria,25.unmapped,7.28E-05,control,fem
Proteobacteria,24.unmapped,0.000198676,control,fem
Proteobacteria,21.unmapped,0.000177267,malt,male
Proteobacteria,29.unmapped,0.000301439,malt,fem
Proteobacteria,28.unmapped,0.000159283,malt,fem
Proteobacteria,17.unmapped,0.000226936,control,male
Proteobacteria,20.unmapped,0.000143869,control,male
Proteobacteria,18.unmapped,0.00015072,control,male
Proteobacteria,23.unmapped,0.000379368,malt,male
Proteobacteria,27.unmapped,0.000405915,malt,fem
Proteobacteria,26.unmapped,0.000309146,control,fem
