name,rank,id,species
Phocaeicola dorei,species,357276,Bacteroides dorei
cellular organisms,no rank,131567,Bacteroides salanitronis
Bacteria,superkingdom,2,Bacteroides salanitronis
FCB group,clade,1783270,Bacteroides salanitronis
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides salanitronis
Bacteroidota,phylum,976,Bacteroides salanitronis
Bacteroidia,class,200643,Bacteroides salanitronis
Bacteroidales,order,171549,Bacteroides salanitronis
Bacteroidaceae,family,815,Bacteroides salanitronis
Phocaeicola,genus,909656,Bacteroides salanitronis
Phocaeicola salanitronis,species,376805,Bacteroides salanitronis
cellular organisms,no rank,131567,Bacteroides helcogenes
Bacteria,superkingdom,2,Bacteroides helcogenes
FCB group,clade,1783270,Bacteroides helcogenes
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides helcogenes
Bacteroidota,phylum,976,Bacteroides helcogenes
Bacteroidia,class,200643,Bacteroides helcogenes
Bacteroidales,order,171549,Bacteroides helcogenes
Bacteroidaceae,family,815,Bacteroides helcogenes
Bacteroides,genus,816,Bacteroides helcogenes
Bacteroides helcogenes,species,290053,Bacteroides helcogenes
cellular organisms,no rank,131567,Bacteroides cellulosilyticus
Bacteria,superkingdom,2,Bacteroides cellulosilyticus
FCB group,clade,1783270,Bacteroides cellulosilyticus
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides cellulosilyticus
Bacteroidota,phylum,976,Bacteroides cellulosilyticus
Bacteroidia,class,200643,Bacteroides cellulosilyticus
Bacteroidales,order,171549,Bacteroides cellulosilyticus
Bacteroidaceae,family,815,Bacteroides cellulosilyticus
Bacteroides,genus,816,Bacteroides cellulosilyticus
Bacteroides cellulosilyticus,species,246787,Bacteroides cellulosilyticus
cellular organisms,no rank,131567,Bacteroides fragilis
Bacteria,superkingdom,2,Bacteroides fragilis
FCB group,clade,1783270,Bacteroides fragilis
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides fragilis
Bacteroidota,phylum,976,Bacteroides fragilis
Bacteroidia,class,200643,Bacteroides fragilis
Bacteroidales,order,171549,Bacteroides fragilis
Bacteroidaceae,family,815,Bacteroides fragilis
Bacteroides,genus,816,Bacteroides fragilis
Bacteroides fragilis,species,817,Bacteroides fragilis
cellular organisms,no rank,131567,Prevotella ruminicola
Bacteria,superkingdom,2,Prevotella ruminicola
FCB group,clade,1783270,Prevotella ruminicola
Bacteroidetes/Chlorobi group,clade,68336,Prevotella ruminicola
Bacteroidota,phylum,976,Prevotella ruminicola
Bacteroidia,class,200643,Prevotella ruminicola
Bacteroidales,order,171549,Prevotella ruminicola
Prevotellaceae,family,171552,Prevotella ruminicola
Prevotella,genus,838,Prevotella ruminicola
Prevotella ruminicola,species,839,Prevotella ruminicola
cellular organisms,no rank,131567,Prevotella intermedia
Bacteria,superkingdom,2,Prevotella intermedia
FCB group,clade,1783270,Prevotella intermedia
Bacteroidetes/Chlorobi group,clade,68336,Prevotella intermedia
Bacteroidota,phylum,976,Prevotella intermedia
Bacteroidia,class,200643,Prevotella intermedia
Bacteroidales,order,171549,Prevotella intermedia
Prevotellaceae,family,171552,Prevotella intermedia
Prevotella,genus,838,Prevotella intermedia
Prevotella intermedia,species,28131,Prevotella intermedia
cellular organisms,no rank,131567,Prevotella denticola
Bacteria,superkingdom,2,Prevotella denticola
FCB group,clade,1783270,Prevotella denticola
Bacteroidetes/Chlorobi group,clade,68336,Prevotella denticola
Bacteroidota,phylum,976,Prevotella denticola
Bacteroidia,class,200643,Prevotella denticola
Bacteroidales,order,171549,Prevotella denticola
Prevotellaceae,family,171552,Prevotella denticola
Prevotella,genus,838,Prevotella denticola
Prevotella denticola,species,28129,Prevotella denticola
cellular organisms,no rank,131567,Prevotella enoeca
Bacteria,superkingdom,2,Prevotella enoeca
FCB group,clade,1783270,Prevotella enoeca
Bacteroidetes/Chlorobi group,clade,68336,Prevotella enoeca
Bacteroidota,phylum,976,Prevotella enoeca
Bacteroidia,class,200643,Prevotella enoeca
Bacteroidales,order,171549,Prevotella enoeca
Prevotellaceae,family,171552,Prevotella enoeca
Prevotella,genus,838,Prevotella enoeca
Prevotella enoeca,species,76123,Prevotella enoeca
cellular organisms,no rank,131567,Prevotella melaninogenica
Bacteria,superkingdom,2,Prevotella melaninogenica
FCB group,clade,1783270,Prevotella melaninogenica
Bacteroidetes/Chlorobi group,clade,68336,Prevotella melaninogenica
Bacteroidota,phylum,976,Prevotella melaninogenica
Bacteroidia,class,200643,Prevotella melaninogenica
Bacteroidales,order,171549,Prevotella melaninogenica
Prevotellaceae,family,171552,Prevotella melaninogenica
Prevotella,genus,838,Prevotella melaninogenica
Prevotella melaninogenica,species,28132,Prevotella melaninogenica
cellular organisms,no rank,131567,Porphyromonas gingivalis
Bacteria,superkingdom,2,Porphyromonas gingivalis
FCB group,clade,1783270,Porphyromonas gingivalis
Bacteroidetes/Chlorobi group,clade,68336,Porphyromonas gingivalis
Bacteroidota,phylum,976,Porphyromonas gingivalis
Bacteroidia,class,200643,Porphyromonas gingivalis
Bacteroidales,order,171549,Porphyromonas gingivalis
Porphyromonadaceae,family,171551,Porphyromonas gingivalis
Porphyromonas,genus,836,Porphyromonas gingivalis
Porphyromonas gingivalis,species,837,Porphyromonas gingivalis
cellular organisms,no rank,131567,Porphyromonas asaccharolytica
Bacteria,superkingdom,2,Porphyromonas asaccharolytica
FCB group,clade,1783270,Porphyromonas asaccharolytica
Bacteroidetes/Chlorobi group,clade,68336,Porphyromonas asaccharolytica
Bacteroidota,phylum,976,Porphyromonas asaccharolytica
Bacteroidia,class,200643,Porphyromonas asaccharolytica
Bacteroidales,order,171549,Porphyromonas asaccharolytica
Porphyromonadaceae,family,171551,Porphyromonas asaccharolytica
Porphyromonas,genus,836,Porphyromonas asaccharolytica
Porphyromonas asaccharolytica,species,28123,Porphyromonas asaccharolytica
cellular organisms,no rank,131567,Fermentimonas caenicola
Bacteria,superkingdom,2,Fermentimonas caenicola
FCB group,clade,1783270,Fermentimonas caenicola
Bacteroidetes/Chlorobi group,clade,68336,Fermentimonas caenicola
Bacteroidota,phylum,976,Fermentimonas caenicola
Bacteroidia,class,200643,Fermentimonas caenicola
Bacteroidales,order,171549,Fermentimonas caenicola
Dysgonomonadaceae,family,2005520,Fermentimonas caenicola
Fermentimonas,genus,1784836,Fermentimonas caenicola
Fermentimonas caenicola,species,1562970,Fermentimonas caenicola
cellular organisms,no rank,131567,Petrimonas mucosa
Bacteria,superkingdom,2,Petrimonas mucosa
FCB group,clade,1783270,Petrimonas mucosa
Bacteroidetes/Chlorobi group,clade,68336,Petrimonas mucosa
Bacteroidota,phylum,976,Petrimonas mucosa
Bacteroidia,class,200643,Petrimonas mucosa
Bacteroidales,order,171549,Petrimonas mucosa
Dysgonomonadaceae,family,2005520,Petrimonas mucosa
Petrimonas,genus,307628,Petrimonas mucosa
Petrimonas mucosa,species,1642646,Petrimonas mucosa
cellular organisms,no rank,131567,Alistipes finegoldii
Bacteria,superkingdom,2,Alistipes finegoldii
FCB group,clade,1783270,Alistipes finegoldii
Bacteroidetes/Chlorobi group,clade,68336,Alistipes finegoldii
Bacteroidota,phylum,976,Alistipes finegoldii
Bacteroidia,class,200643,Alistipes finegoldii
Bacteroidales,order,171549,Alistipes finegoldii
Rikenellaceae,family,171550,Alistipes finegoldii
Alistipes,genus,239759,Alistipes finegoldii
Alistipes finegoldii,species,214856,Alistipes finegoldii
cellular organisms,no rank,131567,Paludibacter propionicigenes
Bacteria,superkingdom,2,Paludibacter propionicigenes
FCB group,clade,1783270,Paludibacter propionicigenes
Bacteroidetes/Chlorobi group,clade,68336,Paludibacter propionicigenes
Bacteroidota,phylum,976,Paludibacter propionicigenes
Bacteroidia,class,200643,Paludibacter propionicigenes
Bacteroidales,order,171549,Paludibacter propionicigenes
Paludibacteraceae,family,2005523,Paludibacter propionicigenes
Paludibacter,genus,346096,Paludibacter propionicigenes
Paludibacter propionicigenes,species,185300,Paludibacter propionicigenes
cellular organisms,no rank,131567,Bacteroidales bacterium CF
Bacteria,superkingdom,2,Bacteroidales bacterium CF
FCB group,clade,1783270,Bacteroidales bacterium CF
Bacteroidetes/Chlorobi group,clade,68336,Bacteroidales bacterium CF
Bacteroidota,phylum,976,Bacteroidales bacterium CF
Bacteroidia,class,200643,Bacteroidales bacterium CF
Bacteroidales,order,171549,Bacteroidales bacterium CF
unclassified Bacteroidales,no rank,185291,Bacteroidales bacterium CF
Bacteroidales bacterium CF,species,1400053,Bacteroidales bacterium CF
cellular organisms,no rank,131567,Candidatus Azobacteroides pseudotrichonymphae
Bacteria,superkingdom,2,Candidatus Azobacteroides pseudotrichonymphae
FCB group,clade,1783270,Candidatus Azobacteroides pseudotrichonymphae
Bacteroidetes/Chlorobi group,clade,68336,Candidatus Azobacteroides pseudotrichonymphae
Bacteroidota,phylum,976,Candidatus Azobacteroides pseudotrichonymphae
Bacteroidia,class,200643,Candidatus Azobacteroides pseudotrichonymphae
Bacteroidales,order,171549,Candidatus Azobacteroides pseudotrichonymphae
Bacteroidales incertae sedis,no rank,333046,Candidatus Azobacteroides pseudotrichonymphae
Candidatus Azobacteroides,genus,511434,Candidatus Azobacteroides pseudotrichonymphae
Candidatus Azobacteroides pseudotrichonymphae,species,511435,Candidatus Azobacteroides pseudotrichonymphae
cellular organisms,no rank,131567,Muribaculum intestinale
Bacteria,superkingdom,2,Muribaculum intestinale
FCB group,clade,1783270,Muribaculum intestinale
Bacteroidetes/Chlorobi group,clade,68336,Muribaculum intestinale
Bacteroidota,phylum,976,Muribaculum intestinale
Bacteroidia,class,200643,Muribaculum intestinale
Bacteroidales,order,171549,Muribaculum intestinale
Muribaculaceae,family,2005473,Muribaculum intestinale
Muribaculum,genus,1918540,Muribaculum intestinale
Muribaculum intestinale,species,1796646,Muribaculum intestinale
cellular organisms,no rank,131567,Odoribacter splanchnicus
Bacteria,superkingdom,2,Odoribacter splanchnicus
FCB group,clade,1783270,Odoribacter splanchnicus
Bacteroidetes/Chlorobi group,clade,68336,Odoribacter splanchnicus
Bacteroidota,phylum,976,Odoribacter splanchnicus
Bacteroidia,class,200643,Odoribacter splanchnicus
Bacteroidales,order,171549,Odoribacter splanchnicus
Odoribacteraceae,family,1853231,Odoribacter splanchnicus
Odoribacter,genus,283168,Odoribacter splanchnicus
Odoribacter splanchnicus,species,28118,Odoribacter splanchnicus
cellular organisms,no rank,131567,Barnesiella viscericola
Bacteria,superkingdom,2,Barnesiella viscericola
FCB group,clade,1783270,Barnesiella viscericola
Bacteroidetes/Chlorobi group,clade,68336,Barnesiella viscericola
Bacteroidota,phylum,976,Barnesiella viscericola
Bacteroidia,class,200643,Barnesiella viscericola
Bacteroidales,order,171549,Barnesiella viscericola
Barnesiellaceae,family,2005519,Barnesiella viscericola
Barnesiella,genus,397864,Barnesiella viscericola
Barnesiella viscericola,species,397865,Barnesiella viscericola
cellular organisms,no rank,131567,Proteiniphilum saccharofermentans
Bacteria,superkingdom,2,Proteiniphilum saccharofermentans
FCB group,clade,1783270,Proteiniphilum saccharofermentans
Bacteroidetes/Chlorobi group,clade,68336,Proteiniphilum saccharofermentans
Bacteroidota,phylum,976,Proteiniphilum saccharofermentans
Bacteroidia,class,200643,Proteiniphilum saccharofermentans
Bacteroidales,order,171549,Proteiniphilum saccharofermentans
Dysgonomonadaceae,family,2005520,Proteiniphilum saccharofermentans
Proteiniphilum,genus,294702,Proteiniphilum saccharofermentans
Proteiniphilum saccharofermentans,species,1642647,Proteiniphilum saccharofermentans
cellular organisms,no rank,131567,Alkalitalea saponilacus
Bacteria,superkingdom,2,Alkalitalea saponilacus
FCB group,clade,1783270,Alkalitalea saponilacus
Bacteroidetes/Chlorobi group,clade,68336,Alkalitalea saponilacus
Bacteroidota,phylum,976,Alkalitalea saponilacus
Bacteroidia,class,200643,Alkalitalea saponilacus
Marinilabiliales,order,1970189,Alkalitalea saponilacus
Marinilabiliaceae,family,558415,Alkalitalea saponilacus
Alkalitalea,genus,1193324,Alkalitalea saponilacus
Alkalitalea saponilacus,species,889453,Alkalitalea saponilacus
cellular organisms,no rank,131567,Draconibacterium orientale
Bacteria,superkingdom,2,Draconibacterium orientale
FCB group,clade,1783270,Draconibacterium orientale
Bacteroidetes/Chlorobi group,clade,68336,Draconibacterium orientale
Bacteroidota,phylum,976,Draconibacterium orientale
Bacteroidia,class,200643,Draconibacterium orientale
Marinilabiliales,order,1970189,Draconibacterium orientale
Prolixibacteraceae,family,1471398,Draconibacterium orientale
Draconibacterium,genus,1471399,Draconibacterium orientale
Draconibacterium orientale,species,1168034,Draconibacterium orientale
cellular organisms,no rank,131567,Marinifilaceae bacterium SPP2
Bacteria,superkingdom,2,Marinifilaceae bacterium SPP2
FCB group,clade,1783270,Marinifilaceae bacterium SPP2
Bacteroidetes/Chlorobi group,clade,68336,Marinifilaceae bacterium SPP2
Bacteroidota,phylum,976,Marinifilaceae bacterium SPP2
Bacteroidia,class,200643,Marinifilaceae bacterium SPP2
Marinilabiliales,order,1970189,Marinifilaceae bacterium SPP2
Marinifilaceae,family,1573805,Marinifilaceae bacterium SPP2
Labilibaculum,genus,2060722,Marinifilaceae bacterium SPP2
Labilibaculum antarcticum,species,1717717,Marinifilaceae bacterium SPP2
cellular organisms,no rank,131567,Salinivirga cyanobacteriivorans
Bacteria,superkingdom,2,Salinivirga cyanobacteriivorans
FCB group,clade,1783270,Salinivirga cyanobacteriivorans
Bacteroidetes/Chlorobi group,clade,68336,Salinivirga cyanobacteriivorans
Bacteroidota,phylum,976,Salinivirga cyanobacteriivorans
Bacteroidia,class,200643,Salinivirga cyanobacteriivorans
Bacteroidales,order,171549,Salinivirga cyanobacteriivorans
Salinivirgaceae,family,1970190,Salinivirga cyanobacteriivorans
Salinivirga,genus,1970191,Salinivirga cyanobacteriivorans
Salinivirga cyanobacteriivorans,species,1307839,Salinivirga cyanobacteriivorans
cellular organisms,no rank,131567,Mucilaginibacter sp. PAMC 26640
Bacteria,superkingdom,2,Mucilaginibacter sp. PAMC 26640
FCB group,clade,1783270,Mucilaginibacter sp. PAMC 26640
Bacteroidetes/Chlorobi group,clade,68336,Mucilaginibacter sp. PAMC 26640
Bacteroidota,phylum,976,Mucilaginibacter sp. PAMC 26640
Sphingobacteriia,class,117747,Mucilaginibacter sp. PAMC 26640
Sphingobacteriales,order,200666,Mucilaginibacter sp. PAMC 26640
Sphingobacteriaceae,family,84566,Mucilaginibacter sp. PAMC 26640
Mucilaginibacter,genus,423349,Mucilaginibacter sp. PAMC 26640
unclassified Mucilaginibacter,no rank,2617802,Mucilaginibacter sp. PAMC 26640
Mucilaginibacter sp. PAMC 26640,species,1300914,Mucilaginibacter sp. PAMC 26640
cellular organisms,no rank,131567,Mucilaginibacter mallensis
Bacteria,superkingdom,2,Mucilaginibacter mallensis
FCB group,clade,1783270,Mucilaginibacter mallensis
Bacteroidetes/Chlorobi group,clade,68336,Mucilaginibacter mallensis
Bacteroidota,phylum,976,Mucilaginibacter mallensis
Sphingobacteriia,class,117747,Mucilaginibacter mallensis
Sphingobacteriales,order,200666,Mucilaginibacter mallensis
Sphingobacteriaceae,family,84566,Mucilaginibacter mallensis
Mucilaginibacter,genus,423349,Mucilaginibacter mallensis
Mucilaginibacter mallensis,species,652787,Mucilaginibacter mallensis
cellular organisms,no rank,131567,Mucilaginibacter gotjawali
Bacteria,superkingdom,2,Mucilaginibacter gotjawali
FCB group,clade,1783270,Mucilaginibacter gotjawali
Bacteroidetes/Chlorobi group,clade,68336,Mucilaginibacter gotjawali
Bacteroidota,phylum,976,Mucilaginibacter gotjawali
Sphingobacteriia,class,117747,Mucilaginibacter gotjawali
Sphingobacteriales,order,200666,Mucilaginibacter gotjawali
Sphingobacteriaceae,family,84566,Mucilaginibacter gotjawali
Mucilaginibacter,genus,423349,Mucilaginibacter gotjawali
Mucilaginibacter gotjawali,species,1550579,Mucilaginibacter gotjawali
cellular organisms,no rank,131567,Sphingobacterium mizutaii
Bacteria,superkingdom,2,Sphingobacterium mizutaii
FCB group,clade,1783270,Sphingobacterium mizutaii
Bacteroidetes/Chlorobi group,clade,68336,Sphingobacterium mizutaii
Bacteroidota,phylum,976,Sphingobacterium mizutaii
Sphingobacteriia,class,117747,Sphingobacterium mizutaii
Sphingobacteriales,order,200666,Sphingobacterium mizutaii
Sphingobacteriaceae,family,84566,Sphingobacterium mizutaii
Sphingobacterium,genus,28453,Sphingobacterium mizutaii
Sphingobacterium mizutaii,species,1010,Sphingobacterium mizutaii
cellular organisms,no rank,131567,Pedobacter cryoconitis
Bacteria,superkingdom,2,Pedobacter cryoconitis
FCB group,clade,1783270,Pedobacter cryoconitis
Bacteroidetes/Chlorobi group,clade,68336,Pedobacter cryoconitis
Bacteroidota,phylum,976,Pedobacter cryoconitis
Sphingobacteriia,class,117747,Pedobacter cryoconitis
Sphingobacteriales,order,200666,Pedobacter cryoconitis
Sphingobacteriaceae,family,84566,Pedobacter cryoconitis
Pedobacter,genus,84567,Pedobacter cryoconitis
Pedobacter cryoconitis,species,188932,Pedobacter cryoconitis
cellular organisms,no rank,131567,Solitalea canadensis
Bacteria,superkingdom,2,Solitalea canadensis
FCB group,clade,1783270,Solitalea canadensis
Bacteroidetes/Chlorobi group,clade,68336,Solitalea canadensis
Bacteroidota,phylum,976,Solitalea canadensis
Sphingobacteriia,class,117747,Solitalea canadensis
Sphingobacteriales,order,200666,Solitalea canadensis
Sphingobacteriaceae,family,84566,Solitalea canadensis
Solitalea,genus,929509,Solitalea canadensis
Solitalea canadensis,species,995,Solitalea canadensis
cellular organisms,no rank,131567,Haliscomenobacter hydrossis
Bacteria,superkingdom,2,Haliscomenobacter hydrossis
FCB group,clade,1783270,Haliscomenobacter hydrossis
Bacteroidetes/Chlorobi group,clade,68336,Haliscomenobacter hydrossis
Bacteroidota,phylum,976,Haliscomenobacter hydrossis
Saprospiria,class,1937959,Haliscomenobacter hydrossis
Saprospirales,order,1936988,Haliscomenobacter hydrossis
Haliscomenobacteraceae,family,1937961,Haliscomenobacter hydrossis
Haliscomenobacter,genus,2349,Haliscomenobacter hydrossis
Haliscomenobacter hydrossis,species,2350,Haliscomenobacter hydrossis
cellular organisms,no rank,131567,Saprospira grandis
Bacteria,superkingdom,2,Saprospira grandis
FCB group,clade,1783270,Saprospira grandis
Bacteroidetes/Chlorobi group,clade,68336,Saprospira grandis
Bacteroidota,phylum,976,Saprospira grandis
Saprospiria,class,1937959,Saprospira grandis
Saprospirales,order,1936988,Saprospira grandis
Saprospiraceae,family,89374,Saprospira grandis
Saprospira,genus,1007,Saprospira grandis
Saprospira grandis,species,1008,Saprospira grandis
cellular organisms,no rank,131567,Salinibacter ruber
Bacteria,superkingdom,2,Salinibacter ruber
FCB group,clade,1783270,Salinibacter ruber
Bacteroidetes/Chlorobi group,clade,68336,Salinibacter ruber
Bacteroidota,phylum,976,Salinibacter ruber
Bacteroidetes Order II. Incertae sedis,order,1100069,Salinibacter ruber
Rhodothermaceae,family,563843,Salinibacter ruber
Salinibacter,genus,146918,Salinibacter ruber
Salinibacter ruber,species,146919,Salinibacter ruber
cellular organisms,no rank,131567,Bacteroidetes bacterium Omega
Bacteria,superkingdom,2,Bacteroidetes bacterium Omega
FCB group,clade,1783270,Bacteroidetes bacterium Omega
Bacteroidetes/Chlorobi group,clade,68336,Bacteroidetes bacterium Omega
Balneolota,phylum,1936987,Bacteroidetes bacterium Omega
Balneolaeota incertae sedis,no rank,2927082,Bacteroidetes bacterium Omega
Candidatus Cyclonatronum,genus,2489367,Bacteroidetes bacterium Omega
Candidatus Cyclonatronum proteinivorum,species,1457365,Bacteroidetes bacterium Omega
cellular organisms,no rank,131567,Melioribacter roseus
Bacteria,superkingdom,2,Melioribacter roseus
FCB group,clade,1783270,Melioribacter roseus
Bacteroidetes/Chlorobi group,clade,68336,Melioribacter roseus
Ignavibacteriae,phylum,1134404,Melioribacter roseus
Ignavibacteria,class,795747,Melioribacter roseus
Ignavibacteriales,order,795748,Melioribacter roseus
Melioribacteraceae,family,1334117,Melioribacter roseus
Melioribacter,genus,1134403,Melioribacter roseus
Melioribacter roseus,species,1134405,Melioribacter roseus
cellular organisms,no rank,131567,Chloroherpeton thalassium
Bacteria,superkingdom,2,Chloroherpeton thalassium
FCB group,clade,1783270,Chloroherpeton thalassium
Bacteroidetes/Chlorobi group,clade,68336,Chloroherpeton thalassium
Chlorobi,phylum,1090,Chloroherpeton thalassium
Chlorobia,class,191410,Chloroherpeton thalassium
Chlorobiales,order,191411,Chloroherpeton thalassium
Chloroherpetonaceae,family,2968741,Chloroherpeton thalassium
Chloroherpeton,genus,100715,Chloroherpeton thalassium
Chloroherpeton thalassium,species,100716,Chloroherpeton thalassium
cellular organisms,no rank,131567,Gemmatimonas aurantiaca
Bacteria,superkingdom,2,Gemmatimonas aurantiaca
FCB group,clade,1783270,Gemmatimonas aurantiaca
Gemmatimonadetes,phylum,142182,Gemmatimonas aurantiaca
Gemmatimonadetes,class,219685,Gemmatimonas aurantiaca
Gemmatimonadales,order,219686,Gemmatimonas aurantiaca
Gemmatimonadaceae,family,219687,Gemmatimonas aurantiaca
Gemmatimonas,genus,173479,Gemmatimonas aurantiaca
Gemmatimonas aurantiaca,species,173480,Gemmatimonas aurantiaca
cellular organisms,no rank,131567,Gemmatirosa
Bacteria,superkingdom,2,Gemmatirosa
FCB group,clade,1783270,Gemmatirosa
Gemmatimonadetes,phylum,142182,Gemmatirosa
Gemmatimonadetes,class,219685,Gemmatirosa
Gemmatimonadales,order,219686,Gemmatirosa
Gemmatimonadaceae,family,219687,Gemmatirosa
Gemmatirosa,genus,1706036,Gemmatirosa
cellular organisms,no rank,131567,Fibrobacter succinogenes
Bacteria,superkingdom,2,Fibrobacter succinogenes
FCB group,clade,1783270,Fibrobacter succinogenes
Fibrobacteres,phylum,65842,Fibrobacter succinogenes
Fibrobacteria,class,204430,Fibrobacter succinogenes
Fibrobacterales,order,218872,Fibrobacter succinogenes
Fibrobacteraceae,family,204431,Fibrobacter succinogenes
Fibrobacter,genus,832,Fibrobacter succinogenes
Fibrobacter succinogenes,species,833,Fibrobacter succinogenes
cellular organisms,no rank,131567,Candidatus Cloacimonas acidaminovorans
Bacteria,superkingdom,2,Candidatus Cloacimonas acidaminovorans
FCB group,clade,1783270,Candidatus Cloacimonas acidaminovorans
Candidatus Cloacimonetes,phylum,456828,Candidatus Cloacimonas acidaminovorans
Candidatus Cloacimonas,genus,456826,Candidatus Cloacimonas acidaminovorans
Candidatus Cloacimonas acidaminovorans,species,456827,Candidatus Cloacimonas acidaminovorans
cellular organisms,no rank,131567,Verrucomicrobium spinosum
Bacteria,superkingdom,2,Verrucomicrobium spinosum
PVC group,clade,1783257,Verrucomicrobium spinosum
Verrucomicrobia,phylum,74201,Verrucomicrobium spinosum
Verrucomicrobiae,class,203494,Verrucomicrobium spinosum
Verrucomicrobiales,order,48461,Verrucomicrobium spinosum
Verrucomicrobiaceae,family,203557,Verrucomicrobium spinosum
Verrucomicrobium,genus,2735,Verrucomicrobium spinosum
Verrucomicrobium spinosum,species,2736,Verrucomicrobium spinosum
cellular organisms,no rank,131567,Verrucomicrobium sp. GAS474
Bacteria,superkingdom,2,Verrucomicrobium sp. GAS474
PVC group,clade,1783257,Verrucomicrobium sp. GAS474
Verrucomicrobia,phylum,74201,Verrucomicrobium sp. GAS474
Verrucomicrobiae,class,203494,Verrucomicrobium sp. GAS474
Verrucomicrobiales,order,48461,Verrucomicrobium sp. GAS474
Verrucomicrobiaceae,family,203557,Verrucomicrobium sp. GAS474
Verrucomicrobium,genus,2735,Verrucomicrobium sp. GAS474
unclassified Verrucomicrobium,no rank,2625155,Verrucomicrobium sp. GAS474
Verrucomicrobium sp. GAS474,species,1882831,Verrucomicrobium sp. GAS474
cellular organisms,no rank,131567,Akkermansia muciniphila
Bacteria,superkingdom,2,Akkermansia muciniphila
PVC group,clade,1783257,Akkermansia muciniphila
Verrucomicrobia,phylum,74201,Akkermansia muciniphila
Verrucomicrobiae,class,203494,Akkermansia muciniphila
Verrucomicrobiales,order,48461,Akkermansia muciniphila
Akkermansiaceae,family,1647988,Akkermansia muciniphila
Akkermansia,genus,239934,Akkermansia muciniphila
Akkermansia muciniphila,species,239935,Akkermansia muciniphila
cellular organisms,no rank,131567,Akkermansia glycaniphila
Bacteria,superkingdom,2,Akkermansia glycaniphila
PVC group,clade,1783257,Akkermansia glycaniphila
Verrucomicrobia,phylum,74201,Akkermansia glycaniphila
Verrucomicrobiae,class,203494,Akkermansia glycaniphila
Verrucomicrobiales,order,48461,Akkermansia glycaniphila
Akkermansiaceae,family,1647988,Akkermansia glycaniphila
Akkermansia,genus,239934,Akkermansia glycaniphila
Akkermansia glycaniphila,species,1679444,Akkermansia glycaniphila
cellular organisms,no rank,131567,Opitutus sp. GAS368
Bacteria,superkingdom,2,Opitutus sp. GAS368
PVC group,clade,1783257,Opitutus sp. GAS368
Verrucomicrobia,phylum,74201,Opitutus sp. GAS368
Opitutae,class,414999,Opitutus sp. GAS368
Opitutales,order,415000,Opitutus sp. GAS368
Opitutaceae,family,134623,Opitutus sp. GAS368
Opitutus,genus,178440,Opitutus sp. GAS368
unclassified Opitutus,no rank,2649488,Opitutus sp. GAS368
Opitutus sp. GAS368,species,1882749,Opitutus sp. GAS368
cellular organisms,no rank,131567,Opitutus terrae
Bacteria,superkingdom,2,Opitutus terrae
PVC group,clade,1783257,Opitutus terrae
Verrucomicrobia,phylum,74201,Opitutus terrae
Opitutae,class,414999,Opitutus terrae
Opitutales,order,415000,Opitutus terrae
Opitutaceae,family,134623,Opitutus terrae
Opitutus,genus,178440,Opitutus terrae
Opitutus terrae,species,107709,Opitutus terrae
cellular organisms,no rank,131567,Lacunisphaera limnophila
Bacteria,superkingdom,2,Lacunisphaera limnophila
PVC group,clade,1783257,Lacunisphaera limnophila
Verrucomicrobia,phylum,74201,Lacunisphaera limnophila
Opitutae,class,414999,Lacunisphaera limnophila
Opitutales,order,415000,Lacunisphaera limnophila
Opitutaceae,family,134623,Lacunisphaera limnophila
Lacunisphaera,genus,1961799,Lacunisphaera limnophila
Lacunisphaera limnophila,species,1838286,Lacunisphaera limnophila
cellular organisms,no rank,131567,Opitutaceae bacterium TAV5
Bacteria,superkingdom,2,Opitutaceae bacterium TAV5
PVC group,clade,1783257,Opitutaceae bacterium TAV5
Verrucomicrobia,phylum,74201,Opitutaceae bacterium TAV5
Opitutae,class,414999,Opitutaceae bacterium TAV5
Opitutales,order,415000,Opitutaceae bacterium TAV5
Opitutaceae,family,134623,Opitutaceae bacterium TAV5
unclassified Opitutaceae,no rank,278955,Opitutaceae bacterium TAV5
Opitutaceae bacterium TAV5,species,794903,Opitutaceae bacterium TAV5
cellular organisms,no rank,131567,Ereboglobus luteus
Bacteria,superkingdom,2,Ereboglobus luteus
PVC group,clade,1783257,Ereboglobus luteus
Verrucomicrobia,phylum,74201,Ereboglobus luteus
Opitutae,class,414999,Ereboglobus luteus
Opitutales,order,415000,Ereboglobus luteus
Opitutaceae,family,134623,Ereboglobus luteus
Ereboglobus,genus,2028344,Ereboglobus luteus
Ereboglobus luteus,species,1796921,Ereboglobus luteus
cellular organisms,no rank,131567,Coraliomargarita akajimensis
Bacteria,superkingdom,2,Coraliomargarita akajimensis
PVC group,clade,1783257,Coraliomargarita akajimensis
Verrucomicrobia,phylum,74201,Coraliomargarita akajimensis
Opitutae,class,414999,Coraliomargarita akajimensis
Puniceicoccales,order,415001,Coraliomargarita akajimensis
Puniceicoccaceae,family,415002,Coraliomargarita akajimensis
Coraliomargarita,genus,442430,Coraliomargarita akajimensis
Coraliomargarita akajimensis,species,395922,Coraliomargarita akajimensis
cellular organisms,no rank,131567,Verrucomicrobia bacterium IMCC26134
