case,genus,fraction_total_reads,group,sex
24.unmapped,Leptolyngbya,5.22E-05,control,fem
26.unmapped,Leptolyngbya,4.11E-05,control,fem
25.unmapped,Leptolyngbya,5.65E-05,control,fem
24.unmapped,Leptolyngbya,6.25E-05,control,fem
25.unmapped,Leptolyngbya,5.91E-05,control,fem
26.unmapped,Leptolyngbya,5.40E-05,control,fem
21.unmapped,Leptothrix,0.000274892,malt,male
27.unmapped,Leptothrix,0.000345113,malt,fem
29.unmapped,Leptothrix,0.000523236,malt,fem
19.unmapped,Leptothrix,0.000530087,control,male
22.unmapped,Leptothrix,0.000534369,malt,male
23.unmapped,Leptothrix,0.000209808,malt,male
18.unmapped,Leptothrix,0.000704785,control,male
28.unmapped,Leptothrix,0.000570336,malt,fem
20.unmapped,Leptothrix,0.000174698,control,male
26.unmapped,Leptothrix,0.000304008,control,fem
25.unmapped,Leptothrix,0.000164421,control,fem
17.unmapped,Leptothrix,0.000599453,control,male
24.unmapped,Leptothrix,0.000190112,control,fem
21.unmapped,Leptotrichia,4.45E-05,malt,male
26.unmapped,Leptotrichia,5.99E-05,control,fem
26.unmapped,Leptotrichia,0.000114752,control,fem
21.unmapped,Leptotrichia,4.62E-05,malt,male
17.unmapped,Limnohabitans,0.000169559,control,male
21.unmapped,Limnohabitans,0.000483844,malt,male
27.unmapped,Limnohabitans,7.88E-05,malt,fem
25.unmapped,Limnohabitans,0.000537795,control,fem
28.unmapped,Limnohabitans,0.000144725,malt,fem
18.unmapped,Limnohabitans,0.000108758,control,male
23.unmapped,Limnohabitans,5.65E-05,malt,male
19.unmapped,Limnohabitans,0.000130167,control,male
22.unmapped,Limnohabitans,0.000131023,malt,male
20.unmapped,Limnohabitans,0.000517242,control,male
29.unmapped,Limnohabitans,0.000114752,malt,fem
24.unmapped,Limnohabitans,0.000564342,control,fem
26.unmapped,Limnohabitans,0.000670531,control,fem
19.unmapped,Limnohabitans,0.000107901,control,male
27.unmapped,Limnohabitans,0.000119034,malt,fem
21.unmapped,Limnohabitans,0.000579756,malt,male
24.unmapped,Limnohabitans,0.000665392,control,fem
22.unmapped,Limnohabitans,0.000149007,malt,male
17.unmapped,Limnohabitans,0.000208952,control,male
18.unmapped,Limnohabitans,0.000180692,control,male
29.unmapped,Limnohabitans,0.000144725,malt,fem
26.unmapped,Limnohabitans,0.000858074,control,fem
25.unmapped,Limnohabitans,0.000679951,control,fem
20.unmapped,Limnohabitans,0.00059774,control,male
23.unmapped,Limnohabitans,5.40E-05,malt,male
28.unmapped,Limnohabitans,0.000187543,malt,fem
21.unmapped,Listeria,4.20E-05,malt,male
26.unmapped,Listeria,4.71E-05,control,fem
17.unmapped,Listeria,5.48E-05,control,male
29.unmapped,Luteitalea,0.00030829,malt,fem
26.unmapped,Luteitalea,5.40E-05,control,fem
17.unmapped,Luteitalea,0.000234643,control,male
20.unmapped,Luteitalea,5.40E-05,control,male
21.unmapped,Luteitalea,5.40E-05,malt,male
25.unmapped,Luteitalea,8.82E-05,control,fem
27.unmapped,Luteitalea,0.000109614,malt,fem
19.unmapped,Luteitalea,0.0001413,control,male
28.unmapped,Luteitalea,0.000292019,malt,fem
24.unmapped,Luteitalea,7.11E-05,control,fem
22.unmapped,Luteitalea,0.000263759,malt,male
23.unmapped,Luteitalea,4.71E-05,malt,male
18.unmapped,Luteitalea,0.000266328,control,male
27.unmapped,Urechidicola,5.65E-05,malt,fem
17.unmapped,Lysinibacillus,4.97E-05,control,male
27.unmapped,Marivirga,4.54E-05,malt,fem
20.unmapped,Pseudoduganella,0.000133592,control,male
18.unmapped,Pseudoduganella,4.71E-05,control,male
29.unmapped,Pseudoduganella,6.94E-05,malt,fem
19.unmapped,Pseudoduganella,5.82E-05,control,male
28.unmapped,Pseudoduganella,5.48E-05,malt,fem
17.unmapped,Pseudoduganella,7.45E-05,control,male
22.unmapped,Pseudoduganella,6.77E-05,malt,male
27.unmapped,Massilia,9.08E-05,malt,fem
20.unmapped,Massilia,5.14E-05,control,male
27.unmapped,Massilia,4.37E-05,malt,fem
24.unmapped,Massilia,6.77E-05,control,fem
28.unmapped,Massilia,8.99E-05,malt,fem
22.unmapped,Massilia,5.91E-05,malt,male
19.unmapped,Massilia,9.59E-05,control,male
29.unmapped,Massilia,8.73E-05,malt,fem
17.unmapped,Massilia,9.51E-05,control,male
18.unmapped,Massilia,8.91E-05,control,male
20.unmapped,Massilia,4.45E-05,control,male
23.unmapped,Massilia,4.54E-05,malt,male
17.unmapped,Massilia,5.48E-05,control,male
18.unmapped,Massilia,8.14E-05,control,male
28.unmapped,Massilia,4.80E-05,malt,fem
29.unmapped,Massilia,5.05E-05,malt,fem
26.unmapped,Massilia,5.31E-05,control,fem
20.unmapped,Massilia,5.05E-05,control,male
19.unmapped,Massilia,6.77E-05,control,male
17.unmapped,Massilia,4.20E-05,control,male
21.unmapped,Massilia,5.57E-05,malt,male
21.unmapped,Massilia,4.37E-05,malt,male
27.unmapped,Massilia,6.94E-05,malt,fem
22.unmapped,Massilia,4.20E-05,malt,male
26.unmapped,Massilia,0.00014815,control,fem
23.unmapped,Massilia,7.54E-05,malt,male
24.unmapped,Massilia,0.000121603,control,fem
27.unmapped,Massilia,0.000123316,malt,fem
20.unmapped,Massilia,0.000124172,control,male
21.unmapped,Massilia,0.000220085,malt,male
29.unmapped,Massilia,0.000230361,malt,fem
19.unmapped,Massilia,0.00023293,control,male
28.unmapped,Massilia,0.000252626,malt,fem
22.unmapped,Massilia,0.000215803,malt,male
17.unmapped,Massilia,0.000397351,control,male
18.unmapped,Massilia,0.000247488,control,male
25.unmapped,Massilia,0.000119034,control,fem
20.unmapped,Megamonas,4.11E-05,control,male
22.unmapped,Megamonas,4.37E-05,malt,male
26.unmapped,Megamonas,8.56E-05,control,fem
21.unmapped,Megamonas,0.00011304,malt,male
18.unmapped,Pulveribacter,6.34E-05,control,male
19.unmapped,Melaminivora,0.00011304,control,male
27.unmapped,Melaminivora,9.93E-05,malt,fem
18.unmapped,Melaminivora,0.000101051,control,male
28.unmapped,Melaminivora,0.000149007,malt,fem
22.unmapped,Melaminivora,0.000107901,malt,male
21.unmapped,Melaminivora,4.54E-05,malt,male
29.unmapped,Melaminivora,9.59E-05,malt,fem
24.unmapped,Melaminivora,5.99E-05,control,fem
20.unmapped,Melaminivora,8.14E-05,control,male
17.unmapped,Melaminivora,0.000102763,control,male
25.unmapped,Melaminivora,0.000137018,control,fem
23.unmapped,Melaminivora,0.000211521,malt,male
26.unmapped,Melaminivora,6.77E-05,control,fem
29.unmapped,Melioribacter,4.80E-05,malt,fem
28.unmapped,Melioribacter,4.45E-05,malt,fem
23.unmapped,Methylibium,7.79E-05,malt,male
26.unmapped,Methylibium,0.000351108,control,fem
24.unmapped,Methylibium,0.000323704,control,fem
29.unmapped,Methylibium,0.000168703,malt,fem
20.unmapped,Methylibium,0.000111327,control,male
27.unmapped,Methylibium,0.000200388,malt,fem
21.unmapped,Methylibium,0.000200388,malt,male
22.unmapped,Methylibium,0.000209808,malt,male
19.unmapped,Methylibium,0.00015757,control,male
28.unmapped,Methylibium,0.000164421,malt,fem
18.unmapped,Methylibium,0.000210665,control,male
17.unmapped,Methylibium,0.000168703,control,male
25.unmapped,Methylibium,0.000669674,control,fem
26.unmapped,Methylobacterium,4.45E-05,control,fem
21.unmapped,Methylobacterium,4.37E-05,malt,male
26.unmapped,Methylobacterium,4.97E-05,control,fem
25.unmapped,Methylobacterium,5.14E-05,control,fem
25.unmapped,Methylobacterium,4.11E-05,control,fem
25.unmapped,Methylobacterium,4.80E-05,control,fem
26.unmapped,Methylobacterium,7.19E-05,control,fem
26.unmapped,Methylobacterium,7.11E-05,control,fem
20.unmapped,Methylobacterium,0.00011304,control,male
24.unmapped,Methylobacterium,6.17E-05,control,fem
21.unmapped,Methylobacterium,8.05E-05,malt,male
21.unmapped,Methylobacterium,0.00013873,malt,male
25.unmapped,Methylobacterium,0.00025177,control,fem
26.unmapped,Methylobacterium,0.000277461,control,fem
24.unmapped,Methylobacterium,0.000202101,control,fem
20.unmapped,Methylobacterium,0.000107901,control,male
28.unmapped,Methylomicrobium,6.59E-05,malt,fem
17.unmapped,Methylomicrobium,5.31E-05,control,male
19.unmapped,Methylomicrobium,4.37E-05,control,male
19.unmapped,Methylomonas,4.11E-05,control,male
17.unmapped,Methylomonas,4.71E-05,control,male
28.unmapped,Methylomonas,4.54E-05,malt,fem
21.unmapped,Methylophilus,0.000230361,malt,male
20.unmapped,Methylophilus,0.000208096,control,male
25.unmapped,Methylophilus,0.000196107,control,fem
24.unmapped,Methylophilus,0.000247488,control,fem
26.unmapped,Methylophilus,0.000297157,control,fem
20.unmapped,Methylorubrum,0.000404202,control,male
27.unmapped,Methylotenera,4.71E-05,malt,fem
24.unmapped,Methylotenera,9.76E-05,control,fem
21.unmapped,Methylotenera,9.16E-05,malt,male
26.unmapped,Methylotenera,9.68E-05,control,fem
25.unmapped,Methylotenera,9.16E-05,control,fem
20.unmapped,Methylotenera,7.71E-05,control,male
17.unmapped,Methylotenera,4.97E-05,control,male
18.unmapped,Methylotenera,6.17E-05,control,male
24.unmapped,Methylotenera,4.54E-05,control,fem
29.unmapped,Methylotenera,4.62E-05,malt,fem
28.unmapped,Methylotenera,4.54E-05,malt,fem
26.unmapped,Methylotenera,6.59E-05,control,fem
26.unmapped,Microbacterium,5.22E-05,control,fem
21.unmapped,Microbacterium,0.000100194,malt,male
24.unmapped,Microbacterium,9.51E-05,control,fem
27.unmapped,Microbacterium,4.54E-05,malt,fem
23.unmapped,Microbacterium,4.97E-05,malt,male
20.unmapped,Microbacterium,8.14E-05,control,male
26.unmapped,Microbacterium,5.57E-05,control,fem
20.unmapped,Microbacterium,5.05E-05,control,male
27.unmapped,Microbacterium,0.000114752,malt,fem
19.unmapped,Microbacterium,4.88E-05,control,male
25.unmapped,Microbacterium,0.000184974,control,fem
17.unmapped,Microbacterium,4.20E-05,control,male
21.unmapped,Microbacterium,5.99E-05,malt,male
27.unmapped,Microcella,6.17E-05,malt,fem
26.unmapped,Microcella,4.45E-05,control,fem
20.unmapped,Micrococcus,0.000316854,control,male
23.unmapped,Micrococcus,4.80E-05,malt,male
22.unmapped,Micrococcus,0.000189256,malt,male
19.unmapped,Micrococcus,0.000142156,control,male
24.unmapped,Micrococcus,0.00065426,control,fem
21.unmapped,Micrococcus,0.000884621,malt,male
27.unmapped,Micrococcus,0.000551496,malt,fem
18.unmapped,Micrococcus,7.88E-05,control,male
25.unmapped,Micrococcus,0.000147294,control,fem
26.unmapped,Micrococcus,0.000589176,control,fem
28.unmapped,Micrococcus,0.000162709,malt,fem
17.unmapped,Micrococcus,0.000156714,control,male
26.unmapped,Allocoleopsis,8.14E-05,control,fem
17.unmapped,Microvirga,4.11E-05,control,male
28.unmapped,Mitsuaria,0.00040249,malt,fem
24.unmapped,Mitsuaria,0.000184118,control,fem
17.unmapped,Mitsuaria,0.00034597,control,male
27.unmapped,Mitsuaria,0.000253483,malt,fem
23.unmapped,Mitsuaria,0.000139587,malt,male
20.unmapped,Mitsuaria,0.000125029,control,male
21.unmapped,Mitsuaria,0.000202958,malt,male
29.unmapped,Mitsuaria,0.000412766,malt,fem
19.unmapped,Mitsuaria,0.000359672,control,male
22.unmapped,Mitsuaria,0.000382793,malt,male
18.unmapped,Mitsuaria,0.000596884,control,male
26.unmapped,Mitsuaria,0.000249201,control,fem
25.unmapped,Mitsuaria,0.000228648,control,fem
27.unmapped,Modestobacter,8.39E-05,malt,fem
24.unmapped,Moraxella,5.22E-05,control,fem
28.unmapped,Moraxella,0.000217516,malt,fem
20.unmapped,Moraxella,0.000237212,control,male
17.unmapped,Moraxella,0.000224367,control,male
26.unmapped,Moraxella,0.000290306,control,fem
19.unmapped,Moraxella,0.000266328,control,male
29.unmapped,Moraxella,0.00015757,malt,fem
27.unmapped,Moraxella,0.000198676,malt,fem
23.unmapped,Moraxella,9.16E-05,malt,male
21.unmapped,Moraxella,0.000345113,malt,male
25.unmapped,Moraxella,0.000100194,control,fem
24.unmapped,Moraxella,0.000429037,control,fem
18.unmapped,Moraxella,0.000128454,control,male
22.unmapped,Moraxella,9.16E-05,malt,male
17.unmapped,Aquirhabdus,0.000158427,control,male
28.unmapped,Aquirhabdus,0.000162709,malt,fem
18.unmapped,Aquirhabdus,0.000145581,control,male
19.unmapped,Aquirhabdus,0.000200388,control,male
23.unmapped,Aquirhabdus,4.80E-05,malt,male
27.unmapped,Aquirhabdus,7.45E-05,malt,fem
26.unmapped,Aquirhabdus,5.14E-05,control,fem
22.unmapped,Aquirhabdus,0.000151576,malt,male
24.unmapped,Aquirhabdus,4.28E-05,control,fem
29.unmapped,Aquirhabdus,0.000161852,malt,fem
26.unmapped,Morganella,6.34E-05,control,fem
21.unmapped,Morganella,0.000107045,malt,male
28.unmapped,Mucilaginibacter,4.28E-05,malt,fem
27.unmapped,Gammaretrovirus,5.74E-05,malt,fem
23.unmapped,Gammaretrovirus,0.000210665,malt,male
27.unmapped,Gammaretrovirus,0.000177267,malt,fem
21.unmapped,Mycobacterium,5.57E-05,malt,male
17.unmapped,Mycolicibacterium,9.25E-05,control,male
18.unmapped,Mycolicibacterium,8.39E-05,control,male
26.unmapped,Mycolicibacterium,0.000247488,control,fem
21.unmapped,Mycolicibacterium,0.000439313,malt,male
22.unmapped,Mycolicibacterium,0.000130167,malt,male
19.unmapped,Mycolicibacterium,5.31E-05,control,male
24.unmapped,Mycolicibacterium,0.000271466,control,fem
28.unmapped,Mycolicibacterium,0.000139587,malt,fem
20.unmapped,Mycolicibacterium,8.48E-05,control,male
27.unmapped,Mycolicibacterium,0.000163565,malt,fem
29.unmapped,Mycolicibacterium,6.42E-05,malt,fem
26.unmapped,Mycoplasma,7.79E-05,control,fem
24.unmapped,Mycoplasma,6.59E-05,control,fem
21.unmapped,Mycoplasma,9.85E-05,malt,male
20.unmapped,Mycoplasma,7.71E-05,control,male
25.unmapped,Mycoplasma,5.05E-05,control,fem
29.unmapped,Mycoplasmopsis,4.80E-05,malt,fem
22.unmapped,Mycoplasmopsis,6.51E-05,malt,male
29.unmapped,Mycoplasma,5.22E-05,malt,fem
28.unmapped,Mycoplasma,5.40E-05,malt,fem
24.unmapped,Myxococcus,0.000161852,control,fem
26.unmapped,Neisseria,7.71E-05,control,fem
28.unmapped,Neisseria,0.000139587,malt,fem
25.unmapped,Neisseria,0.000119034,control,fem
26.unmapped,Neisseria,0.000268041,control,fem
24.unmapped,Neisseria,0.00102592,control,fem
17.unmapped,Neisseria,7.11E-05,control,male
18.unmapped,Neisseria,0.000182405,control,male
29.unmapped,Neisseria,0.000178979,malt,fem
27.unmapped,Neisseria,7.79E-05,malt,fem
20.unmapped,Neisseria,0.000173841,control,male
22.unmapped,Neisseria,0.000369092,malt,male
21.unmapped,Neisseria,0.001199762,malt,male
19.unmapped,Neisseria,0.00015072,control,male
26.unmapped,Aquella,0.00015072,control,fem
25.unmapped,Aquella,0.000143012,control,fem
19.unmapped,Aquella,4.45E-05,control,male
17.unmapped,Aquella,4.80E-05,control,male
24.unmapped,Aquella,0.000165278,control,fem
28.unmapped,Aquella,9.68E-05,malt,fem
20.unmapped,Aquella,0.000162709,control,male
21.unmapped,Aquella,0.000137018,malt,male
18.unmapped,Aquella,8.65E-05,control,male
17.unmapped,Niabella,4.71E-05,control,male
22.unmapped,Niabella,5.14E-05,malt,male
28.unmapped,Niabella,4.45E-05,malt,fem
18.unmapped,Niabella,5.05E-05,control,male
29.unmapped,Niabella,5.82E-05,malt,fem
25.unmapped,Niabella,7.36E-05,control,fem
28.unmapped,Niabella,0.000196963,malt,fem
26.unmapped,Niabella,5.82E-05,control,fem
18.unmapped,Niabella,0.000186687,control,male
29.unmapped,Niabella,0.000200388,malt,fem
20.unmapped,Niabella,9.51E-05,control,male
27.unmapped,Niabella,0.000101907,malt,fem
19.unmapped,Niabella,0.00014815,control,male
22.unmapped,Niabella,0.000173841,malt,male
24.unmapped,Niabella,7.19E-05,control,fem
17.unmapped,Niabella,0.000184974,control,male
23.unmapped,Niabella,6.08E-05,malt,male
21.unmapped,Niabella,5.74E-05,malt,male
26.unmapped,Niastella,4.37E-05,control,fem
20.unmapped,Niastella,4.20E-05,control,male
17.unmapped,Niastella,6.85E-05,control,male
18.unmapped,Niastella,7.28E-05,control,male
19.unmapped,Niastella,5.48E-05,control,male
28.unmapped,Niastella,7.62E-05,malt,fem
29.unmapped,Niastella,7.11E-05,malt,fem
22.unmapped,Niastella,6.17E-05,malt,male
29.unmapped,Nitrosomonas,4.11E-05,malt,fem
28.unmapped,Nitrosomonas,4.62E-05,malt,fem
18.unmapped,Nitrosomonas,4.45E-05,control,male
29.unmapped,Nitrosomonas,5.57E-05,malt,fem
24.unmapped,Nitrosomonas,7.79E-05,control,fem
19.unmapped,Nitrospira,4.54E-05,control,male
17.unmapped,Nitrospira,7.02E-05,control,male
28.unmapped,Nitrospira,0.000134449,malt,fem
27.unmapped,Nitrospira,4.62E-05,malt,fem
29.unmapped,Nitrospira,5.82E-05,malt,fem
22.unmapped,Nitrospira,6.08E-05,malt,male
18.unmapped,Nitrospira,6.08E-05,control,male
17.unmapped,Nitrospira,9.93E-05,control,male
22.unmapped,Nitrospira,7.28E-05,malt,male
29.unmapped,Nitrospira,9.25E-05,malt,fem
26.unmapped,Nitrospira,5.31E-05,control,fem
28.unmapped,Nitrospira,8.99E-05,malt,fem
27.unmapped,Nitrospira,4.45E-05,malt,fem
18.unmapped,Nitrospira,9.42E-05,control,male
19.unmapped,Nitrospira,7.71E-05,control,male
22.unmapped,Nitrospira,5.31E-05,malt,male
17.unmapped,Nitrospira,5.65E-05,control,male
28.unmapped,Nitrospira,5.22E-05,malt,fem
18.unmapped,Nitrospira,5.65E-05,control,male
29.unmapped,Nitrospira,4.28E-05,malt,fem
21.unmapped,Nocardioides,4.54E-05,malt,male
27.unmapped,Nocardioides,4.45E-05,malt,fem
26.unmapped,Nocardioides,7.79E-05,control,fem
20.unmapped,Nocardioides,6.25E-05,control,male
23.unmapped,Nocardioides,5.22E-05,malt,male
24.unmapped,Nocardioides,4.71E-05,control,fem
20.unmapped,Nocardioides,5.74E-05,control,male
27.unmapped,Nocardioides,4.20E-05,malt,fem
27.unmapped,Nocardioides,6.42E-05,malt,fem
20.unmapped,Nocardioides,4.62E-05,control,male
26.unmapped,Nocardioides,4.37E-05,control,fem
26.unmapped,Nonomuraea,4.11E-05,control,fem
28.unmapped,Nostoc,4.71E-05,malt,fem
28.unmapped,Cyanobacteria,6.68E-05,malt,fem
28.unmapped,Nostoc,0.000149863,malt,fem
26.unmapped,Nostoc,0.000110471,control,fem
25.unmapped,Novosphingobium,4.45E-05,control,fem
29.unmapped,Novosphingobium,4.20E-05,malt,fem
18.unmapped,Novosphingobium,4.71E-05,control,male
22.unmapped,Novosphingobium,4.80E-05,malt,male
28.unmapped,Novosphingobium,5.31E-05,malt,fem
18.unmapped,Novosphingobium,4.28E-05,control,male
18.unmapped,Thiopseudomonas,6.34E-05,control,male
17.unmapped,Thiopseudomonas,5.40E-05,control,male
28.unmapped,Thiopseudomonas,7.19E-05,malt,fem
29.unmapped,Thiopseudomonas,5.40E-05,malt,fem
22.unmapped,Thiopseudomonas,8.82E-05,malt,male
19.unmapped,Thiopseudomonas,4.71E-05,control,male
26.unmapped,Brucella,7.79E-05,control,fem
29.unmapped,Odoribacter,4.97E-05,malt,fem
28.unmapped,Odoribacter,7.88E-05,malt,fem
27.unmapped,Oligella,0.000258621,malt,fem
19.unmapped,Opitutus,8.22E-05,control,male
22.unmapped,Opitutus,9.51E-05,malt,male
27.unmapped,Opitutus,5.05E-05,malt,fem
29.unmapped,Opitutus,0.000116465,malt,fem
28.unmapped,Opitutus,0.000112183,malt,fem
17.unmapped,Opitutus,0.000107901,control,male
24.unmapped,Opitutus,4.37E-05,control,fem
18.unmapped,Opitutus,9.59E-05,control,male
18.unmapped,Opitutus,5.99E-05,control,male
21.unmapped,Opitutus,4.45E-05,malt,male
25.unmapped,Opitutus,5.31E-05,control,fem
22.unmapped,Opitutus,6.59E-05,malt,male
19.unmapped,Opitutus,6.51E-05,control,male
29.unmapped,Opitutus,7.28E-05,malt,fem
27.unmapped,Opitutus,7.36E-05,malt,fem
26.unmapped,Opitutus,5.74E-05,control,fem
17.unmapped,Opitutus,6.42E-05,control,male
24.unmapped,Opitutus,5.14E-05,control,fem
28.unmapped,Opitutus,7.36E-05,malt,fem
17.unmapped,Ornithobacterium,6.59E-05,control,male
27.unmapped,Ornithobacterium,0.000160139,malt,fem
19.unmapped,Ornithobacterium,0.000158427,control,male
28.unmapped,Ornithobacterium,0.000250914,malt,fem
26.unmapped,Oscillatoria,4.88E-05,control,fem
21.unmapped,Oscillatoria,4.45E-05,malt,male
17.unmapped,Oscillatoria,0.000151576,control,male
28.unmapped,Oscillatoria,0.000227792,malt,fem
21.unmapped,Oscillatoria,0.000641414,malt,male
18.unmapped,Oscillatoria,0.000203814,control,male
22.unmapped,Oscillatoria,0.000640558,malt,male
24.unmapped,Oscillatoria,7.96E-05,control,fem
23.unmapped,Oscillatoria,0.000139587,malt,male
26.unmapped,Oscillatoria,5.74E-05,control,fem
29.unmapped,Oscillatoria,4.62E-05,malt,fem
25.unmapped,Oscillatoria,5.99E-05,control,fem
19.unmapped,Oscillatoria,0.000191825,control,male
27.unmapped,Oscillatoria,0.000121603,malt,fem
27.unmapped,Ottowia,0.000114752,malt,fem
19.unmapped,Ottowia,0.000234643,control,male
23.unmapped,Ottowia,8.14E-05,malt,male
26.unmapped,Ottowia,0.000463291,control,fem
21.unmapped,Ottowia,0.000273179,malt,male
29.unmapped,Ottowia,0.000183261,malt,fem
28.unmapped,Ottowia,0.000197819,malt,fem
18.unmapped,Ottowia,0.000412766,control,male
17.unmapped,Ottowia,0.000211521,control,male
25.unmapped,Ottowia,0.000388788,control,fem
24.unmapped,Ottowia,0.000333981,control,fem
20.unmapped,Ottowia,0.000273179,control,male
22.unmapped,Ottowia,0.000192681,malt,male
25.unmapped,Ottowia,5.05E-05,control,fem
26.unmapped,Ottowia,6.59E-05,control,fem
22.unmapped,Ottowia,5.57E-05,malt,male
29.unmapped,Ottowia,6.17E-05,malt,fem
24.unmapped,Ottowia,4.71E-05,control,fem
18.unmapped,Ottowia,5.91E-05,control,male
17.unmapped,Ottowia,4.28E-05,control,male
23.unmapped,Ottowia,4.11E-05,malt,male
28.unmapped,Ottowia,5.74E-05,malt,fem
19.unmapped,Ottowia,9.85E-05,control,male
29.unmapped,Paenibacillus,4.62E-05,malt,fem
24.unmapped,Paeniclostridium,4.11E-05,control,fem
20.unmapped,Pajaroellobacter,7.02E-05,control,male
22.unmapped,Pajaroellobacter,0.000162709,malt,male
28.unmapped,Pajaroellobacter,0.000149007,malt,fem
24.unmapped,Pajaroellobacter,6.51E-05,control,fem
23.unmapped,Pajaroellobacter,4.54E-05,malt,male
29.unmapped,Pajaroellobacter,0.000154145,malt,fem
17.unmapped,Pajaroellobacter,0.000125885,control,male
18.unmapped,Pajaroellobacter,0.000125885,control,male
27.unmapped,Pajaroellobacter,6.59E-05,malt,fem
21.unmapped,Pajaroellobacter,5.82E-05,malt,male
25.unmapped,Pajaroellobacter,6.25E-05,control,fem
26.unmapped,Pajaroellobacter,5.65E-05,control,fem
19.unmapped,Pajaroellobacter,0.000143869,control,male
28.unmapped,Paludisphaera,4.37E-05,malt,fem
19.unmapped,Paludisphaera,4.28E-05,control,male
17.unmapped,Paludisphaera,4.62E-05,control,male
18.unmapped,Paludisphaera,4.71E-05,control,male
22.unmapped,Paludisphaera,6.17E-05,malt,male
29.unmapped,Paludisphaera,4.62E-05,malt,fem
28.unmapped,Parabacteroides,6.08E-05,malt,fem
27.unmapped,Parabacteroides,4.62E-05,malt,fem
18.unmapped,Parabacteroides,6.08E-05,control,male
17.unmapped,Parabacteroides,4.28E-05,control,male
29.unmapped,Parabacteroides,4.97E-05,malt,fem
29.unmapped,Parachlamydia,8.56E-05,malt,fem
28.unmapped,Parachlamydia,5.82E-05,malt,fem
17.unmapped,Parachlamydia,6.34E-05,control,male
19.unmapped,Parachlamydia,5.82E-05,control,male
22.unmapped,Parachlamydia,5.99E-05,malt,male
27.unmapped,Paracoccus,4.62E-05,malt,fem
25.unmapped,Paracoccus,0.000111327,control,fem
22.unmapped,Paracoccus,0.000113896,malt,male
24.unmapped,Paracoccus,0.000112183,control,fem
21.unmapped,Paracoccus,9.68E-05,malt,male
26.unmapped,Paracoccus,5.82E-05,control,fem
21.unmapped,Parageobacillus,5.14E-05,malt,male
17.unmapped,Parvibaculum,4.88E-05,control,male
22.unmapped,Pasteurella,0.000235499,malt,male
25.unmapped,Pasteurella,7.28E-05,control,fem
24.unmapped,Pasteurella,0.000198676,control,fem
21.unmapped,Pasteurella,0.000177267,malt,male
29.unmapped,Pasteurella,0.000301439,malt,fem
28.unmapped,Pasteurella,0.000159283,malt,fem
17.unmapped,Pasteurella,0.000226936,control,male
20.unmapped,Pasteurella,0.000143869,control,male
18.unmapped,Pasteurella,0.00015072,control,male
23.unmapped,Pasteurella,0.000379368,malt,male
27.unmapped,Pasteurella,0.000405915,malt,fem
26.unmapped,Pasteurella,0.000309146,control,fem
19.unmapped,Pasteurella,0.000202958,control,male
25.unmapped,Paucibacter,0.000207239,control,fem
19.unmapped,Paucibacter,0.000285168,control,male
28.unmapped,Paucibacter,0.000283455,malt,fem
27.unmapped,Paucibacter,0.000165278,malt,fem
18.unmapped,Paucibacter,0.000488126,control,male
22.unmapped,Paucibacter,0.000220941,malt,male
20.unmapped,Paucibacter,0.000208952,control,male
24.unmapped,Paucibacter,0.000202101,control,fem
29.unmapped,Paucibacter,0.000237212,malt,fem
26.unmapped,Paucibacter,0.000282599,control,fem
21.unmapped,Paucibacter,0.000257765,malt,male
23.unmapped,Paucibacter,6.34E-05,malt,male
17.unmapped,Paucibacter,0.000268041,control,male
17.unmapped,Pedobacter,4.37E-05,control,male
28.unmapped,Pedobacter,5.05E-05,malt,fem
29.unmapped,Pelobacter,5.99E-05,malt,fem
19.unmapped,Pelobacter,4.54E-05,control,male
28.unmapped,Pelobacter,5.82E-05,malt,fem
17.unmapped,Pelobacter,5.40E-05,control,male
22.unmapped,Pelobacter,5.40E-05,malt,male
18.unmapped,Pelobacter,5.05E-05,control,male
19.unmapped,Pelosinus,4.62E-05,control,male
27.unmapped,Peptoniphilus,5.57E-05,malt,fem
22.unmapped,Phenylobacterium,4.88E-05,malt,male
20.unmapped,Phenylobacterium,7.54E-05,control,male
29.unmapped,Phenylobacterium,5.22E-05,malt,fem
23.unmapped,Phenylobacterium,0.000126741,malt,male
28.unmapped,Phenylobacterium,4.37E-05,malt,fem
17.unmapped,Phenylobacterium,6.25E-05,control,male
21.unmapped,Phenylobacterium,5.57E-05,malt,male
17.unmapped,Phenylobacterium,8.82E-05,control,male
28.unmapped,Phenylobacterium,4.97E-05,malt,fem
29.unmapped,Phenylobacterium,0.000106189,malt,fem
22.unmapped,Phenylobacterium,4.54E-05,malt,male
24.unmapped,Phenylobacterium,8.22E-05,control,fem
20.unmapped,Phenylobacterium,9.25E-05,control,male
23.unmapped,Phenylobacterium,0.000358815,malt,male
27.unmapped,Phenylobacterium,4.71E-05,malt,fem
25.unmapped,Phenylobacterium,5.99E-05,control,fem
26.unmapped,Phenylobacterium,4.71E-05,control,fem
22.unmapped,Phycisphaera,6.25E-05,malt,male
18.unmapped,Phycisphaera,5.05E-05,control,male
29.unmapped,Phycisphaera,5.40E-05,malt,fem
17.unmapped,Phycisphaera,5.82E-05,control,male
28.unmapped,Phycisphaera,5.91E-05,malt,fem
28.unmapped,Pirellula,8.39E-05,malt,fem
27.unmapped,Pirellula,4.20E-05,malt,fem
